#       RW:                  X:                  Y:                  Z:
       1988                   2                   2                  -6
       1989                  -5                  -7                  -2
       1990                  -3                  -2                  -7
       1991                   0                   3                  -5
       1992                  -3                  -2                   1
       1993                   8                   0                   2
       1994                  -4                  -1                   3
       1995                  -1                  -5                   2
       1996                  -1                   0                 -13
       1997                   3                   0                   7
       1998                   2                   0                  -2
       1999                   1                   4                   1
       2000                  -2                  -6                  -4
       2001                  11                   8                   7
       2002                  15                  -3                   6
       2003                  -5                  -9                   6
       2004                  -4                  -4                   2
       2005                   5                   5                  -2
       2006                  -4                  -4                   0
       2007                  -2                   4                   6
       2008                  -6                  -4                   4
       2009                  -4                  -5                  -9
       2010                   6                  -4                  -2
       2011                   3                  -3                  -8
       2012                   2                  -2                  10
       2013                   3                  -1                   4
       2014                  -8                  -4                   2
       2015                  -7                  -3                  10
       2016                  -5                  -8                   3
       2017                   9                   9                   0
       2018                  -1                  -6                   5
       2019                   7                  -4                  -9
       2020                  -8                   6                   0
       2021                  -1                   2                   1
       2022                  -8                   1                  -3
       2023                  -4                   1                   5
       2024                   4                   0                   0
       2025                 -12                  -3                  -5
       2026                  -3                  -8                   9
       2027                   4                  -6                  14
       2028                   0                  -1                   1
       2029                  -5                   0                   1
       2030                  -2                  15                  -9
       2031                   4                   5                   3
       2032                  -4                  -3                  -1
       2033                  -1                   0                  -7
       2034                   4                   4                   4
       2035                  -1                   1                 -10
       2036                   4                   3                  -1
       2037                  -7                  -6                  -1
       2038                  -3                   3                   0
       2039                   0                  -2                   8
       2040                  -4                  -8                   8
       2041                   6                  -3                   7
       2042                  -2                  -2                  -2
       2043                  15                  -1                   6
       2044                   0                   1                  -1
       2045                   1                  -4                  -3
       2046                   5                  -6                 -13
       2047                 -11                  -1                   0
       2048                   7                  -7                   4
       2049                  -1                  -9                  -2
       2050                   9                   8                 -11
       2051                  -3                  -2                  -9
       2052                  -3                   2                   7
       2053                  12                   7                  -9
       2054                  -6                 -11                   7
       2055                  -6                  -5                   5
       2056                   8                   5                   7
       2057                   2                 -11                  17
       2058                  -1                   7                  -2
       2059                   4                  13                   1
       2060                  -1                  -1                   0
       2061                   1                  -6                   3
       2062                   6                  -9                  -5
       2063                  13                   1                  -4
       2064                  -9                  11                  -4
       2065                   0                   1                   3
       2066                  -4                   1                  -9
       2067                   0                   1                   5
       2068                  -1                   1                  -2
       2069                   2                  -9                   7
       2070                   2                   2                   4
       2071                  -6                  -2                   2
       2072                  -3                   4                   1
       2073                   0                  -7                  -1
       2074                  -2                  -8                   4
       2075                  -2                  -5                   1
       2076                  -3                  -3                  -4
       2077                   0                   1                  -3
       2078                   1                  -4                   1
       2079                   8                   2                  -4
       2080                  -7                  20                  -1
       2081                   4                   4                  -4
       2082                  -1                  -7                   4
       2083                   7                  -1                   6
       2084                  -2                   4                   2
       2085                 -14                  -7                  -1
       2086                   9                  -1                   0
       2087                   0                  -5                   1
       2088                  -4                  -3                   3
       2089                  10                   5                   7
       2090                   1                   0                  -5
       2091                   8                   7                  -5
       2092                  -9                  -7                   6
       2093                   2                  -6                  -4
       2094                   3                  -4                  -3
       2095                   4                  -5                   3
       2096                   3                  -5                  -2
       2097                   4                   9                   5
       2098                   4                  -4                  -8
       2099                  -6                  -5                   7
       2100                   3                  -6                   1
       2101                   8                   4                  -4
       2102                   5                   3                   0
       2103                  -2                   1                 -11
       2104                  -7                   6                  -5
       2105                  -1                  -9                  -6
       2106                   8                  -1                  -1
       2107                 -11                   0                   5
       2108                  -1                   5                   2
       2109                   0                  -7                   5
       2110                   1                   4                  -7
       2111                  -2                   4                   2
       2112                  -1                  -6                   1
       2113                   4                  -1                   1
       2114                   8                  17                  -1
       2115                  -2                  -2                  -4
       2116                  -9                   3                   2
       2117                  -6                   9                  -1
       2118                   7                  -9                   2
       2119                   4                   0                  -2
       2120                   0                   1                   3
       2121                 -17                  -2                  -7
       2122                   5                   1                  14
       2123                  -5                   2                  13
       2124                   3                  -6                  -1
       2125                   3                  -2                  -5
       2126                  -3                   8                  -7
       2127                   8                   4                  -4
       2128                  -3                  17                  -4
       2129                   8                  -6                  -4
       2130                  -3                  -3                  12
       2131                   6                   9                  -5
       2132                  -5                  -7                   6
       2133                   1                  -2                  -7
       2134                   1                 -10                  -5
       2135                   2                  -5                   5
       2136                  -2                   7                  -1
       2137                   4                   5                   1
       2138                  -9                  -1                 -12
       2139                  -5                   2                   3
       2140                   1                  15                   4
       2141                  -9                   5                   2
       2142                  -1                   6                   3
       2143                   1                   0                  -1
       2144                   3                  -1                  -8
       2145                  -1                   2                   9
       2146                  -4                   2                  -6
       2147                   0                   0                  -2
       2148                   7                  -4                  -5
       2149                  -2                   5                   1
       2150                   0                   1                  -3
       2151                  10                  -1                  -5
       2152                   1                  -5                   4
       2153                   0                  -4                  -8
       2154                  -1                  -3                   2
       2155                   9                   2                  -5
       2156                   8                 -10                  -6
       2157                   0                  -3                 -13
       2158                  -5                  -5                 -10
       2159                  10                   7                  -3
       2160                   7                  -2                  -1
       2161                   6                 -16                  -4
       2162                  -1                  -2                  -5
       2163                   0                   4                   2
       2164                  -3                  12                  -5
       2165                  -4                  12                  -2
       2166                   5                 -10                  -7
       2167                   7                  -3                   0
       2168                   3                 -10                  -7
       2169                  -6                   6                   6
       2170                 -10                   2                  -2
       2171                   3                  -7                   2
       2172                   0                   7                 -13
       2173                   7                  -1                  -6
       2174                  -2                  -4                  -2
       2175                   2                  -7                  -1
       2176                  -7                  -1                  -2
       2177                  -5                  -4                  -1
       2178                 -14                 -10                   4
       2179                   2                  -4                   6
       2180                   8                   7                   7
       2181                   5                   3                  -6
       2182                   5                  -3                   6
       2183                  -7                  -2                  -1
       2184                  -7                  -5                  -2
       2185                  -6                  -6                   6
       2186                  -2                   0                  -2
       2187                 -10                   1                   1
       2188                   6                  -4                   8
       2189                   3                   9                  -4
       2190                   4                   2                   2
       2191                   1                  -4                  13
       2192                   3                 -11                  -8
       2193                   6                   2                  -6
       2194                  11                  -5                 -10
       2195                   7                   3                  -4
       2196                   2                  -3                  -1
       2197                   1                   1                  -2
       2198                  -4                  -1                 -15
       2199                 -10                  -2                   8
       2200                   2                   7                   3
       2201                   5                 -11                  12
       2202                 -10                  -1                   7
       2203                  12                   8                   4
       2204                   3                   7                   6
       2205                  10                   0                  -4
       2206                   1                  -3                  -2
       2207                  -1                   0                   3
       2208                   0                   1                  17
       2209                  -3                  -9                  -6
       2210                  -3                   2                   7
       2211                   5                   1                   2
       2212                   2                   1                   5
       2213                   8                   2                  -6
       2214                  -2                   5                   5
       2215                   1                   3                   4
       2216                  -2                  -2                  -6
       2217                   3                 -10                   9
       2218                   4                  -4                   0
       2219                  -3                   7                  -4
       2220                   6                  -3                  -3
       2221                   4                   2                  12
       2222                   3                  -5                   4
       2223                  11                   5                  -6
       2224                  11                   0                  -1
       2225                 -10                  -2                   2
       2226                  -2                   0                  -6
       2227                   1                   7                  -4
       2228                   5                   3                   0
       2229                  -9                  -2                  -1
       2230                   3                  -2                  -1
       2231                   2                   2                  -2
       2232                   5                   8                   5
       2233                   6                   1                  -1
       2234                  -7                   0                   1
       2235                  -1                  -4                  -5
       2236                  -1                  -5                 -10
       2237                  -3                  10                   3
       2238                  -3                   5                  -8
       2239                  -8                   2                   8
       2240                   5                  -1                  12
       2241                  -1                   1                  -2
       2242                   0                  -2                   4
       2243                   5                  -2                   1
       2244                  -1                   3                   2
       2245                  -2                   0                   6
       2246                  -4                 -11                   7
       2247                   1                   9                   0
       2248                   2                  10                   8
       2249                   7                  -6                   5
       2250                   2                   3                  -3
       2251                   2                  -4                  -2
       2252                  -2                   1                  -9
       2253                   2                   6                   2
       2254                   4                  -1                  -3
       2255                  -3                  -7                   4
       2256                  -2                  -4                   4
       2257                   1                  -3                   8
       2258                   4                  11                   3
       2259                   5                  -2                   1
       2260                  -5                  -6                   9
       2261                  -6                   7                   1
       2262                 -10                   4                   4
       2263                  -5                   5                 -10
       2264                  -6                   0                   6
       2265                  -2                  -1                 -11
       2266                  -6                   6                  -6
       2267                  -3                  -3                  -8
       2268                  -3                   6                  -5
       2269                   4                  -4                  -4
       2270                 -15                   2                   9
       2271                   1                  -3                  -2
       2272                  -3                  -4                  -1
       2273                   9                   9                  -8
       2274                  -4                   8                 -10
       2275                   0                 -10                  10
       2276                   7                  -2                  -1
       2277                  -2                  -6                  -6
       2278                  -4                  -2                 -16
       2279                  -6                  10                   8
       2280                   1                   6                  -5
       2281                   2                  -1                  -3
       2282                 -13                   0                  -9
       2283                  -2                 -14                   2
       2284                  -1                   0                  -3
       2285                   0                   6                   6
       2286                   7                   1                   2
       2287                  -1                  -7                   6
       2288                   5                  -5                   6
       2289                   5                  -5                  -2
       2290                  -2                   2                   0
       2291                   6                  -2                  -6
       2292                  -6                  -8                   8
       2293                  -1                  -2                   1
       2294                   2                   6                  -2
       2295                   2                   2                  -4
       2296                   2                  -1                   1
       2297                  -7                  -9                   4
       2298                  -2                  -2                   8
       2299                   1                  -2                  -5
       2300                   0                 -15                   1
       2301                   3                  -4                  -5
       2302                  -9                   3                 -10
       2303                  -3                   6                  -9
       2304                  -1                   0                  -5
       2305                  -4                 -10                  10
       2306                   1                  -2                   5
       2307                   3                   2                  11
       2308                   7                  -8                  -7
       2309                  -4                  -6                   0
       2310                   9                   0                   3
       2311                  -2                   7                  -1
       2312                   4                  -8                   4
       2313                   3                   3                  -4
       2314                   7                   5                  -8
       2315                   3                  -4                   1
       2316                  14                  -5                   7
       2317                  -1                  -1                 -16
       2318                  -2                  10                   0
       2319                   2                   9                   3
       2320                  -5                   7                  -8
       2321                  11                  -8                   1
       2322                   1                   1                   4
       2323                  -2                  -1                   9
       2324                  -1                  -7                   0
       2325                  -2                   1                   3
       2326                   3                  -4                   1
       2327                   1                  -4                  -1
       2328                  -8                  -5                   1
       2329                  -2                   4                  10
       2330                   1                   3                   2
       2331                   0                   8                  -4
       2332                  -4                   4                   8
       2333                   1                  -1                  -2
       2334                  -5                  -6                  11
       2335                 -10                   1                   1
       2336                   8                   0                   4
       2337                  -9                  -1                  -2
       2338                  -3                  -5                   8
       2339                  -1                  -2                   1
       2340                   4                   0                  -4
       2341                   7                  -2                  -3
       2342                  -4                  -2                  -4
       2343                 -15                  -9                  -4
       2344                  -8                  -2                   4
       2345                  -5                   1                   0
       2346                  -7                  10                  -1
       2347                   7                  -2                  -3
       2348                   6                   3                   5
       2349                   0                   0                   2
       2350                   6                  -2                   6
       2351                   5                  -7                   8
       2352                   3                 -17                   4
       2353                  -3                  -3                   2
       2354                 -10                   5                 -11
       2355                   4                  -8                   6
       2356                  10                  -1                   5
       2357                  -5                   9                   6
       2358                   0                   7                   7
       2359                   2                  -8                   4
       2360                   7                   1                   6
       2361                   6                  -4                   0
       2362                   1                  -1                   2
       2363                  -2                   0                  -2
       2364                  -5                   8                  -1
       2365                  -3                   4                  -3
       2366                   0                  -2                   0
       2367                  -7                   3                   4
       2368                   1                  -4                   3
       2369                  -1                 -11                   2
       2370                  -3                   0                   3
       2371                   1                   1                   0
       2372                  -4                   1                   5
       2373                  -8                  -2                  -4
       2374                   3                   1                  -2
       2375                  -1                  -5                   0
       2376                   3                   6                  -3
       2377                  -2                   6                  -4
       2378                   0                  -1                  -3
       2379                 -13                   1                  -8
       2380                  -1                  -5                  10
       2381                 -13                   4                   5
       2382                  -1                   5                   4
       2383                   5                  -9                   0
       2384                  -1                  -1                   0
       2385                  -7                  -5                  -8
       2386                   1                 -13                   2
       2387                  -2                  -8                 -10
       2388                  -8                   6                   0
       2389                  -3                  -3                 -12
       2390                  -7                   2                   1
       2391                   2                   6                 -18
       2392                  -1                  -5                  -8
       2393                   0                  -7                  -3
       2394                   5                  -6                   3
       2395                   6                   9                  -1
       2396                  -7                  -5                   4
       2397                  -4                   9                  -5
       2398                  11                   4                   5
       2399                  -3                  -6                  -3
       2400                  -6                   3                  -9
       2401                  -7                   8                  -3
       2402                 -11                  -9                   2
       2403                  -7                  -9                  -8
       2404                  -2                  11                   5
       2405                 -13                  -5                  -6
       2406                   0                  -6                   0
       2407                  -2                   4                   0
       2408                  -1                  -8                  -3
       2409                  -3                  11                  -6
       2410                  -4                   6                   4
       2411                   6                   2                   2
       2412                  -7                  -5                 -10
       2413                  -7                   1                   2
       2414                  -8                   0                  10
       2415                   6                  -7                   1
       2416                  -2                   0                   2
       2417                  -5                  13                  -2
       2418                   5                   5                  -2
       2419                   6                  -1                   1
       2420                  -3                   1                  -6
       2421                   3                  -9                  -6
       2422                  -4                   4                   2
       2423                   4                  -1                  -1
       2424                  -1                   5                   2
       2425                   2                  -7                  -1
       2426                  -7                  -7                   0
       2427                   5                  -1                 -14
       2428                  -3                   9                 -10
       2429                   1                   1                   0
       2430                  -7                   4                  -5
       2431                   2                   6                  -2
       2432                   1                   3                   2
       2433                  -4                  13                  -7
       2434                   1                   4                  -1
       2435                  -9                  -6                  -1
       2436                  12                   5                   3
       2437                   9                   0                  -1
       2438                 -11                   4                   3
       2439                   3                  -4                  -7
       2440                  -6                   6                  -8
       2441                   0                  -9                  13
       2442                  12                   4                   2
       2443                  -5                  -4                   9
       2444                   9                   9                   4
       2445                   0                  -1                   5
       2446                  -1                  -2                  -3
       2447                 -11                   6                   5
       2448                   0                  -2                  -2
       2449                   1                   7                 -14
       2450                  -9                  -2                   3
       2451                  -1                   6                   5
       2452                  -3                   2                   1
       2453                  -4                   3                  -7
       2454                   4                   3                   3
       2455                 -10                   5                  -3
       2456                   3                  -1                   4
       2457                   3                  -8                   1
       2458                  -8                   6                   2
       2459                   3                 -10                  -1
       2460                   4                  -4                   4
       2461                   2                  14                   8
       2462                  -5                  -6                  -3
       2463                   9                  -2                   1
       2464                  -1                   1                  -4
       2465                  -1                  11                   4
       2466                   6                   3                   1
       2467                  -1                   4                   1
       2468                   1                  11                  -8
       2469                   0                  -2                   4
       2470                   5                  -9                  -6
       2471                  -9                 -12                   7
       2472                  -4                   6                  -6
       2473                   2                   8                   2
       2474                   5                  -2                  -1
       2475                  -1                  -5                 -10
       2476                  -6                   2                   6
       2477                  12                   4                   6
       2478                   1                  -4                  -3
       2479                  -8                  14                   2
       2480                 -10                   5                  -1
       2481                   2                   2                   4
       2482                  -9                   1                 -12
       2483                   7                   0                   1
       2484                   1                   8                   3
       2485                  -7                  -3                  -2
       2486                  -4                   5                 -13
       2487                   0                  -7                   9
       2488                  11                   2                  -1
       2489                  -7                  -4                  -3
       2490                 -13                  -5                   4
       2491                   3                   4                   1
       2492                   1                   3                  -2
       2493                   2                   1                  -1
       2494                  -1                  -7                 -10
       2495                 -10                  -6                  -8
       2496                   1                 -11                   6
       2497                   3                  -2                  -5
       2498                   1                   1                   0
       2499                 -10                  -1                   7
       2500                  -5                  10                  -3
       2501                  -2                   0                   4
       2502                  -7                  -9                  -6
       2503                  -3                   0                   3
       2504                   2                   0                   2
       2505                   2                  12                   8
       2506                  -4                  -1                   1
       2507                   0                 -14                   6
       2508                   4                   2                  -2
       2509                  -9                  -1                   4
       2510                   0                   4                   0
       2511                  -4                  -1                 -11
       2512                  -1                   1                   6
       2513                  -8                  -5                  -3
       2514                  -2                  -1                  -3
       2515                   3                  -3                   0
       2516                  -9                   2                   9
       2517                   3                   2                   7
       2518                   3                  -1                  -4
       2519                  -3                   4                   1
       2520                   8                  13                   7
       2521                  -3                   2                   1
       2522                  -5                  -2                   3
       2523                   1                  10                  -7
       2524                  -1                   7                  -2
       2525                   4                  -7                  -5
       2526                   5                   5                   2
       2527                  12                   1                  -1
       2528                   2                  -1                   7
       2529                  -1                  -2                   1
       2530                  -4                   4                   8
       2531                  -7                  -1                  -4
       2532                   8                   1                  -1
       2533                  -6                  10                   8
       2534                   8                   2                  -8
       2535                   8                  -4                 -16
       2536                   2                  -2                  12
       2537                  -8                  -2                  -4
       2538                  -5                   1                   6
       2539                  -3                   1                   2
       2540                   4                  -4                   0
       2541                   3                  -1                   0
       2542                 -11                   6                  -1
       2543                  -2                   4                  -2
       2544                  -1                  17                  -6
       2545                   2                   2                  -2
       2546                   2                  -2                  -6
       2547                   2                  -5                   1
       2548                  -7                   4                  -5
       2549                   0                   8                   2
       2550                  -6                   1                   3
       2551                   4                  12                   4
       2552                  -9                   5                  -2
       2553                  12                  -1                  -3
       2554                   7                  -5                  10
       2555                   4                  -2                  14
       2556                  -7                   0                   7
       2557                  -2                   2                  -4
       2558                   5                  -1                  -6
       2559                  -7                  -7                   0
       2560                  -3                   6                   1
       2561                   6                  -9                  11
       2562                   2                  17                  -7
       2563                   9                  -2                   1
       2564                   6                  12                  -2
       2565                   2                   0                  -6
       2566                   8                  -3                  13
       2567                   6                  -6                   0
       2568                  -7                   4                   5
       2569                  -2                   4                   6
       2570                  -4                   3                   1
       2571                  -8                   5                  -1
       2572                  -2                   2                 -10
       2573                   2                 -16                   6
       2574                  -7                  11                   8
       2575                  -5                  -2                  15
       2576                  -2                  -1                   5
       2577                   5                  13                  -6
       2578                  -2                   5                  -7
       2579                   5                   6                   5
       2580                   7                   2                  -9
       2581                  10                   3                   1
       2582                   1                  -6                  -3
       2583                   1                   5                   2
       2584                  -8                  -2                  -4
       2585                  -1                 -11                   8
       2586                  12                   1                  -7
       2587                 -19                  -9                  -2
       2588                  -5                   8                   3
       2589                   7                  -4                   1
       2590                  -1                  -8                  -1
       2591                  -3                  -2                   1
       2592                  -1                  -2                  -9
       2593                  -8                  -9                  11
       2594                   5                   6                  -1
       2595                   2                  -4                  -2
       2596                   1                  -6                  -1
       2597                   5                   8                   1
       2598                  -3                  -4                   9
       2599                  -9                   3                   0
       2600                  -6                   8                   2
       2601                  -3                   4                   7
       2602                   7                   1                  -2
       2603                   2                  -3                   5
       2604                  -4                   5                   5
       2605                   4                  -1                  11
       2606                   6                   2                   0
       2607                   1                   2                 -11
       2608                   7                   1                 -14
       2609                  -4                   4                  -6
       2610                   1                   6                  -1
       2611                  -3                   5                   0
       2612                   1                  -4                   9
