#       RW:                  X:                  Y:                  Z:
       7027                  -4                  15                  -9
       7028                   8                   9                   1
       7029                  -2                  11                  -9
       7030                  -9                  -4                   9
       7031                   0                  14                   4
       7032                  -2                  -2                   4
       7033                  -2                   1                   1
       7034                  12                   0                   4
       7035                  -3                   5                   2
       7036                   2                   3                   3
       7037                  -7                   1                  -8
       7038                  -5                   0                   3
       7039                   5                  -3                  -2
       7040                  -9                  -7                   6
       7041                   7                  -6                   5
       7042                  -4                  -2                  10
       7043                   1                  -6                 -13
       7044                   3                   6                   1
       7045                   3                  -4                   5
       7046                 -11                  -2                   1
       7047                  -7                   1                  -2
       7048                  -2                  -3                   3
       7049                  -4                   4                  -4
       7050                   1                  -2                  -5
       7051                  -3                   3                   4
       7052                   4                   0                   8
       7053                  -9                  -1                 -10
       7054                  -9                   2                  -7
       7055                   6                   1                   3
       7056                   6                   4                 -10
       7057                 -15                   2                   3
       7058                  -2                  -2                   0
       7059                   3                   8                  -3
       7060                   2                  -2                  -2
       7061                 -13                   5                  -8
       7062                  -4                  -5                   1
       7063                  -4                   1                  -7
       7064                   0                   1                  -5
       7065                  -4                  -6                   8
       7066                   3                   0                   3
       7067                  -6                  -4                   2
       7068                   9                  -3                  10
       7069                  -6                  -1                  -5
       7070                  -2                  -1                  -1
       7071                  -9                   6                   9
       7072                 -11                  -5                   8
       7073                  -3                   4                  -1
       7074                   0                   3                  -3
       7075                  -2                  -1                  -3
       7076                  -3                   8                  -5
       7077                  -7                  -5                 -12
       7078                   4                  -1                   5
       7079                  -1                   1                  -6
       7080                   3                   6                   3
       7081                  -6                  12                 -10
       7082                   3                   5                   2
       7083                  -1                   0                 -13
       7084                  -8                  13                  -1
       7085                   0                   0                   8
       7086                   9                   6                  -7
       7087                  -4                  -3                   1
       7088                   6                  10                   6
       7089                   9                  -5                  -6
       7090                  -4                   8                  -2
       7091                   0                  -6                   2
       7092                  -3                   0                   1
       7093                   5                  -1                  -8
       7094                   9                   4                  11
       7095                   1                   1                   0
       7096                 -15                  -3                  12
       7097                 -10                   7                   1
       7098                  11                  -9                  -2
       7099                  -5                   0                   5
       7100                  -4                   6                   2
       7101                   2                   1                  -5
       7102                   0                  11                  -5
       7103                   2                   6                   4
       7104                  -6                   3                 -13
       7105                  -8                   1                 -11
       7106                   2                   0                  -4
       7107                  -8                  -4                   6
       7108                   1                  -1                  -2
       7109                   5                   2                  -3
       7110                  -2                  -6                  -4
       7111                  -2                  -2                 -14
       7112                  -2                  -2                  -4
       7113                   0                   1                  -1
       7114                  -5                  -6                  -1
       7115                  -1                   0                  -5
       7116                  -7                   4                   1
       7117                   1                  -2                   7
       7118                   4                  -3                   5
       7119                  -5                  -3                  -8
       7120                  12                  -2                   4
       7121                   4                  -5                   5
       7122                  -2                   9                  -5
       7123                   4                  10                   0
       7124                   7                   7                  -6
       7125                  -6                   2                   2
       7126                   7                 -10                   3
       7127                   6                  -1                   5
       7128                  -5                  -1                   0
       7129                   1                   1                   4
       7130                  10                  -7                   1
       7131                   7                 -15                  -4
       7132                   8                   2                   4
       7133                   3                  12                   7
       7134                 -12                   4                  -2
       7135                  -9                  -1                  -6
       7136                  -1                   1                  -4
       7137                  11                  15                  -4
       7138                  -9                  -1                  -6
       7139                   0                 -12                  -2
       7140                  15                   3                 -10
       7141                  -4                  -4                  -8
       7142                  -7                  -1                  -8
       7143                   6                   7                  -7
       7144                  -6                  -6                  -8
       7145                  -7                  -3                  -2
       7146                   2                  -5                 -11
       7147                  -7                  -2                   9
       7148                  -4                 -10                   2
       7149                  -4                  -1                  -1
       7150                   2                   6                  -2
       7151                   8                   9                  -1
       7152                  -8                 -10                  -2
       7153                  13                  -8                  -9
       7154                   3                   2                  -5
       7155                   3                   4                  -9
       7156                  -5                   6                  -1
       7157                   8                  -5                  -7
       7158                  -1                 -14                   3
       7159                   7                  -4                   3
       7160                  -1                   6                  -1
       7161                  -3                   0                   7
       7162                   0                  10                   6
       7163                  -2                   5                  17
       7164                  -2                  -9                  -3
       7165                 -13                 -13                  -8
       7166                  -5                  -2                  -1
       7167                   2                   7                   9
       7168                  -6                   3                   7
       7169                   0                   6                   0
       7170                   1                  11                   0
       7171                   3                  -7                  -4
       7172                  12                  -6                   6
       7173                   1                  -3                   4
       7174                  -1                   5                  -4
       7175                  17                   6                  -7
       7176                  -4                   2                   0
       7177                   3                  -1                  -2
       7178                  -2                   2                   0
       7179                   0                   1                  -5
       7180                  -3                  -3                   2
       7181                  -1                  -6                  -1
       7182                   7                   0                  15
       7183                   3                  -6                   1
       7184                  -6                  -7                  -5
       7185                   8                   5                  -3
       7186                   2                  14                   0
       7187                  -5                  -4                   3
       7188                   7                  -8                   1
       7189                  -5                   1                  -8
       7190                   5                   2                   7
       7191                   1                  -2                   5
       7192                   5                   2                   7
       7193                  -7                  -7                 -10
       7194                  -7                   0                  -1
       7195                  14                 -10                   4
       7196                  -3                   9                 -10
       7197                  -7                   6                  -9
       7198                  -5                  -7                   4
       7199                  -4                  13                   1
       7200                   4                   5                   3
       7201                  -4                   3                  -9
       7202                   5                  12                  11
       7203                  -3                  -9                   0
       7204                   6                  -7                   1
       7205                   5                  -8                   3
       7206                  -1                  -3                  -8
       7207                   4                   9                 -11
       7208                   7                  -2                  -1
       7209                  -8                  14                  -8
       7210                  -5                   2                   5
       7211                   0                  -1                   7
       7212                  -6                  10                  -2
       7213                  -7                   6                  13
       7214                   2                   6                  -6
       7215                  -1                  -6                  -1
       7216                   0                  -5                  -3
       7217                  -8                  -1                  -3
       7218                   6                   0                  -2
       7219                  10                   3                   9
       7220                   1                  -2                   1
       7221                  -7                  -5                   4
       7222                  -5                   1                   6
       7223                  -2                   8                 -12
       7224                  -1                  -4                   3
       7225                  -8                  -4                  -4
       7226                   0                  -4                  -4
       7227                  -5                   3                   0
       7228                   3                  -4                   1
       7229                   6                  -4                   4
       7230                   3                   6                  -7
       7231                  -8                  -4                   4
       7232                   7                   5                  -2
       7233                 -10                  -9                  -3
       7234                  -2                   4                   6
       7235                  -2                   0                   0
       7236                  10                   1                  -1
       7237                   7                 -11                   0
       7238                   0                   1                  11
       7239                   4                   2                  -8
       7240                  12                  -5                   5
       7241                   2                 -11                   3
       7242                   6                  -3                 -13
       7243                   4                 -13                  -1
       7244                  -1                   2                   1
       7245                   2                  -4                   2
       7246                  11                   7                   0
       7247                   6                  -7                  -5
       7248                   9                  -6                   9
       7249                  -8                  -2                   2
       7250                  -3                   3                   0
       7251                  -5                  -1                   0
       7252                  -7                  -5                   4
       7253                  11                   0                  -3
       7254                   6                  -2                  -4
       7255                   4                  -6                  -6
       7256                  -4                  -3                   1
       7257                 -11                  -8                  -1
       7258                   4                  -3                   7
       7259                   3                   1                   6
       7260                  -4                   4                  -2
       7261                   3                  -4                  -5
       7262                  -2                   2                  -4
       7263                   9                   5                   2
       7264                   0                   4                  -8
       7265                  -1                  -5                  -2
       7266                  13                  -7                 -10
       7267                  -7                   5                  -4
       7268                 -11                 -12                   9
       7269                   0                   1                  -5
       7270                   6                   3                   9
       7271                  -2                  -5                  -1
       7272                   3                  -2                   1
       7273                   4                  -6                   4
       7274                  -1                  14                   1
       7275                   7                   1                   0
       7276                  -7                   0                   3
       7277                   1                   8                  -1
       7278                   0                  10                  -4
       7279                   3                   0                  -1
       7280                  -1                   5                   4
       7281                  -3                  -6                  -3
       7282                   2                  -6                   0
       7283                   5                  -4                   7
       7284                   2                  -6                   4
       7285                   5                  -6                   1
       7286                  -2                  -1                   9
       7287                  10                   3                   7
       7288                   6                  -3                  -1
       7289                   3                   2                   7
       7290                   1                  -7                   0
       7291                   1                   3                   4
       7292                  -3                   4                  -3
       7293                   3                   4                   3
       7294                  -3                  -6                  -1
       7295                   7                  -6                   7
       7296                  10                  -5                   3
       7297                   5                  -2                  -7
       7298                   1                   1                  -4
       7299                  -8                  -1                  11
       7300                   3                   9                  -2
       7301                   5                   5                   4
       7302                  -1                  -6                   3
       7303                   6                  -1                   7
       7304                   9                   4                  -3
       7305                   2                   9                  -3
       7306                  -3                  11                  -2
       7307                  -7                   5                  -4
       7308                  12                  -2                  14
       7309                  -7                  11                   0
       7310                  -1                 -12                  -5
       7311                   2                  -8                  -4
       7312                  -5                  -7                  -4
       7313                   0                  -5                   1
       7314                   6                   3                   9
       7315                  -1                 -12                  -7
       7316                  -6                   4                  -4
       7317                   8                   5                  -1
       7318                  -4                   0                   4
       7319                   7                   3                   6
       7320                  10                  -7                  -3
       7321                  -1                  11                  -2
       7322                   6                   2                   2
       7323                   1                  -6                   1
       7324                  -2                  -2                   6
       7325                  -7                  -2                   1
       7326                   1                   0                   9
       7327                   6                  -7                  -7
       7328                   4                   4                   6
       7329                  -3                  -2                 -11
       7330                   4                  -6                  -2
       7331                   6                  -5                  -1
       7332                  -6                   2                   2
       7333                  -5                  -2                  -1
       7334                   9                  -6                  -3
       7335                  -2                   2                   2
       7336                  -1                  -6                  -3
       7337                  -4                  11                  -7
       7338                  -2                   0                   2
       7339                  -2                  -7                  -1
       7340                   5                 -10                   1
       7341                   1                   3                 -12
       7342                  -1                  -5                   4
       7343                   0                 -10                   6
       7344                   6                   9                 -13
       7345                   1                  -6                  -5
       7346                 -13                  -1                   0
       7347                   1                   0                   9
       7348                   3                   8                  11
       7349                   1                  -4                  -1
       7350                 -19                  -5                  -6
       7351                  13                   4                   9
       7352                  -4                  -5                  -3
       7353                  -1                   1                   0
       7354                   0                   5                   3
       7355                   3                  11                   6
       7356                   3                  -1                   2
       7357                  -3                  -2                   5
       7358                  -1                  -1                   0
       7359                   3                   2                  -5
       7360                  -3                   2                  -1
       7361                   0                   5                   7
       7362                   0                  -8                   8
       7363                   5                   3                  -8
       7364                   2                  -7                 -11
       7365                   3                  -6                   3
       7366                   8                  12                  -2
       7367                  -5                   2                   1
       7368                   6                   4                  14
       7369                   9                   0                   1
       7370                   1                   7                   6
       7371                  -3                   6                  -1
       7372                  -4                  -2                  -2
       7373                   5                  -2                   1
       7374                  -3                  -1                   2
       7375                  -2                   7                  -5
       7376                   4                  -2                  -4
       7377                   9                  -5                   2
       7378                  -4                   3                  -5
       7379                   4                   2                   8
       7380                  -3                  -4                   3
       7381                 -13                 -14                  -9
       7382                   0                  -3                   5
       7383                  -4                  -1                   1
       7384                  11                  -4                  -7
       7385                  -3                  10                   1
       7386                  -5                   4                  11
       7387                  -3                   7                   8
       7388                   5                   1                 -14
       7389                   0                   2                  -4
       7390                   2                   7                   1
       7391                  -3                  -6                  -5
       7392                   7                  -4                  11
       7393                   8                   1                   7
       7394                  -5                  -4                   1
       7395                  -2                  -5                  -5
       7396                   0                  -1                   1
       7397                   4                  11                  -1
       7398                  -8                  -8                   0
       7399                   4                   4                   0
       7400                   1                  -7                  14
       7401                   0                  -3                  -7
       7402                   0                   0                   4
       7403                   2                  -2                 -12
       7404                  -5                   1                  10
       7405                   1                   1                  -4
       7406                   7                  10                   5
       7407                   7                   2                  17
       7408                   4                  -9                   3
       7409                  -5                   1                  -8
       7410                  -8                  -4                  -4
       7411                   5                   8                 -11
       7412                   0                   8                   2
       7413                  -3                   5                  -8
       7414                   6                   5                   1
       7415                   2                   1                  -3
       7416                   1                 -13                   8
       7417                 -13                   9                   0
       7418                  -8                 -10                   8
       7419                 -11                  -2                   5
       7420                  -4                   3                   1
       7421                   8                  -2                   8
       7422                 -10                  -4                  -2
       7423                  -2                   0                  -8
       7424                  -3                   4                   1
       7425                  -1                   4                   1
       7426                   7                  -2                  -1
       7427                   2                   9                  -1
       7428                   3                   0                   1
       7429                   2                  12                   2
       7430                 -14                   5                  -1
       7431                   2                 -13                   1
       7432                   6                  -8                   0
       7433                  -1                   3                   8
       7434                  -2                  -1                   1
       7435                 -12                   1                  15
       7436                   0                  -3                  -1
       7437                   7                  -2                   3
       7438                   9                   6                   3
       7439                  -3                  -3                  12
       7440                   1                  -1                  -2
       7441                   2                   1                   1
       7442                   5                 -13                   2
       7443                  -2                   2                  -2
       7444                  -4                   4                  -2
       7445                   7                   6                 -11
       7446                   1                  11                  -6
       7447                   1                  -3                   4
       7448                   0                 -12                 -10
       7449                  -4                  -7                   5
       7450                  -4                   6                   2
       7451                  -1                  -6                   1
       7452                  -1                  -7                  -6
       7453                  -4                  -9                   3
       7454                   3                  -5                  -2
       7455                  -6                   0                   4
       7456                   1                  -4                  -1
       7457                   0                   7                 -15
       7458                  -1                 -10                  -9
       7459                   6                  -7                  -3
       7460                   3                  11                   0
       7461                  -6                  -6                  10
       7462                   6                  -2                  -2
       7463                   4                  -2                   8
       7464                  -2                   2                   0
       7465                  16                  -6                  14
       7466                  -7                  -5                  -4
       7467                   4                   5                  -7
       7468                   3                  -4                  -3
       7469                  -6                  -6                   2
       7470                  -5                  -5                  -6
       7471                  10                  -9                   1
       7472                  -1                   6                   7
       7473                  -6                   0                  -4
       7474                   1                   0                   1
       7475                   1                  -5                  -6
       7476                  -6                  -2                   2
       7477                   1                  -7                   0
       7478                   1                   2                 -11
       7479                  -9                  11                   0
       7480                  -2                  -4                  -2
       7481                   3                   0                  -5
       7482                   9                   0                   1
       7483                  -4                  -8                  -2
       7484                   2                   1                   3
       7485                   8                  -5                   7
       7486                   6                   0                   2
       7487                  -5                   4                   1
       7488                   8                   6                  -2
       7489                  -2                   7                  -5
       7490                   4                  22                   0
       7491                   3                  -4                   7
       7492                  -6                  -4                   6
       7493                   4                  -2                  -6
       7494                  -1                  -4                   5
       7495                  -5                   5                  -4
       7496                   1                   8                  -5
       7497                   5                   6                  -5
       7498                   3                   6                  -3
       7499                  -3                  10                  -3
       7500                   2                  -7                   7
       7501                  -1                  -4                   3
       7502                   2                   8                  -6
       7503                   0                  -7                  -9
       7504                   6                   3                  -3
       7505                 -13                  10                   7
       7506                  -1                   0                   1
       7507                   3                  -3                   2
       7508                  -4                   0                  16
       7509                  -9                   1                   0
       7510                  -3                  11                  -6
       7511                  -5                 -10                  -7
       7512                   9                   3                  -4
       7513                   6                  -4                  12
       7514                   7                   6                  -5
       7515                  -7                  -1                  12
       7516                  -3                   3                  -2
       7517                   0                   0                   2
       7518                   6                  -1                  -7
       7519                  -6                   5                   5
       7520                   8                  -6                  -8
       7521                   7                  -3                  -4
       7522                  -1                   8                  -3
       7523                   1                 -10                   3
       7524                   3                   4                   3
       7525                  -4                 -10                   6
       7526                   5                   3                   4
       7527                  -9                   5                   6
       7528                  -4                   2                  -8
       7529                  -6                   5                  -7
       7530                   6                  -3                   3
       7531                  -1                  -5                   0
       7532                   3                  -2                  -1
       7533                  -5                  -5                  -4
       7534                 -11                  -7                 -12
       7535                   2                   0                  -2
       7536                   1                   0                   1
       7537                  -4                  -8                   0
       7538                   3                  -2                 -17
       7539                   0                   2                  -2
       7540                  -4                   5                  -3
       7541                  -3                   2                   3
       7542                   5                  -2                  -1
       7543                   6                  -1                  -1
       7544                   4                   2                 -14
       7545                  -5                   1                   0
       7546                   5                   0                   5
       7547                  -5                  -6                   7
       7548                   3                   4                  -7
       7549                  14                  -2                  -6
       7550                  13                  -3                   2
       7551                   8                   9                   3
       7552                  -3                  -1                   0
       7553                  -3                  -3                  -4
       7554                   1                  -3                   2
       7555                   9                 -19                   0
       7556                  -6                   0                   0
       7557                   4                  -5                   1
       7558                  -1                  -4                   3
       7559                  -9                   9                   4
       7560                  -8                  -5                   5
       7561                   6                   0                  -8
       7562                  12                   1                   3
       7563                   1                  -6                   9
       7564                  -2                  -2                   8
       7565                  -9                  -2                  -1
       7566                  -2                 -10                  -4
       7567                  -6                   5                  -3
       7568                  -3                  -9                   4
       7569                   8                  -5                  -5
       7570                   3                  -7                   6
       7571                   1                   3                   4
       7572                  -7                   1                   0
       7573                   2                   3                   5
       7574                   6                  -2                   2
       7575                   5                   0                   7
       7576                  -4                  -1                   5
       7577                 -11                  -2                  -5
       7578                   1                   4                  -9
       7579                   1                  -2                   5
       7580                  10                   8                  -6
       7581                   1                   3                  -8
       7582                  -4                   0                  -2
       7583                  12                  -7                  -3
       7584                  -8                   0                   6
       7585                   4                   0                  14
       7586                  -1                   1                   2
       7587                   6                  -3                   3
       7588                   8                   2                   0
       7589                   1                  -1                  -4
       7590                   5                  -5                   4
       7591                  -3                  -1                  -4
       7592                   2                 -13                  -5
       7593                  -5                   6                  -7
       7594                   4                   4                   0
       7595                   5                  -1                 -12
       7596                   2                  -1                   1
       7597                   1                   0                   1
       7598                 -14                  17                   3
       7599                   6                  -5                  -9
       7600                  -1                   3                   6
       7601                  -9                  -5                  -2
       7602                  -6                   6                  -6
       7603                  10                  11                  -5
       7604                  -4                   2                   0
       7605                  -5                  -2                  -5
       7606                   6                  12                   0
       7607                  -6                  -4                  -4
       7608                  -4                   3                   3
       7609                  -7                  -3                   8
       7610                  -7                   4                   1
       7611                   4                   1                  -5
       7612                  -5                 -10                   5
       7613                  14                   1                  -1
       7614                   1                  -7                   4
       7615                   3                  -4                   1
       7616                  -5                   0                  -5
       7617                  -4                   5                  -1
       7618                   0                   5                   7
       7619                   5                   1                   0
       7620                   9                  -1                  -2
       7621                  -5                   1                 -12
       7622                  -4                  13                  -5
       7623                  13                   0                  -7
       7624                   5                   1                   0
       7625                  -5                   2                  -7
       7626                   5                   0                   3
       7627                   3                  -1                   0
       7628                  -2                 -11                  -1
       7629                   1                   2                 -11
       7630                  15                 -10                   9
       7631                   2                   4                   6
       7632                  -6                   3                   7
       7633                  -9                 -12                  -3
       7634                   2                   0                  12
       7635                   3                   2                  11
       7636                   6                  10                   2
       7637                  10                   3                  -1
       7638                  -7                   1                  -4
       7639                  -2                  -5                  -1
       7640                   0                   8                  -4
       7641                 -11                   4                  -3
       7642                  -6                   8                   0
       7643                   5                   1                  10
       7644                  -8                  -1                   1
       7645                   2                 -10                   4
       7646                   6                   6                  -6
       7647                   0                  -7                  -7
       7648                   8                  -6                   0
       7649                  -6                 -10                  -2
       7650                  -1                 -15                   0
       7651                  -5                   3                  -4
