#     BLOCK:         BIN_CENTER:           ACTUAL_V:              V_AVE:              ERROR:
          19            0.714435           0.0440649            0.111764           0.0105123
          19             1.00021            0.193157            0.193584           0.0098528
          19             1.28598            0.188993            0.307382           0.0153693
          19             1.57176            0.354965            0.324944           0.0117054
          19             1.85753            0.389764            0.382832           0.0116507
          19              2.1433            0.494466            0.402254           0.0169378
          19             2.42908            0.358303            0.380623           0.0136069
          19             2.71485            0.380076            0.347653           0.0152388
          19             3.00062            0.408799            0.295336           0.0124064
          19              3.2864            0.301375            0.224565          0.00935201
          19             3.57217            0.160092            0.142508          0.00763545
          19             3.85795           0.0597306            0.109707          0.00933299
          19             4.14372           0.0210604            0.096357          0.00933008
          19             4.42949           0.0664537           0.0578932           0.0066807
          19             4.71527           0.0102872           0.0358786           0.0049285
          19             5.00104           0.0131061           0.0184104          0.00324094
          19             5.28682           0.0283182           0.0139724          0.00286341
          19             5.57259          0.00545951          0.00669585          0.00182805
          19             5.85836                   0          0.00209752         0.000780385
          19             6.14414                   0          0.00046981         0.000427603
          19             6.42991                   0          0.00140602          0.00094766
          19             6.71568                   0          0.00152113          0.00102042
          19             7.00146                   0         7.24752e-05         7.05421e-05
          19             7.28723                   0                   0                   0
          19             7.57301                   0                   0                   0
          19             7.85878                   0                   0                   0
          19             8.14455                   0                   0                   0
          19             8.43033                   0                   0                   0


          20            0.142887          0.00367747          0.00212467         0.000563576
          20            0.428661           0.0438867           0.0395304          0.00358774
          20            0.714435           0.0853595            0.110444           0.0100692
          20             1.00021            0.148962            0.191353          0.00960944
          20             1.28598            0.204967            0.302262           0.0154303
          20             1.57176            0.339769            0.325685           0.0111436
          20             1.85753             0.31994            0.379687           0.0114847
          20              2.1433            0.496022            0.406943           0.0167272
          20             2.42908            0.412898            0.382237           0.0130219
          20             2.71485            0.463313            0.353436           0.0155354
          20             3.00062            0.295543            0.295347            0.011786
          20              3.2864            0.249906            0.225832          0.00896983
          20             3.57217            0.172582            0.144012          0.00740026
          20             3.85795            0.137298            0.111086          0.00896772
          20             4.14372           0.0696776            0.095023          0.00895843
          20             4.42949          0.00644773           0.0553209          0.00682392
          20             4.71527           0.0164109           0.0349052          0.00477723
          20             5.00104         0.000712814           0.0175255          0.00319741
          20             5.28682           0.0318984           0.0148687          0.00285708
          20             5.57259                   0          0.00636106          0.00176704
          20             5.85836                   0          0.00199264          0.00074838
