#     BLOCK:         BIN_CENTER:           ACTUAL_V:              V_AVE:              ERROR:
           1            0.141778          0.00716755          0.00716755                   0
           1            0.425335           0.0503688           0.0503688                   0
           1            0.708892           0.0930475           0.0930475                   0
           1            0.992449            0.241525            0.241525                   0
           1             1.27601            0.310784            0.310784                   0
           1             1.55956            0.362998            0.362998                   0
           1             1.84312            0.344075            0.344075                   0
           1             2.12668            0.441661            0.441661                   0
           1             2.41023            0.385301            0.385301                   0
           1             2.69379            0.420632            0.420632                   0
           1             2.97735            0.339307            0.339307                   0
           1              3.2609            0.179091            0.179091                   0
           1             3.54446            0.145588            0.145588                   0
           1             3.82802           0.0645896           0.0645896                   0
           1             4.11157           0.0589078           0.0589078                   0
           1             4.39513             0.02916             0.02916                   0
           1             4.67869           0.0152004           0.0152004                   0
           1             4.96225           0.0101391           0.0101391                   0
           1              5.2458           0.0184658           0.0184658                   0
           1             5.52936         0.000130616         0.000130616                   0
           1             5.81292          0.00849003          0.00849003                   0
           1             6.09647                   0                   0                   0
           1             6.38003                   0                   0                   0
           1             6.66359                   0                   0                   0
           1             6.94714                   0                   0                   0
           1              7.2307                   0                   0                   0
           1             7.51426                   0                   0                   0
           1             7.79781                   0                   0                   0
           1             8.08137                   0                   0                   0
           1             8.36493                   0                   0                   0


           2            0.141778          0.00579608          0.00648181         0.000484887
           2            0.425335           0.0564261           0.0533974          0.00214158
           2            0.708892            0.160151            0.126599           0.0237248
           2            0.992449            0.198699            0.220112           0.0151412
           2             1.27601            0.316156             0.31347          0.00189914
           2             1.55956            0.415081            0.389039           0.0184142
           2             1.84312             0.28822            0.316148           0.0197476
           2             2.12668            0.435294            0.438478          0.00225126
           2             2.41023            0.408681            0.396991          0.00826617
           2             2.69379            0.434902            0.427767          0.00504513
           2             2.97735            0.257934            0.298621           0.0287699
           2              3.2609            0.141245            0.160168           0.0133806
           2             3.54446            0.106142            0.125865           0.0139463
           2             3.82802            0.112966            0.088778           0.0171038
