#       TEMPERATURE:                 MU:              SIGMA:             AVE_LE:              ERROR:         ACCEPTANCE:      LAST_X_WALKER:
                 1.5            0.509492            0.593708           -0.180324          0.00371581            0.986667          -0.0273126
               1.425            0.480786            0.606425           -0.147976          0.00307241                   1           -0.643383
             1.35375            0.430224            0.563288          -0.0302905          0.00156453            0.946667            0.607024
             1.28606            0.374107            0.473391            0.238472          0.00505658            0.893333           -0.640411
             1.22176            0.406957            0.429264            0.221229           0.0049183            0.986667          -0.0744533
             1.16067            0.387593            0.499906            0.145871          0.00334832            0.973333           -0.440622
             1.10264            0.310802            0.495254            0.167156          0.00375441                0.92           -0.208539
             1.04751            0.310979            0.452954            0.470183          0.00957404            0.893333            0.255952
            0.995131            0.259742             0.44382            0.465573          0.00944159            0.986667           -0.435338
            0.945374            0.250595            0.586739            0.224528          0.00491599                0.96            0.230433
            0.898105            0.221331            0.578116            0.266474            0.005626            0.906667           -0.700934
              0.8532            0.289862            0.544712             0.25423          0.00538507            0.946667           -0.440556
             0.81054            0.347675            0.495852            0.264781          0.00547511            0.946667            0.782045
            0.770013            0.292716            0.469573             0.46988           0.0096146                 0.8           -0.204825
            0.731512            0.337843            0.517328            0.243556          0.00526745                   1          -0.0394424
            0.694937            0.391174            0.475129             0.18205          0.00393128            0.986667           0.0699912
             0.66019            0.426432            0.507635           0.0531519          0.00206033            0.973333           -0.369041
            0.627181            0.340987            0.496515            0.272603          0.00567239                0.84            0.461856
            0.595821            0.458766            0.428211            0.131963          0.00309848                   1           -0.609358
             0.56603            0.468716             0.42879            0.100407          0.00267016            0.986667            0.632928
            0.537729            0.464285            0.504632           -0.012354          0.00135565                   1            0.551555
            0.510842            0.463248            0.489723           0.0109035          0.00159079            0.973333            0.581223
              0.4853            0.510354            0.515848           -0.101185          0.00235753            0.986667           -0.258015
            0.461035             0.57608            0.477831           -0.167131          0.00356294            0.986667           -0.391897
            0.437984            0.579394            0.538689           -0.237709          0.00481201            0.973333           -0.352274
            0.416084             0.62084            0.567653           -0.321042          0.00638853                   1           -0.461353
             0.39528            0.648449            0.510445           -0.295001          0.00595265            0.933333            0.367543
            0.375516            0.679145            0.622343            -0.39513          0.00785317                   1           -0.531948
             0.35674            0.665364            0.594486           -0.379424          0.00753447            0.986667            0.870081
            0.338903            0.739802            0.577422             -0.4185          0.00831244                   1            0.206323
            0.321958            0.735312             0.65064           -0.423249          0.00839012            0.973333            -1.12112
             0.30586            0.778782            0.698457           -0.409174          0.00815591            0.986667             -1.0716
            0.290567            0.805064            0.658353           -0.434544          0.00862424                   1             1.45651
            0.276039            0.859668             0.68589           -0.393292          0.00783742            0.866667            0.580587
            0.262237            0.835151            0.615418           -0.433895          0.00861214                   1            0.247989
            0.249125            0.879745            0.654995           -0.399118          0.00795242            0.906667            -1.68338
            0.236669            0.835157            0.687241           -0.402106           0.0080356            0.973333           -0.953612
            0.224835            0.857626            0.751647           -0.393055          0.00783769                0.88            0.317806
            0.213594            0.792205            0.764245           -0.355927          0.00711992                   1            0.375693
            0.202914            0.819822            0.829922           -0.222828          0.00502234            0.746667            -1.15127
            0.192768            0.771173            0.852279           -0.228357          0.00493612            0.986667           -0.398258
             0.18313            0.794444            0.880853           -0.161124          0.00439219            0.786667            -0.66158
            0.173973            0.814486            0.816222           -0.260834          0.00557757            0.893333            0.948168
            0.165275            0.865515            0.805788           -0.214837           0.0047379                0.88           -0.104457
            0.157011            0.926744            0.755792             -0.2067           0.0048256            0.973333            0.201236
             0.14916            0.929362            0.787043           -0.145361          0.00417852            0.813333           -0.682089
            0.141702            0.910731            0.776515           -0.195284          0.00476881                0.64           -0.428334
            0.134617            0.850694            0.852068           -0.141956          0.00388822            0.893333           -0.108387
            0.127886            0.855168            0.856737           -0.131247           0.0040379            0.906667            0.320828
            0.121492            0.795186            0.882578            -0.19193          0.00469787            0.986667           -0.313108
