#       TEMPERATURE:                 MU:              SIGMA:             AVE_LE:              ERROR:         ACCEPTANCE:      LAST_X_WALKER:
                 1.5            0.340521             0.62832            0.017439          0.00154947            0.933333           -0.075762
               1.425          -0.0226345             0.64908            0.207204          0.00456965            0.933333            0.238248
             1.35375          0.00505966            0.583057            0.407553          0.00849555                   1            0.592413
             1.28606            0.705163            0.640134           -0.408374          0.00810196                   1           -0.700029
             1.22176            0.891791            0.631573           -0.400535           0.0079699                0.84            0.148268
             1.16067             1.18845            0.637896            0.290448          0.00619046            0.906667             1.78764
             1.10264            0.728568            0.586818            -0.42261           0.0083903            0.933333            0.459931
             1.04751            0.395514            0.642287          -0.0835643          0.00199377            0.973333            0.844144
            0.995131          -0.0790819            0.593824            0.350456          0.00731789            0.826667            0.797325
            0.945374           -0.195558            0.626523            0.207287          0.00468468                   1          0.00775203
            0.898105           -0.455204            0.696926            -0.19669          0.00407245                   1           -0.290058
              0.8532            -1.08939            0.767504            0.242928           0.0064195                0.76            0.608995
             0.81054           -0.922269             0.75365           -0.239193          0.00508025            0.946667           -0.183357
            0.770013            -1.14787             0.71298           -0.235462          0.00512419            0.986667           -0.756628
            0.731512           0.0820077            0.713274           0.0481909          0.00226199            0.973333             0.47232
            0.694937           -0.225983            0.701603          -0.0172128          0.00156532                0.96            0.222929
             0.66019            0.224025            0.692388           0.0153276          0.00165095                0.96          0.00952558
            0.627181          -0.0397145            0.722465           0.0305225          0.00199743                   1          -0.0849529
            0.595821             0.17084            0.771398          -0.0912893          0.00222834                   1          -0.0174806
             0.56603            0.383796            0.685743           -0.113208          0.00257006                   1           -0.827074
            0.537729            0.197149            0.733928          -0.0473747          0.00175695            0.866667             1.10066
            0.510842          0.00159735            0.758759          -0.0356739           0.0016419                0.96            0.569629
              0.4853           -0.104304            0.815439           -0.141082          0.00316277                   1           -0.493987
            0.461035            0.138292            0.797928            -0.12143          0.00288207                   1           -0.686687
            0.437984            0.339326            0.753897           -0.153832          0.00324097            0.946667          -0.0554305
            0.416084           0.0534165            0.737459           -0.148923          0.00318453                0.88           -0.643032
             0.39528           0.0306042            0.825549           -0.140538          0.00319681                   1           -0.323656
            0.375516            -0.55642            0.881328           -0.260114          0.00549001                   1           -0.502556
             0.35674           -0.125403            0.883293           -0.197391          0.00409753                0.92            0.576526
            0.338903           -0.573034            0.858287           -0.291514          0.00593455                   1           0.0131214
            0.321958           -0.861151            0.886041          -0.0242002          0.00318645            0.666667            0.808624
             0.30586           -0.668037            0.899362           -0.228138          0.00499128            0.986667            0.153514
            0.290567           -0.736656            0.911766           -0.173306          0.00453506                0.92             1.62189
            0.276039            -0.45525            0.926801           -0.257965          0.00535086                0.88            0.413552
            0.262237           -0.707353            0.817104           -0.293806          0.00605407            0.946667            0.597841
            0.249125           -0.369688            0.831276           -0.244185           0.0049643            0.506667            0.431941
            0.236669            0.298223            0.987647           -0.254849          0.00526521                0.96            -0.87619
            0.224835          -0.0601324             1.05577           -0.215177          0.00505202                0.96           -0.519561
            0.213594           -0.124494             1.06144           -0.230513          0.00491065            0.946667            0.124128
            0.202914           -0.273319             1.07149           -0.215723          0.00498933            0.933333            0.100277
            0.192768           -0.240315             1.05758           -0.228062          0.00487496            0.973333            -1.13806
             0.18313           -0.227072             1.08833            -0.21623          0.00490164            0.933333            0.527952
            0.173973           -0.489318             1.02961           -0.155632          0.00442285                   1            0.918088
            0.165275           -0.771588             1.03856           -0.154212          0.00413362            0.426667            0.889987
