#       TEMPERATURE:                 MU:              SIGMA:             AVE_LE:              ERROR:         ACCEPTANCE:      LAST_X_WALKER:
                 1.5             1.55191            0.569971           -0.174892          0.00368481                0.68            -1.75848
               1.425            0.814998            0.516361           -0.345562          0.00698103            0.973333            0.774647
             1.35375             1.07041             0.48798           -0.332169          0.00665622                0.88            -1.63489
             1.28606              0.5506            0.482816           -0.134129          0.00291819                   1            0.751255
             1.22176            0.686987            0.498365           -0.273778          0.00554933            0.986667            0.138451
             1.16067            0.599167             0.51143           -0.240564          0.00490006                0.68           -0.450041
             1.10264            0.760881            0.520679           -0.355174          0.00713807            0.973333             1.12789
             1.04751             0.12866            0.528381           -0.344018          0.00690622                0.76            0.480932
            0.995131           0.0797212            0.522447            0.586484           0.0119876            0.986667           -0.815091
            0.945374            0.799103            0.517246           -0.351481          0.00706831                   1           -0.852668
            0.898105             1.02284            0.489768          -0.0958121          0.00220918                0.76           -0.869474
              0.8532             1.12618            0.482517            0.107472          0.00243417                0.84            -1.64488
             0.81054            0.847195            0.443958         -0.00562241          0.00198184            0.826667           -0.799111
            0.770013            0.533407            0.447422          -0.0106441          0.00185166            0.893333            -0.18734
            0.731512             1.21183              0.4412          -0.0269987          0.00169018                 0.8             1.25987
            0.694937             1.36955            0.417512            0.413361           0.0083142                0.44            -1.26955
             0.66019             1.16057            0.393536            0.496742           0.0101541            0.653333            -1.49886
            0.627181             1.20531            0.397269            0.562233           0.0113781            0.866667            -1.16019
            0.595821            0.830311            0.394413            0.354868          0.00749297            0.946667             0.30117
             0.56603            0.210141            0.375274            0.366092          0.00795509            0.866667            0.141526
            0.537729           -0.468873            0.362479            0.441704          0.00937677            0.693333           -0.633882
            0.510842           -0.508437             0.37278            0.294127          0.00645072            0.866667           -0.827212
              0.4853           -0.382492            0.347898            0.565518           0.0115897            0.706667           -0.558052
            0.461035            -0.42851             0.32323            0.738378           0.0154133            0.586667            0.109755
            0.437984            -0.30146            0.346759            0.783001           0.0157645            0.786667            0.272927
            0.416084           -0.359062            0.324208            0.699871           0.0143382            0.733333            0.418555
             0.39528            -0.53662            0.314123             0.73956           0.0151815                0.76            0.544251
            0.375516           -0.206552            0.320026             1.12674           0.0233755            0.746667           -0.346733
             0.35674           -0.448977            0.327401            0.654294           0.0137003            0.986667           -0.771816
            0.338903            -0.20071            0.310922            0.692102           0.0142945                0.72            0.420501
            0.321958           -0.505157             0.34097            0.624649           0.0132916            0.973333            0.747964
             0.30586           -0.705546            0.368987            0.517126           0.0112249            0.733333           -0.484462
            0.290567           -0.396117            0.363146            0.493353           0.0100431            0.906667              0.6081
            0.276039           -0.477572            0.397159            0.208952          0.00499787            0.653333            0.116173
            0.262237           -0.338299            0.412735            0.160382          0.00379024                0.56            0.195772
            0.249125            -0.77771              0.3856            0.393002          0.00855675            0.813333              0.3093
            0.236669           -0.637568            0.371126            0.498295           0.0107111            0.866667            0.444064
            0.224835           -0.643173            0.351139            0.721799           0.0149174            0.826667           -0.643609
            0.213594           -0.748641            0.344509            0.724406           0.0150775            0.906667           -0.383876
            0.202914           -0.440941            0.353115            0.489414           0.0103368                0.88            0.399637
            0.192768           -0.447852            0.371249            0.370287          0.00771018            0.826667           -0.378904
             0.18313           -0.499127             0.35206            0.427194          0.00937865                 0.4           -0.587117
            0.173973           -0.485376            0.392389            0.231128          0.00510878            0.826667            0.596297
            0.165275           -0.295685            0.386364            0.216067          0.00513638                0.52            0.392235
            0.157011           -0.473049            0.427589            0.146678          0.00337985            0.986667            0.452242
             0.14916           -0.716922            0.458783           -0.155533          0.00364996                0.96            0.706228
            0.141702           -0.570257            0.476063           -0.150901          0.00359321            0.813333           0.0283518
            0.134617           -0.750578            0.446927           -0.126045          0.00282388                 0.8           -0.309434
            0.127886           -0.877968            0.446252          0.00365404          0.00214831                0.64            0.440594
            0.121492           -0.548648            0.438566          0.00376914          0.00174402                0.76           -0.532897
            0.115417           -0.966491            0.425936            0.116941           0.0030931            0.626667           -0.910939
            0.109647           -0.941226            0.464572          -0.0564581          0.00219088            0.973333            -1.32643
            0.104164           -0.980923            0.485991            -0.10919          0.00255105                0.88            0.523879
            0.098956           -0.771078            0.485852           -0.260068          0.00538583            0.813333            0.962879
           0.0940082           -0.987699            0.528319           -0.219145          0.00441832            0.733333            0.773522
           0.0893078            -1.03526            0.546731           -0.199715          0.00404458            0.946667            0.648467
           0.0848424            -1.00055             0.56137           -0.257581          0.00517538                 0.8             1.06819
           0.0806003           -0.977808             0.56532           -0.287064          0.00576107                0.92             -1.2254
           0.0765703           -0.762981            0.590037           -0.441171          0.00875015            0.906667            0.929629
           0.0727418           -0.688509            0.607719            -0.40037          0.00794724            0.706667           -0.569963
           0.0691047           -0.834552            0.569167            -0.41884          0.00831495            0.853333           -0.626622
           0.0656495           -0.754896            0.559714             -0.4095           0.0081438                0.68             0.87863
            0.062367           -0.848259            0.545748           -0.414448           0.0082298            0.786667            -1.04384
           0.0592486           -0.945775            0.566023           -0.343378          0.00684761            0.773333           -0.974101
           0.0562862           -0.865189            0.564266           -0.398566          0.00792061            0.933333            0.354127
           0.0534719           -0.827884            0.583866           -0.441013          0.00874834            0.893333           -0.327675
           0.0507983           -0.812184             0.57093           -0.428067           0.0085017            0.573333           0.0114137
           0.0482584           -0.879809            0.554302           -0.422926          0.00839397                0.48            0.815276
           0.0458455           -0.712022            0.565428            -0.39425          0.00783739                0.68              1.3332
           0.0435532           -0.698017            0.567072           -0.393474          0.00782157            0.893333            0.095095
           0.0413755           -0.807883            0.598223           -0.444952          0.00882258            0.653333            -1.20261
           0.0393068           -0.686997            0.575329           -0.434757          0.00862611                0.52           -0.907099
           0.0373414           -0.760852            0.577249            -0.42596          0.00846244            0.813333            0.896622
           0.0354743           -0.941261            0.587129            -0.42481          0.00843283                0.48              1.4253
           0.0337006           -0.996423            0.588367           -0.356996          0.00712371            0.893333            -1.38466
           0.0320156           -0.440146              0.5504           -0.274469          0.00551354                 0.8            0.227456
           0.0304148           -0.893188            0.523723           -0.311088          0.00622873                0.84           -0.988666
           0.0288941           -0.949287            0.538633           -0.313927          0.00629914            0.773333            0.218934
           0.0274494           -0.806657            0.523416           -0.341893           0.0068727            0.773333             1.19166
           0.0260769           -0.853257            0.549278           -0.395338          0.00787608                0.68              1.0253
           0.0247731           -0.810384            0.557184           -0.422603          0.00841135            0.813333           -0.217098
           0.0235344           -0.707244            0.592993           -0.407168          0.00807929            0.773333            0.756359
           0.0223577           -0.758582             0.61379           -0.435076           0.0086287            0.666667            0.416959
           0.0212398           -0.808928            0.621988           -0.441423          0.00875141            0.746667           -0.876701
           0.0201778           -0.874863            0.628625           -0.450381          0.00893451            0.386667             1.50226
