#       TEMPERATURE:                 MU:              SIGMA:             AVE_LE:              ERROR:         ACCEPTANCE:      LAST_X_WALKER:
            0.224835             3.33821             1.68609             186.936             3.72068            0.173333             2.26479
            0.213594             3.30409             1.63515             176.912             3.52096            0.786667            -3.67854
            0.202914             3.23946             1.62655             165.469             3.29146                0.76             2.80069
            0.192768             3.20508             1.65861              165.39             3.29779                0.96             2.37323
             0.18313             3.15778             1.65222             156.418             3.12297                0.56            -2.43058
            0.173973             3.13748             1.65264             149.419             2.96963            0.706667             -1.2566
            0.165275             3.01132             1.63474             130.112             2.58741                0.76             -4.7942
            0.157011             2.98898             1.57008             122.455             2.43557                0.88             3.99996
             0.14916             2.95484             1.56852             122.456             2.44718            0.853333            -5.10713
            0.141702             2.94192             1.57371             116.611             2.32321            0.306667            -3.23264
            0.134617             2.92085             1.56716               109.8             2.18439                0.92            -1.16551
            0.127886             2.90045             1.54382             105.882             2.10663            0.946667             2.29352
            0.121492             2.93117             1.52995             107.527             2.14113            0.266667             -3.1505
            0.115417              2.9057             1.53639             110.026             2.19003            0.786667             2.65885
            0.109647             2.87405             1.49341             100.779             2.00293            0.853333            -1.52026
            0.104164             2.87674             1.49623             100.264             1.99702            0.906667            0.565855
            0.098956             2.82589             1.48954             95.4794             1.89979            0.706667            -2.16998
           0.0940082             2.80401             1.45406             94.2702              1.8795            0.973333             0.50218
           0.0893078             2.74227              1.4832             86.9694             1.73149                 0.8            0.686028
           0.0848424             2.69417             1.47979             83.2262             1.65745            0.746667            -3.14595
           0.0806003             2.69329               1.463             78.6066             1.56315            0.573333             1.04879
           0.0765703             2.67451             1.48303             78.5752              1.5649            0.853333             3.41682
           0.0727418             2.66764             1.47489             76.6588             1.52834            0.586667            -2.86391
           0.0691047             2.69269             1.45583             77.6734             1.54676            0.853333            -2.09569
           0.0656495              2.6108             1.45256             71.9449             1.43403            0.946667            -2.88461
            0.062367             2.56061             1.48013             67.6724             1.34889                0.92            -4.37749
           0.0592486             2.53335             1.45997             63.5963             1.26473                0.92            -4.67823
           0.0562862             2.50592             1.44555             60.9867             1.21614            0.893333            0.981446
           0.0534719             2.47559             1.43297             55.4985             1.10425            0.933333             1.18159
           0.0507983             2.39904             1.40159             51.1076             1.01764            0.973333             1.25786
           0.0482584             2.32568             1.41833             45.3367            0.903185                0.84           -0.416102
           0.0458455             2.32113             1.39698             44.7304            0.893491                0.92             3.05197
           0.0435532             2.24127             1.38089              39.428            0.787932                0.92            -2.80263
           0.0413755             2.12279             1.32757             31.0308            0.619461            0.933333            0.675657
           0.0393068             2.11667             1.32068             30.1611             0.60068            0.893333            -2.95676
           0.0373414             2.08414             1.33507             28.6172            0.570466            0.613333             -1.8608
           0.0354743             2.07164             1.29754             27.0322            0.539304                0.96            -2.64317
           0.0337006             2.04389             1.30315             25.4377            0.506877            0.666667              1.0403
           0.0320156             2.04391             1.26796             24.8135            0.495792            0.773333             -2.0471
           0.0304148             2.02844             1.25657             23.4669            0.467577            0.946667             3.18462
           0.0288941             2.01388             1.26087              23.345            0.466348                 0.8             2.53198
           0.0274494             1.97594             1.24446             21.5378            0.428876            0.866667             1.40166
           0.0260769             1.98128             1.24727             21.4087            0.427802            0.253333             -1.2646
           0.0247731             1.97617             1.25343             21.8712            0.435806            0.826667             2.87987
           0.0235344             1.92317             1.27687             20.7654            0.415612            0.986667             3.72143
           0.0223577             1.93741             1.23302             20.4567            0.408672            0.866667             3.11991
           0.0212398             1.89957             1.22652             18.9172            0.378152            0.986667            0.912139
           0.0201778             1.87673             1.21415             17.2404            0.344112                0.64             1.49752
           0.0191689             1.86324              1.2189             16.8855            0.338206            0.826667             -2.4738
           0.0182105               1.715             1.23427             12.7971            0.256785            0.826667            -1.59847
              0.0173             1.63131              1.2379             10.4936            0.210266            0.906667            0.899694
            0.016435             1.56482             1.23567             9.03741            0.181429            0.986667             2.73674
           0.0156132             1.47171             1.21898              7.3157            0.147229                0.96              1.7598
           0.0148325             1.43833             1.19957             6.47946            0.131248                0.76           -0.748995
           0.0140909             1.43062             1.17871             6.11009             0.12367            0.706667            0.232886
           0.0133864             1.37836              1.2022             5.33871            0.107811                0.64             1.41922
           0.0127171             1.33143             1.20368             4.91817           0.0996635                0.84             0.70865
           0.0120812             1.31144             1.17537             4.18169            0.084973            0.653333            0.420419
           0.0114771             1.30564             1.19221             4.28752           0.0876438            0.946667             -1.6436
           0.0109033             1.26732             1.19204             3.88948           0.0793624            0.733333             1.32951
           0.0103581             1.24021             1.19207             3.61784             0.07404            0.626667            -0.10875
          0.00984021             1.20345             1.20811             3.45963           0.0706375                0.76            -1.63311
           0.0093482             1.21445             1.17607             2.85245           0.0575337            0.826667             1.26626
          0.00888079             1.13954             1.19961             2.74546           0.0573008                0.92           -0.300995
          0.00843675             1.14575             1.18483             2.71101            0.055379            0.626667             1.52809
          0.00801492             1.13224             1.15903             2.35163           0.0486112            0.426667           -0.509924
          0.00761417              1.1419             1.15229             2.31194           0.0479251            0.133333             0.74219
          0.00723346              1.1025             1.17418             2.18492           0.0452352                 0.6             2.11581
          0.00687179             1.05885             1.17478             1.88327           0.0397644                0.48           -0.219968
           0.0065282             1.00077             1.19687             1.69428           0.0355999            0.826667            -2.23558
          0.00620179            0.947846             1.18032             1.26697            0.027386            0.893333           -0.964581
           0.0058917            0.923486             1.15558               1.003           0.0216791            0.906667           -0.125212
          0.00559712            0.880017             1.16145            0.949243           0.0206753            0.546667            0.856026
          0.00531726            0.840775             1.14601            0.705334            0.016525            0.866667             1.18631
           0.0050514            0.814309             1.12576             0.69252           0.0170987            0.893333             1.16179
          0.00479883            0.846783             1.11847            0.607278           0.0142105            0.893333           -0.757329
          0.00455889             0.85649             1.11149            0.545487           0.0124902            0.253333             -1.2308
          0.00433094             0.78135             1.10938            0.475169           0.0114795                0.92             1.77474
          0.00411439            0.795814             1.10178            0.425348            0.010188                   1            0.880933
          0.00390867             0.75331             1.10618            0.341387          0.00865593            0.746667            0.120262
          0.00371324             0.73313             1.04532            0.106339          0.00439626            0.853333           -0.445754
          0.00352758            0.747845             1.03211           0.0721955          0.00448733                0.52            -1.01617
           0.0033512            0.735084             1.02888           0.0911394          0.00442089                0.96           -0.463656
          0.00318364            0.746112             1.02295            0.125281          0.00588474                0.88          -0.0794796
          0.00302446            0.736625             1.02462           0.0295851          0.00399629            0.506667             1.38096
          0.00287323            0.733421              1.0366           0.0370699          0.00439356            0.373333             1.86816
          0.00272957            0.644852             0.99584           -0.101636          0.00366892                0.84            0.468533
          0.00259309            0.518617            0.969293           -0.245658           0.0051463                   1             1.42242
          0.00246344            0.452971            0.957579           -0.265484          0.00556196            0.813333           -0.890513
          0.00234027            0.401989            0.966429           -0.255587           0.0054289                0.84           -0.593379
          0.00222325            0.333505            0.961798           -0.258854          0.00538589            0.893333           -0.417541
          0.00211209            0.278155            0.966578           -0.247348          0.00514706            0.866667          -0.0960258
          0.00200649            0.312836            0.953301           -0.263612          0.00535943            0.186667            0.606203
          0.00190616            0.359459            0.993681           -0.265434          0.00542043            0.786667            0.175516
          0.00181085            0.431653            0.976551           -0.239247          0.00503191            0.853333           -0.826979
          0.00172031            0.351945            0.947204           -0.245827          0.00507448            0.626667              0.7773
           0.0016343            0.368685            0.928683           -0.258659          0.00533337                0.56           -0.570824
          0.00155258            0.412469            0.923326           -0.275645          0.00557687            0.946667            -1.01082
          0.00147495            0.449122            0.919721           -0.275168          0.00566232                0.96            -0.01024
           0.0014012            0.446201            0.913438           -0.282114          0.00571932                0.04            0.530374
          0.00133114            0.489765            0.929426           -0.263326          0.00537477            0.306667           -0.278963
          0.00126459            0.508475            0.936235            -0.26941          0.00562022                0.12            0.360855
          0.00120136            0.446908            0.934387           -0.282532          0.00572441            0.906667            0.538687
          0.00114129            0.484957            0.925187            -0.25779          0.00532516            0.533333             1.32454
          0.00108423            0.522346            0.886109           -0.265514          0.00551559            0.986667           -0.327939
          0.00103001            0.532818            0.903578           -0.265922          0.00551064            0.586667             0.93161
         0.000978513            0.526493            0.873144           -0.256078          0.00531599                0.96           -0.486451
         0.000929588            0.515344            0.851849           -0.287298           0.0058733                 0.4          -0.0398205
         0.000883108            0.513856            0.846736           -0.286691          0.00581103            0.213333            0.313675
         0.000838953             0.52938            0.829938           -0.290825          0.00586493            0.666667            0.629346
         0.000797005            0.547385            0.815162            -0.28481          0.00575264                0.72           0.0502618
         0.000757155            0.587927            0.809779           -0.306657          0.00616691            0.933333           -0.492768
         0.000719297             0.58991            0.785547           -0.300229          0.00611615                0.92           -0.670158
         0.000683332            0.594193            0.759227           -0.320653          0.00642149            0.973333            0.710451
         0.000649166            0.629444            0.757555           -0.344661          0.00691096                0.64            0.147588
         0.000616708            0.708312            0.718568           -0.385322          0.00766712            0.786667            0.133382
         0.000585872            0.722711             0.71969            -0.39671          0.00790553                0.56            -1.15756
         0.000556579            0.700372            0.713934           -0.389296          0.00774912            0.733333            0.449943
          0.00052875            0.740869            0.695486           -0.393619          0.00788361                 0.6            0.993494
         0.000502312            0.712034            0.700647           -0.402635          0.00800102            0.733333           -0.781295
         0.000477197            0.696165            0.702085           -0.391328          0.00778047                0.36             1.03619
         0.000453337             0.70296            0.678868            -0.40836          0.00811841                0.56            -1.60363
          0.00043067            0.762898            0.696212           -0.411202          0.00819791                0.84             1.65415
         0.000409136            0.736508            0.679236            -0.41683          0.00827688            0.546667           -0.596898
          0.00038868            0.742777            0.689904           -0.418629          0.00830927            0.613333            0.121284
         0.000369246            0.727644            0.666299           -0.418655          0.00831191            0.773333            0.642437
         0.000350783            0.746826            0.646304           -0.433943          0.00861067            0.826667            -1.26482
         0.000333244            0.738028            0.619349           -0.433853          0.00860468            0.933333            0.866845
         0.000316582            0.763715            0.641636           -0.442682          0.00877589                0.76           -0.814528
         0.000300753            0.807188            0.647131            -0.43684          0.00865995            0.386667            0.971171
         0.000285715            0.807668            0.637599           -0.442513          0.00877098                0.16            0.342234
         0.000271429             0.80186            0.639434           -0.450114          0.00892291           0.0133333            0.749466
         0.000257858            0.767941            0.621561           -0.444213          0.00880582                0.28            0.536353
         0.000244965             0.79156            0.630474           -0.444515          0.00881658            0.773333             1.23359
         0.000232717            0.815724            0.604491           -0.442627          0.00879015                0.48            0.635309
         0.000221081            0.795892            0.599685           -0.443761          0.00879866            0.373333             1.07844
         0.000210027            0.795449            0.600339           -0.445429          0.00883248                0.72            -1.65702
         0.000199526            0.810147            0.598183           -0.444844          0.00882555            0.146667            0.797323
         0.000189549            0.771062            0.613084           -0.442401          0.00876733                0.52             1.09085
         0.000180072            0.824691             0.64317            -0.43653          0.00865749            0.453333          -0.0727548
         0.000171068            0.830834            0.636955           -0.438551          0.00870687            0.773333            -1.34753
         0.000162515            0.784868            0.637484           -0.441178          0.00874744                0.68           -0.882525
         0.000154389            0.777615            0.666514           -0.439711          0.00871802            0.386667            0.132294
          0.00014667            0.780787            0.632826            -0.44474          0.00881626                 0.8            0.521295
         0.000139336            0.795515            0.616375           -0.443911          0.00880199            0.653333            0.351223
         0.000132369            0.818219            0.601972           -0.445784          0.00883659            0.266667            -1.11246
         0.000125751            0.810449            0.601789           -0.448373          0.00889087           0.0266667           -0.529409
         0.000119463            0.827438            0.609817           -0.442737          0.00877837            0.666667            0.638927
          0.00011349            0.796497            0.599888           -0.445426          0.00883393                 0.4           -0.491796
         0.000107816              0.8107            0.588908           -0.437316          0.00867435            0.266667           -0.392196
         0.000102425            0.829601            0.597803           -0.440009          0.00872775            0.493333            -1.21591
         9.73036e-05            0.858004            0.601552           -0.431882          0.00857179                 0.8             1.34221
         9.24385e-05            0.868234            0.590709           -0.429293          0.00851687            0.333333            0.319687
         8.78165e-05            0.861676            0.592872           -0.424293          0.00842929                0.36            0.294681
         8.34257e-05            0.864231            0.604209           -0.431274          0.00855712            0.893333            0.794942
         7.92544e-05            0.805724            0.611298           -0.442994          0.00878811            0.213333             1.12821
         7.52917e-05            0.815253            0.629766           -0.446012          0.00884576            0.266667            0.667434
         7.15271e-05            0.789015            0.636816           -0.439761          0.00872817            0.506667           -0.327043
         6.79508e-05            0.799173            0.630198           -0.441634          0.00875595            0.333333           -0.290451
         6.45532e-05            0.765984            0.628149           -0.439657          0.00872179            0.666667             0.42984
         6.13256e-05            0.761292            0.627863            -0.43828          0.00868877            0.306667             1.86371
         5.82593e-05            0.812677            0.649215           -0.437385          0.00869237            0.693333             1.15959
         5.53463e-05            0.749398            0.619547           -0.438088          0.00868119            0.893333           -0.418934
          5.2579e-05            0.801469            0.579292           -0.437444           0.0086704                0.56           -0.665716
           4.995e-05            0.838529            0.607669           -0.437059          0.00867292                 0.4            -1.18148
         4.74525e-05            0.835079            0.614894           -0.442566           0.0087754                0.84           0.0854863
         4.50799e-05            0.748915            0.634218           -0.439986          0.00873335                0.52             0.57019
         4.28259e-05            0.762199            0.624596           -0.440503          0.00872802                0.24            -0.67088
         4.06846e-05             0.75275            0.623462           -0.446507          0.00885073            0.786667            0.162606
         3.86504e-05            0.782577            0.616719           -0.446584          0.00885349            0.933333           -0.781256
         3.67179e-05            0.780048            0.619328           -0.448677          0.00889566           0.0666667             1.53058
          3.4882e-05            0.792577            0.631585           -0.445602          0.00883334            0.853333            0.666479
         3.31379e-05            0.779951            0.618084           -0.444411          0.00880746                0.76           -0.369963
          3.1481e-05            0.793427            0.609579           -0.448624          0.00889032                0.16           -0.943884
         2.99069e-05            0.812543            0.603857           -0.439755          0.00872753            0.853333            -1.52737
         2.84116e-05            0.760781             0.59881           -0.437851          0.00868713            0.706667           -0.866788
          2.6991e-05            0.807272            0.600018           -0.445083          0.00882611            0.466667            0.605834
         2.56415e-05            0.792674            0.606878           -0.450898          0.00894368                 0.2           -0.341897
         2.43594e-05            0.792226            0.603686           -0.443747          0.00879932            0.533333            0.856138
         2.31414e-05            0.807936            0.614301           -0.443302          0.00879482            0.453333            0.465755
         2.19843e-05             0.77648            0.608273           -0.445476          0.00883359                0.28            0.715895
         2.08851e-05            0.782344            0.650047            -0.44296          0.00878084                0.24            0.631672
         1.98409e-05            0.797799            0.641907           -0.443956          0.00881127                0.72            -1.04097
         1.88488e-05            0.808146            0.637368           -0.435979          0.00864946            0.666667           -0.509187
         1.79064e-05            0.832206            0.641639           -0.437171          0.00868647            0.693333            -1.50047
         1.70111e-05            0.809184            0.617781            -0.44483          0.00882432            0.413333            0.833055
         1.61605e-05            0.802519            0.603967           -0.444837          0.00881872            0.626667            -1.42616
         1.53525e-05            0.765325            0.599651           -0.440198          0.00872833            0.706667           -0.139489
         1.45849e-05            0.789107            0.609493           -0.441383          0.00876424            0.933333           -0.296005
         1.38556e-05            0.762684            0.619345           -0.437883          0.00868442            0.866667           -0.335603
         1.31628e-05            0.793901            0.592673            -0.43903           0.0087058                0.76           -0.489396
         1.25047e-05            0.835165            0.589861           -0.441874           0.0087694            0.186667            0.884179
         1.18795e-05             0.83746            0.610213           -0.438898           0.0087056            0.626667             1.18514
         1.12855e-05            0.843603            0.634548           -0.435819          0.00864811            0.733333               1.654
         1.07212e-05            0.813098            0.633494           -0.439846           0.0087287            0.773333             0.82658
         1.01852e-05             0.79543            0.625298           -0.446976           0.0088656            0.186667            0.791876
          9.6759e-06             0.81052            0.624497           -0.443921          0.00881328            0.373333            0.263232
          9.1921e-06            0.810429            0.631151           -0.446881          0.00885907                 0.8            -1.19826
          8.7325e-06            0.825152            0.623889           -0.438849          0.00870186            0.773333             1.32795
         8.29587e-06            0.758987            0.621984           -0.438566          0.00869411            0.866667            0.828095
         7.88108e-06            0.794355            0.638773           -0.445881           0.0088393            0.266667             1.49472
         7.48703e-06            0.822099            0.625925           -0.438349          0.00869701            0.653333             0.79225
         7.11267e-06            0.846948            0.616166           -0.442095          0.00876337            0.133333            -1.44766
         6.75704e-06            0.778889            0.601203           -0.445032          0.00882262                0.56           -0.557472
         6.41919e-06             0.80651            0.602353           -0.441846          0.00876684                0.68            0.409699
         6.09823e-06            0.805376            0.588535           -0.445851          0.00884399                0.08           -0.603449
         5.79332e-06             0.79871            0.581927           -0.441787          0.00876294                0.08            -0.43449
         5.50365e-06            0.780069            0.584359           -0.442069          0.00876902            0.133333             1.57139
         5.22847e-06            0.802824             0.57393           -0.431075          0.00856279                0.68           -0.108049
         4.96705e-06            0.777709            0.582731           -0.430929          0.00854809            0.226667           -0.381416
         4.71869e-06             0.78938            0.580774           -0.435214          0.00863325            0.546667           -0.870716
         4.48276e-06            0.819646            0.601637            -0.43725          0.00867908            0.426667             1.30205
         4.25862e-06            0.793201            0.614633           -0.442202          0.00878642            0.506667           -0.314163
