#                 X:                  Y:                  Z:
             8.25057                   0                   0
             8.25057                   0                   0
             8.12927                   0                   0
             8.12927                   0                   0
             5.93511                   0                   0
             5.93511                   0                   0
             5.25404                   0                   0
             5.25404                   0                   0
             2.71607                   0                   0
            0.958192                   0                   0
             1.34212                   0                   0
             1.58516                   0                   0
             2.02601                   0                   0
             2.02601                   0                   0
            0.400464                   0                   0
            0.364563                   0                   0
            0.253994                   0                   0
            -1.02917                   0                   0
            -1.02917                   0                   0
           -0.579111                   0                   0
           0.0399796                   0                   0
           0.0399796                   0                   0
           0.0399796                   0                   0
           0.0498259                   0                   0
           0.0498259                   0                   0
           -0.642615                   0                   0
            0.162744                   0                   0
             1.10816                   0                   0
            -1.02131                   0                   0
            -1.02131                   0                   0
           -0.611779                   0                   0
             1.19025                   0                   0
            0.943837                   0                   0
            0.943837                   0                   0
            0.943837                   0                   0
            0.943837                   0                   0
            0.943837                   0                   0
           -0.997003                   0                   0
            0.134138                   0                   0
            0.134138                   0                   0
            -1.07028                   0                   0
            -1.07028                   0                   0
            -1.07028                   0                   0
            -1.07028                   0                   0
            -1.07028                   0                   0
           -0.813112                   0                   0
           -0.813112                   0                   0
             1.31887                   0                   0
          -0.0612666                   0                   0
          -0.0612666                   0                   0
            0.676029                   0                   0
           -0.907515                   0                   0
           0.0196235                   0                   0
           -0.510844                   0                   0
           -0.510844                   0                   0
            -1.34173                   0                   0
            -1.34173                   0                   0
            -1.20147                   0                   0
           -0.798552                   0                   0
             1.07608                   0                   0
             1.07608                   0                   0
             1.07608                   0                   0
             1.07608                   0                   0
          -0.0346922                   0                   0
          -0.0346922                   0                   0
          -0.0346922                   0                   0
          -0.0346922                   0                   0
          -0.0346922                   0                   0
          -0.0346922                   0                   0
            0.620534                   0                   0
            0.620534                   0                   0
            0.620534                   0                   0
            0.620534                   0                   0
           -0.899868                   0                   0
            0.894189                   0                   0
            0.894189                   0                   0
            -1.34337                   0                   0
            0.911353                   0                   0
            0.911353                   0                   0
            0.911353                   0                   0
            0.601521                   0                   0
            0.601521                   0                   0
            0.601521                   0                   0
           -0.619888                   0                   0
           -0.619888                   0                   0
              1.0988                   0                   0
           -0.557814                   0                   0
           -0.557814                   0                   0
           -0.557814                   0                   0
            -1.20323                   0                   0
            -1.20323                   0                   0
            0.196186                   0                   0
            0.196186                   0                   0
          -0.0888981                   0                   0
            0.432662                   0                   0
           -0.900561                   0                   0
            0.468478                   0                   0
            0.446268                   0                   0
           -0.301032                   0                   0
             1.25551                   0                   0
             1.25551                   0                   0
             1.25551                   0                   0
             1.25551                   0                   0
            -1.39414                   0                   0
            -1.39414                   0                   0
           -0.735405                   0                   0
          -0.0410185                   0                   0
          -0.0410185                   0                   0
          -0.0410185                   0                   0
          -0.0410185                   0                   0
          -0.0410185                   0                   0
            -1.35397                   0                   0
            0.542857                   0                   0
            0.542857                   0                   0
             1.16902                   0                   0
             1.37414                   0                   0
             1.58696                   0                   0
             1.58696                   0                   0
          -0.0942151                   0                   0
          -0.0942151                   0                   0
          -0.0942151                   0                   0
          -0.0942151                   0                   0
          -0.0942151                   0                   0
           -0.256519                   0                   0
           -0.148892                   0                   0
           -0.148892                   0                   0
           -0.148892                   0                   0
            -1.24835                   0                   0
            -1.24835                   0                   0
            -1.24835                   0                   0
            -1.24835                   0                   0
            -1.24835                   0                   0
            -1.24835                   0                   0
            -1.24835                   0                   0
           -0.955573                   0                   0
            -1.07922                   0                   0
            -1.07922                   0                   0
            -1.07922                   0                   0
            -1.07922                   0                   0
            -1.07922                   0                   0
            -1.07922                   0                   0
             1.17388                   0                   0
             1.17388                   0                   0
             1.17388                   0                   0
             1.13476                   0                   0
             1.13476                   0                   0
            0.284602                   0                   0
             0.26695                   0                   0
             0.35934                   0                   0
            0.694292                   0                   0
           -0.942761                   0                   0
           -0.942761                   0                   0
            0.101028                   0                   0
            0.315061                   0                   0
          -0.0307062                   0                   0
          0.00738945                   0                   0
           -0.584729                   0                   0
           -0.584729                   0                   0
            -1.33794                   0                   0
            -1.33794                   0                   0
            -1.33794                   0                   0
            -1.33794                   0                   0
           -0.487251                   0                   0
            0.968226                   0                   0
            0.968226                   0                   0
           -0.621365                   0                   0
          -0.0875389                   0                   0
            0.271895                   0                   0
            0.271895                   0                   0
            0.879054                   0                   0
            0.879054                   0                   0
            0.879054                   0                   0
             1.06264                   0                   0
           0.0241143                   0                   0
           0.0241143                   0                   0
           0.0241143                   0                   0
           0.0241143                   0                   0
            -0.48489                   0                   0
             -1.0769                   0                   0
             -1.0769                   0                   0
             -1.0769                   0                   0
             -1.0769                   0                   0
            0.123441                   0                   0
           -0.108854                   0                   0
           -0.108854                   0                   0
           -0.108854                   0                   0
           -0.108854                   0                   0
            0.771547                   0                   0
            -1.13936                   0                   0
            -1.13936                   0                   0
            0.716113                   0                   0
            0.716113                   0                   0
           -0.692646                   0                   0
           -0.692646                   0                   0
           -0.195775                   0                   0
            -1.37144                   0                   0
            -1.37144                   0                   0
            0.876984                   0                   0
            0.876984                   0                   0
            0.876984                   0                   0
            0.876984                   0                   0
            0.508866                   0                   0
            0.508866                   0                   0
            0.508866                   0                   0
            0.508866                   0                   0
           -0.657716                   0                   0
           -0.657716                   0                   0
           -0.657716                   0                   0
            -1.23212                   0                   0
           -0.217247                   0                   0
           -0.436972                   0                   0
           -0.436972                   0                   0
           -0.383402                   0                   0
          -0.0351661                   0                   0
          -0.0351661                   0                   0
            0.884787                   0                   0
            0.884787                   0                   0
            0.884787                   0                   0
           -0.745006                   0                   0
             1.49009                   0                   0
             1.49009                   0                   0
           -0.645958                   0                   0
             0.51819                   0                   0
            0.571756                   0                   0
          -0.0492715                   0                   0
          -0.0492715                   0                   0
          -0.0492715                   0                   0
           -0.711172                   0                   0
           -0.711172                   0                   0
           -0.711172                   0                   0
              1.4459                   0                   0
           -0.188683                   0                   0
           -0.188683                   0                   0
            0.555287                   0                   0
            0.555287                   0                   0
            0.555287                   0                   0
            0.555287                   0                   0
            0.555287                   0                   0
            0.285535                   0                   0
            0.285535                   0                   0
            0.740923                   0                   0
            0.740923                   0                   0
            0.740923                   0                   0
            0.642236                   0                   0
            0.642236                   0                   0
            -1.57624                   0                   0
            -1.57624                   0                   0
            -1.57624                   0                   0
            -1.57624                   0                   0
            0.468247                   0                   0
           -0.258506                   0                   0
            -1.48275                   0                   0
            -0.60268                   0                   0
            -0.60268                   0                   0
            -0.60268                   0                   0
            0.853537                   0                   0
            0.819534                   0                   0
             0.81224                   0                   0
           -0.909571                   0                   0
             1.25187                   0                   0
           0.0992059                   0                   0
          -0.0634497                   0                   0
           -0.638203                   0                   0
            -0.57374                   0                   0
            -0.57374                   0                   0
            -0.50048                   0                   0
            -1.59331                   0                   0
            -1.59331                   0                   0
            -1.59331                   0                   0
            0.518256                   0                   0
            0.518256                   0                   0
            0.518256                   0                   0
            0.518256                   0                   0
           -0.714814                   0                   0
          -0.0375907                   0                   0
            0.652641                   0                   0
            0.675901                   0                   0
            0.675901                   0                   0
            0.675901                   0                   0
            0.826695                   0                   0
            0.378268                   0                   0
            0.378268                   0                   0
            0.378268                   0                   0
           -0.607484                   0                   0
           -0.383927                   0                   0
           -0.383927                   0                   0
           -0.383927                   0                   0
            -1.04599                   0                   0
           -0.444931                   0                   0
           -0.444931                   0                   0
            0.629793                   0                   0
             0.86682                   0                   0
            0.801524                   0                   0
            0.801524                   0                   0
            0.801524                   0                   0
            0.801524                   0                   0
            0.801524                   0                   0
            0.801524                   0                   0
            0.801524                   0                   0
            0.801524                   0                   0
            0.801524                   0                   0
            0.801524                   0                   0
            0.801524                   0                   0
           -0.330312                   0                   0
           -0.330312                   0                   0
           -0.330312                   0                   0
           -0.330312                   0                   0
            -1.13308                   0                   0
             1.16265                   0                   0
           -0.325823                   0                   0
            -2.03897                   0                   0
            -2.08764                   0                   0
            -2.08764                   0                   0
           -0.563992                   0                   0
           -0.190346                   0                   0
           -0.190346                   0                   0
             1.62091                   0                   0
           -0.680642                   0                   0
           -0.547866                   0                   0
            0.210962                   0                   0
            0.518185                   0                   0
           -0.229196                   0                   0
            0.464619                   0                   0
            0.464619                   0                   0
            0.130819                   0                   0
            0.130819                   0                   0
           -0.135606                   0                   0
             1.07559                   0                   0
             1.07559                   0                   0
             1.07559                   0                   0
            -0.94391                   0                   0
             1.41122                   0                   0
             1.41122                   0                   0
             1.01933                   0                   0
            -1.09971                   0                   0
            -1.09971                   0                   0
            -1.09971                   0                   0
            -0.97335                   0                   0
            -0.97335                   0                   0
           -0.913636                   0                   0
           -0.837199                   0                   0
            0.518141                   0                   0
           -0.515078                   0                   0
            -1.16105                   0                   0
            -1.16105                   0                   0
            -1.16105                   0                   0
            -1.16105                   0                   0
           -0.229663                   0                   0
            -1.43434                   0                   0
            -1.50778                   0                   0
            -1.50778                   0                   0
           -0.230088                   0                   0
           -0.230088                   0                   0
           -0.734837                   0                   0
            0.961851                   0                   0
             1.20511                   0                   0
           0.0583719                   0                   0
           -0.970807                   0                   0
           -0.970807                   0                   0
           -0.970807                   0                   0
           -0.970807                   0                   0
            0.417217                   0                   0
           -0.260188                   0                   0
           -0.260188                   0                   0
            0.230889                   0                   0
            0.188248                   0                   0
            -1.78799                   0                   0
            -1.78799                   0                   0
            -1.78799                   0                   0
            -1.78799                   0                   0
           0.0629791                   0                   0
            0.890547                   0                   0
           -0.836903                   0                   0
           -0.836903                   0                   0
           -0.461304                   0                   0
           -0.461304                   0                   0
           -0.461304                   0                   0
           -0.461304                   0                   0
            0.328427                   0                   0
            0.328427                   0                   0
            -0.66617                   0                   0
           0.0662071                   0                   0
              1.0878                   0                   0
              1.0878                   0                   0
            -1.18132                   0                   0
             1.23576                   0                   0
             1.74845                   0                   0
             1.74845                   0                   0
          -0.0175834                   0                   0
          -0.0175834                   0                   0
          -0.0175834                   0                   0
            0.557189                   0                   0
            0.557189                   0                   0
            -1.70703                   0                   0
            -1.70703                   0                   0
             -0.7362                   0                   0
            0.561545                   0                   0
            -1.25752                   0                   0
           -0.584639                   0                   0
           -0.962031                   0                   0
            -1.20392                   0                   0
            -0.60178                   0                   0
            -0.60178                   0                   0
            -0.60178                   0                   0
            -0.60178                   0                   0
            -1.34765                   0                   0
            -1.34765                   0                   0
            -1.34765                   0                   0
            -1.34765                   0                   0
            -1.34765                   0                   0
            -1.34765                   0                   0
            -1.34765                   0                   0
            -1.34765                   0                   0
            -1.34765                   0                   0
            -1.34765                   0                   0
           -0.375498                   0                   0
           -0.375498                   0                   0
            0.686269                   0                   0
            0.686269                   0                   0
            0.686269                   0                   0
            0.686269                   0                   0
            0.686269                   0                   0
            0.686269                   0                   0
            0.686269                   0                   0
           -0.670674                   0                   0
           -0.670674                   0                   0
           -0.670674                   0                   0
           -0.670674                   0                   0
           -0.670674                   0                   0
            0.663827                   0                   0
            0.663827                   0                   0
            0.663827                   0                   0
            0.663827                   0                   0
            0.663827                   0                   0
           -0.834405                   0                   0
           -0.834405                   0                   0
            0.186803                   0                   0
