#     BLOCK:           ACTUAL_H:              H_AVE:              ERROR:
          87          -0.0510205             227.845             93.7613
          88          -0.0510205             225.256             92.7316
          89          -0.0510205             222.724             91.7243
          90           -0.832164              220.24             90.7387
          91           -0.832164             217.811             89.7741
          92             -0.8266             215.434             88.8298
          93             -0.8266             213.109              87.905
          94            -1.02341             210.831             86.9994
          95           -0.245874             208.609              86.112
          96           -0.219395             206.434             85.2424
          97           -0.176746             204.304             84.3903
          98           -0.218479             202.217             83.5549
          99           -0.562451             200.169              82.736
         100           -0.925889             198.158             81.9331
         101           -0.925889             196.186             81.1456
         102           -0.925889             194.254             80.3731
         103           -0.925889             192.359             79.6151
         104            -1.08938             190.499             78.8713
         105            -1.08938             188.674             78.1412
         106          -0.0196931             186.894             77.4243
         107            -1.06793             185.138             76.7207
         108            -1.06793             183.413             76.0296
         109            -1.06793             181.721              75.351
         110            -1.06793             180.059             74.6843
         111            -1.06793             178.427             74.0293
         112            -1.05802             176.825             73.3856
         113          -0.0670662             175.259             72.7529
         114          -0.0670662             173.722              72.131
         115           -0.764902             172.204             71.5197
         116            -1.07567              170.71             70.9188
         117           -0.970892             169.243             70.3278
         118           -0.970892             167.801             69.7466
         119            -1.01659             166.382             69.1749
         120            -1.01659             164.987             68.6125
         121            -1.01659             163.615             68.0592
         122            -1.01659             162.266             67.5147
         123            -1.01659             160.938             66.9788
         124           -0.678192             159.635             66.4514
         125           -0.927239              158.35             65.9322
         126           -0.927239             157.086              65.421
         127           -0.927239             155.842             64.9177
         128           -0.913824             154.617             64.4221
         129           -0.913824             153.412              63.934
         130           -0.913824             152.225             63.4532
         131           -0.913824             151.056             62.9796
         132           -0.913824             149.904              62.513
         133           -0.913824              148.77             62.0533
         134           -0.913824             147.653             61.6002
         135           -0.319903             146.557             61.1537
         136           -0.576244             145.475             60.7136
         137           -0.576244             144.409             60.2798
         138           -0.576244             143.359             59.8521
         139           -0.576244             142.323             59.4305
         140           -0.576244             141.302             59.0148
         141           -0.576244             140.296             58.6048
         142           -0.774687             139.303             58.2005
         143           -0.774687             138.323             57.8018
         144           -0.774687             137.357             57.4084
         145           -0.694346             136.405             57.0204
         146           -0.694346             135.466             56.6376
         147           -0.605329              134.54             56.2598
         148           -0.651261             133.627             55.8871
         149           -0.413445             132.727             55.5193
         150         -0.00152915             131.842             55.1562
         151           -0.295422             130.967             54.7979
         152           -0.295422             130.104             54.4442
         153            -1.00733             129.247             54.0951
         154           -0.525958             128.404             53.7504
         155            -1.07333             127.569             53.4101
         156            -1.07985             126.744             53.0741
         157          -0.0274286             125.937             52.7422
         158          -0.0274286             125.139             52.4144
         159            -1.04144             124.346             52.0907
         160            -1.04144             123.562             51.7711
         161            -1.04144             122.788             51.4553
         162            -1.04144             122.024             51.1433
         163           -0.144547             121.274             50.8351
         164           -0.344623             120.533             50.5305
         165           -0.344623               119.8             50.2296
         166         -0.00631534             119.079             49.9322
         167             -1.0251             118.359             49.6384
         168           -0.638429             117.651             49.3479
         169           -0.638429             116.951             49.0609
         170           -0.183806             116.262             48.7772
         171           -0.183806             115.581             48.4967
         172           -0.183806             114.908             48.2194
         173           -0.540754             114.241             47.9453
         174            -1.07597             113.578             47.6743
         175            -1.07597             112.923             47.4064
         176            -1.07597             112.275             47.1414
         177            -1.07597             111.635             46.8795
         178           -0.148436             111.007             46.6203
         179           -0.571285             110.383              46.364
         180           -0.571285             109.767             46.1105
         181           -0.571285             109.157             45.8598
         182           -0.571285             108.554             45.6118
         183           -0.972964             107.956             45.3665
         184           -0.996001             107.364             45.1238
         185           -0.996001             106.778             44.8837
         186           -0.996001             106.199             44.6461
         187           -0.996001             105.625              44.411
         188          -0.0471607             105.063             44.1784
         189           -0.703969             104.504             43.9482
         190           -0.703969              103.95             43.7203
         191         -0.00937621             103.406             43.4948
         192         -0.00937621             102.867             43.2716
         193         -0.00110553             102.334             43.0507
         194         -0.00110553             101.807              42.832
         195           -0.827546              101.28             42.6156
         196            -1.07353             100.758             42.4014
         197            -1.07353             100.241             42.1893
         198           -0.180506             99.7339             41.9793
         199           -0.180506             99.2318             41.7713
         200           -0.180506             98.7348             41.5654
         201           -0.180506             98.2426             41.3615
         202           -0.111165             97.7557             41.1596
         203           -0.111165             97.2736             40.9597
         204           -0.111165             96.7963             40.7617
         205           -0.111165             96.3235             40.5656
         206          0.00216768              95.856             40.3714
         207          0.00216768             95.3929              40.179
         208          0.00216768             94.9343             39.9885
         209           -0.885534             94.4758             39.7998
         210           -0.776695             94.0222             39.6128
         211           -0.237051             93.5755             39.4276
         212           -0.237051              93.133             39.2441
         213           -0.355236             92.6941             39.0623
         214            -1.07118             92.2559             38.8822
         215            -1.07118             91.8219             38.7038
         216           -0.193062             91.3959              38.527
         217           -0.193062             90.9738             38.3517
         218           -0.193062             90.5556             38.1781
         219          -0.0259745              90.142              38.006
         220            -1.09371             89.7273             37.8355
         221            -1.09371             89.3163             37.6665
         222         0.000768716              88.914              37.499
         223          -0.0980307             88.5148              37.333
         224           -0.037948             88.1195             37.1684
         225            -1.06251             87.7231             37.0053
         226            -1.06251             87.3303             36.8437
         227            -1.06251             86.9409             36.6834
         228         -0.00723957             86.5595             36.5245
         229         -0.00723957             86.1815              36.367
         230         -0.00723957             85.8068             36.2108
         231            -1.10532             85.4305              36.056
         232           -0.843715             85.0587             35.9025
         233           -0.843715               84.69             35.7503
         234          -0.0535856             84.3278             35.5994
         235          -0.0535856             83.9688             35.4497
         236          -0.0535856             83.6127             35.3013
         237          -0.0535856             83.2597             35.1541
         238          -0.0535856             82.9097             35.0081
         239           -0.602894             82.5602             34.8634
         240           -0.602894             82.2137             34.7198
         241          -0.0232117             81.8725             34.5774
         242          -0.0232117             81.5341             34.4362
         243          -0.0232117             81.1985             34.2961
         244         5.92058e-05             80.8657             34.1572
         245         5.92058e-05             80.5356             34.0194
         246            -0.99182             80.2042             33.8827
         247            -0.99182             79.8755             33.7471
         248            -0.99182             79.5494             33.6126
         249            -0.99182             79.2259             33.4792
         250            -0.17716             78.9083             33.3468
         251            -0.67308             78.5913             33.2154
         252            -1.09739              78.275             33.0851
         253          -0.0154979             77.9656             32.9558
         254          -0.0154979             77.6586             32.8275
         255          -0.0154979              77.354             32.7002
         256           -0.144779             77.0512             32.5738
         257          -0.0987994             76.7511             32.4485
         258          -0.0899084             76.4532             32.3241
         259           -0.234976             76.1571             32.2006
         260           -0.919795             75.8607             32.0781
         261            -1.00987             75.5662             31.9566
         262            -1.05097             75.2737             31.8359
         263        -0.000855021             74.9875             31.7162
         264          -0.0362362             74.7033             31.5973
         265          -0.0362362             74.4213             31.4793
         266           -0.123635              74.141             31.3622
         267            -0.95757             73.8598              31.246
         268            -0.95757             73.5806             31.1307
         269            -0.95757             73.3035             31.0162
         270          -0.0979394             73.0317             30.9025
         271          -0.0979394             72.7618             30.7897
         272          -0.0979394             72.4939             30.6776
         273          -0.0979394              72.228             30.5664
         274         -0.00879431             71.9644              30.456
         275            -1.06989             71.6988             30.3464
         276          0.00172044              71.439             30.2376
         277          0.00183623             71.1812             30.1295
         278          0.00183623             70.9251             30.0222
         279          0.00183623             70.6709             29.9157
         280           -0.107872             70.4181             29.8099
         281            -0.36743             70.1662             29.7049
         282            -0.36743             69.9161             29.6006
         283            -0.36743             69.6677             29.4971
         284          -0.0128216             69.4224             29.3942
         285           -0.353996             69.1776             29.2921
         286           -0.353996             68.9344             29.1907
         287           -0.353996              68.693               29.09
         288           -0.505204             68.4528               28.99
         289           -0.221111             68.2151             28.8906
         290           -0.221111             67.9791              28.792
         291         -0.00324993             67.7455              28.694
         292            -0.16464              67.513             28.5966
         293          -0.0775031             67.2823                28.5
         294          -0.0775031             67.0532              28.404
         295          -0.0775031             66.8256             28.3086
         296          -0.0775031             66.5996             28.2138
         297          -0.0775031             66.3751             28.1197
         298          -0.0775031             66.1521             28.0263
         299          -0.0775031             65.9306             27.9334
         300          -0.0775031             65.7105             27.8412
         301          -0.0775031              65.492             27.7495
         302          -0.0775031             65.2749             27.6585
         303          -0.0775031             65.0592              27.568
         304           -0.486625             64.8436             27.4782
         305           -0.486625             64.6294             27.3889
         306           -0.486625             64.4166             27.3003
         307           -0.486625             64.2052             27.2122
         308           -0.690833             63.9945             27.1246
         309           -0.752001             63.7849             27.0377
         310           -0.498155             63.5776             26.9512
         311             2.35418             63.3807             26.8653
         312             3.08848             63.1875             26.7799
         313             3.08848             62.9954              26.695
         314          -0.0450027             62.7947             26.6107
         315           -0.839955             62.5927              26.527
         316           -0.839955             62.3919             26.4438
         317           -0.891295             62.1923             26.3612
         318          0.00125759             61.9967              26.279
         319          -0.0614619             61.8022             26.1974
         320            -0.79185             61.6066             26.1162
         321          -0.0980363             61.4144             26.0356
         322           -0.747352             61.2213             25.9554
         323           -0.183721             61.0312             25.8758
         324           -0.183721             60.8423             25.7966
         325           -0.960405             60.6521             25.7179
         326           -0.960405             60.4631             25.6397
         327           -0.951945             60.2753              25.562
         328           -0.568476             60.0898             25.4847
         329           -0.568476             59.9054             25.4079
         330           -0.568476             59.7222             25.3316
         331           -0.297594             59.5408             25.2557
         332            -1.09788             59.3582             25.1803
         333            -1.09788             59.1766             25.1054
         334            -0.44887             58.9981             25.0308
         335            -0.62011             58.8202             24.9567
         336            -0.62011             58.6432             24.8831
         337            -0.62011             58.4674             24.8099
         338           -0.354777             58.2934             24.7371
         339           -0.354777             58.1204             24.6647
         340           -0.242129             57.9487             24.5928
         341           -0.121781             57.7784             24.5212
         342          -0.0980971             57.6092             24.4501
         343           -0.102328             57.4409             24.3794
         344           -0.748728             57.2718             24.3091
         345           -0.748728             57.1036             24.2393
         346           -0.748728             56.9364             24.1698
         347           -0.748728             56.7702             24.1007
         348            -0.74619             56.6049              24.032
         349            -1.10437             56.4395             23.9637
         350            -1.08181             56.2752             23.8958
         351            -1.08181             56.1118             23.8283
         352           -0.745136             55.9502             23.7611
         353           -0.745136             55.7896             23.6944
         354          -0.0193454              55.632              23.628
         355           -0.332103             55.4743             23.5619
         356           -0.835733             55.3162             23.4963
         357            -1.05542             55.1583              23.431
         358           -0.349727             55.0032             23.3661
         359           -0.349727              54.849             23.3015
         360           -0.349727             54.6957             23.2373
         361           -0.349727             54.5432             23.1734
         362           -0.278537             54.3918             23.1099
         363           -0.668745             54.2401             23.0467
         364           -0.668745             54.0892             22.9839
         365           -0.743143              53.939             22.9214
         366           -0.844696             53.7893             22.8593
         367           -0.156882             53.6423             22.7975
         368           -0.156882             53.4961              22.736
         369           -0.156882             53.3507             22.6748
         370           -0.156882             53.2061              22.614
         371            -1.05139             53.0599             22.5535
         372           -0.202534             52.9167             22.4933
         373           -0.121379             52.7745             22.4335
         374           -0.121379             52.6331              22.374
         375           -0.189806             52.4922             22.3147
         376           -0.189806             52.3521             22.2558
         377           -0.189806             52.2127             22.1972
         378           -0.189806             52.0741             22.1389
         379           -0.491461             51.9354              22.081
         380           -0.491461             51.7974             22.0233
         381          0.00238807             51.6615             21.9659
         382             -1.0484             51.5235             21.9088
         383           -0.594643             51.3874              21.852
         384           -0.594643             51.2521             21.7956
         385           -0.789524             51.1169             21.7394
         386           -0.891993             50.9821             21.6835
         387           -0.387714             50.8494             21.6278
         388           -0.387714             50.7174             21.5725
         389            -1.07797             50.5842             21.5175
         390            -1.07797             50.4517             21.4627
         391            -1.07797             50.3199             21.4082
         392          -0.0516502             50.1915              21.354
         393          -0.0516502             50.0636                21.3
         394           -0.589588              49.935             21.2464
         395           -0.589588             49.8071              21.193
         396           -0.020185             49.6813             21.1398
         397          -0.0473438              49.556             21.0869
         398           -0.929216             49.4292             21.0343
         399          -0.0274959             49.3052              20.982
         400           -0.332456             49.1812             20.9299
         401           -0.833471             49.0564             20.8781
         402          -0.0160233             48.9344             20.8265
         403          -0.0160233             48.8129             20.7752
         404          -0.0160233              48.692             20.7241
         405          -0.0160233             48.5718             20.6733
         406            -1.05174             48.4495             20.6227
         407            -1.05174             48.3279             20.5724
         408            -1.05174             48.2069             20.5223
         409            -1.05174             48.0864             20.4725
         410            -1.05174             47.9666             20.4229
         411            -1.05174             47.8473             20.3736
         412            -1.05174             47.7286             20.3245
         413            -1.05174             47.6105             20.2756
         414            -1.05174              47.493              20.227
         415            -1.05174              47.376             20.1786
         416           -0.374062             47.2612             20.1304
         417           -0.374062              47.147             20.0824
         418         0.000309408             47.0342             20.0347
         419         0.000309408              46.922             19.9872
         420         0.000309408             46.8102             19.9399
         421         0.000309408              46.699             19.8929
         422         0.000309408             46.5884             19.8461
         423         0.000309408             46.4783             19.7994
         424         0.000309408             46.3686             19.7531
         425          0.00223932             46.2595             19.7069
         426          0.00223932              46.151             19.6609
         427          0.00223932             46.0429             19.6152
         428          0.00223932             45.9353             19.5696
         429          0.00223932             45.8282             19.5243
         430          0.00239244             45.7217             19.4792
         431          0.00239244             45.6156             19.4343
         432          0.00239244               45.51             19.3896
         433          0.00239244             45.4049             19.3451
         434          0.00239244             45.3003             19.3008
         435           -0.118013             45.1959             19.2567
         436           -0.118013             45.0919             19.2128
         437           -0.847944             44.9868             19.1691
         438            -0.23914             44.8836             19.1257
         439            -0.23914             44.7808             19.0824
         440          -0.0454383             44.6789             19.0393
         441          -0.0454383             44.5775             18.9964
         442           -0.872339             44.4747             18.9537
         443            -1.09232             44.3718             18.9112
         444            -1.09232             44.2694             18.8689
         445            -1.09232             44.1675             18.8267
         446            -1.09232              44.066             18.7848
         447           -0.284998             43.9668              18.743
         448           -0.284998              43.868             18.7014
         449           -0.648904             43.7688             18.6601
         450           -0.648904             43.6701             18.6189
         451              -1.033              43.571             18.5778
         452           -0.048586             43.4745              18.537
         453           -0.048586             43.3784             18.4963
         454           -0.609203             43.2815             18.4558
         455           -0.609203             43.1851             18.4155
         456           -0.260563             43.0898             18.3754
         457           -0.381586             42.9947             18.3354
         458           -0.381586                42.9             18.2956
         459           -0.381586             42.8057              18.256
         460           -0.381586             42.7118             18.2166
         461           -0.381586             42.6183             18.1773
         462           -0.381586             42.5252             18.1382
         463           -0.381586             42.4326             18.0992
         464           -0.434398             42.3402             18.0605
         465           -0.434398             42.2482             18.0219
         466           -0.325343             42.1568             17.9834
         467           -0.325343             42.0659             17.9451
         468           -0.325343             41.9753              17.907
         469           -0.325343             41.8851             17.8691
         470           -0.325343             41.7953             17.8313
         471           -0.325343             41.7059             17.7936
         472         -0.00397135             41.6175             17.7562
         473           -0.386743             41.5287             17.7188
         474           -0.386743             41.4403             17.6817
         475           -0.353427             41.3523             17.6447
         476           -0.353427             41.2647             17.6078
         477           -0.353427             41.1774             17.5711
         478            -1.04512             41.0891             17.5346
         479            -1.04512             41.0011             17.4982
         480           -0.187621             40.9153              17.462
         481           -0.187621             40.8298             17.4259
         482           -0.187621             40.7447             17.3899
         483           -0.187621               40.66             17.3541
         484           -0.165988             40.5757             17.3185
         485           -0.165988             40.4916              17.283
         486           -0.567347             40.4072             17.2476
         487           -0.567347              40.323             17.2124
         488           -0.567347             40.2392             17.1773
         489          -0.0543502             40.1568             17.1424
         490          -0.0543502             40.0748             17.1076
         491          -0.0543502              39.993              17.073
         492           -0.285953             39.9112             17.0385
         493           -0.179148             39.8299             17.0041
         494           -0.345957             39.7485             16.9699
         495            -1.03303             39.6661             16.9358
         496           -0.456526             39.5852             16.9018
         497           -0.543841             39.5045              16.868
         498           -0.543841             39.4241             16.8343
         499           -0.543841              39.344             16.8008
         500           -0.260649             39.2648             16.7674
         501          -0.0177056             39.1864             16.7341
         502            -1.04442             39.1062              16.701
         503            -1.04442             39.0264             16.6679
         504         -0.00655062              38.949             16.6351
         505            -1.07709             38.8697             16.6023
         506           -0.119928             38.7927             16.5697
         507           -0.119928             38.7159             16.5372
         508           -0.119928             38.6395             16.5048
         509           -0.119928             38.5633             16.4725
         510           -0.119928             38.4875             16.4404
         511           -0.119928             38.4119             16.4084
         512           -0.119928             38.3366             16.3765
         513           -0.139011             38.2616             16.3448
         514           -0.139011             38.1869             16.3132
         515           -0.139011             38.1125             16.2817
         516           -0.139011             38.0384             16.2503
         517           -0.139011             37.9645              16.219
         518           -0.139011              37.891             16.1879
         519            -0.44676             37.8171             16.1568
         520           -0.159053             37.7441             16.1259
         521        -1.83613e-05             37.6716             16.0951
         522        -1.83613e-05             37.5995             16.0645
         523        -1.83613e-05             37.5276             16.0339
         524        -1.83613e-05              37.456             16.0035
         525        -1.83613e-05             37.3846             15.9732
         526          -0.0150586             37.3135             15.9429
         527          -0.0150586             37.2427             15.9129
         528          -0.0150586             37.1721             15.8829
         529           -0.451082              37.101              15.853
         530           -0.451082             37.0301             15.8233
         531           -0.451082             36.9596             15.7936
         532           -0.451082             36.8892             15.7641
         533           -0.451082             36.8192             15.7347
         534           -0.451082             36.7494             15.7053
         535            -0.23451             36.6803             15.6761
         536            -1.06914             36.6098             15.6471
         537          -0.0994388             36.5415             15.6181
         538           -0.346409             36.4729             15.5892
         539         -0.00180173             36.4052             15.5604
         540           -0.351445             36.3372             15.5317
         541           -0.351445             36.2693             15.5032
         542           -0.351445             36.2018             15.4747
         543           -0.351445             36.1345             15.4464
         544           -0.351445             36.0674             15.4181
         545           -0.238995             36.0008               15.39
         546           -0.238995             35.9344             15.3619
         547           -0.238995             35.8683              15.334
         548           -0.238995             35.8024             15.3062
         549            -1.10526             35.7352             15.2784
         550            -1.10526             35.6682             15.2508
         551           -0.057569             35.6033             15.2233
         552           -0.057569             35.5387             15.1958
         553            -1.04777             35.4726             15.1685
         554            -1.04777             35.4067             15.1412
         555            -1.04777              35.341             15.1141
         556            -0.37761             35.2767             15.0871
         557            -0.37761             35.2127             15.0601
         558            -0.37761             35.1489             15.0332
         559            -0.37761             35.0854             15.0065
         560            -0.37761             35.0221             14.9798
         561            -0.37761              34.959             14.9533
         562            -0.37761             34.8961             14.9268
         563            -0.37761             34.8334             14.9004
         564            -0.37761              34.771             14.8741
         565           -0.321558             34.7089             14.8479
         566          -0.0341513             34.6475             14.8218
         567          -0.0341513             34.5863             14.7958
         568          -0.0341513             34.5254             14.7699
         569          -0.0341513             34.4646              14.744
         570           -0.531517             34.4032             14.7183
         571           -0.531517             34.3421             14.6927
         572           -0.531517             34.2811             14.6671
         573           -0.531517             34.2203             14.6416
         574            -1.07426             34.1588             14.6162
         575            -1.07426             34.0976             14.5909
         576            -1.10427             34.0365             14.5657
         577            -1.10427             33.9756             14.5406
         578            -1.07995             33.9149             14.5156
         579            -1.07977             33.8545             14.4907
         580          -0.0629497              33.796             14.4658
         581            -1.10472             33.7359              14.441
         582            -1.02058             33.6762             14.4163
         583             -1.0759             33.6166             14.3917
         584           -0.393731             33.5584             14.3672
         585           -0.393731             33.5003             14.3428
         586           -0.393731             33.4425             14.3184
         587           -0.393731             33.3848             14.2941
         588           -0.393731             33.3274             14.2699
         589           -0.393731             33.2701             14.2458
         590           -0.393731             33.2131             14.2218
         591           -0.393731             33.1562             14.1978
         592           -0.521743             33.0993              14.174
         593           -0.302452              33.043             14.1502
         594           -0.302452             32.9869             14.1265
         595           -0.166892             32.9311             14.1028
         596           -0.166892             32.8756             14.0793
         597           -0.166892             32.8203             14.0558
         598           -0.166892             32.7651             14.0324
         599           -0.166892             32.7101             14.0091
         600           -0.166892             32.6553             13.9858
         601           -0.166892             32.6007             13.9627
         602           -0.166892             32.5463             13.9396
         603           -0.589153             32.4913             13.9166
         604          -0.0139358             32.4375             13.8936
         605            -0.77688             32.3826             13.8708
         606            -0.77688             32.3279              13.848
         607            -0.77688             32.2734             13.8253
         608            -0.77688              32.219             13.8027
         609          -0.0091935             32.1661             13.7801
         610          -0.0091935             32.1133             13.7576
         611          -0.0091935             32.0608             13.7352
         612           -0.591144             32.0074             13.7129
         613           -0.139508              31.955             13.6906
         614            -1.10527             31.9011             13.6684
         615          -0.0186961             31.8492             13.6463
         616          -0.0186961             31.7975             13.6242
         617           -0.903592             31.7445             13.6022
