#                 X:                  Y:                  Z:
            0.887017                   0                   0
            0.887017                   0                   0
            0.887017                   0                   0
            0.887017                   0                   0
            0.887017                   0                   0
            0.887017                   0                   0
            0.887017                   0                   0
            0.887017                   0                   0
           -0.244819                   0                   0
           -0.244819                   0                   0
           -0.244819                   0                   0
           -0.244819                   0                   0
            -1.04759                   0                   0
            -1.04759                   0                   0
            -1.04759                   0                   0
            -1.04759                   0                   0
            -1.09626                   0                   0
            -1.09626                   0                   0
            0.427386                   0                   0
            0.801032                   0                   0
            -1.64476                   0                   0
            0.732503                   0                   0
            0.732503                   0                   0
            0.732503                   0                   0
           -0.675891                   0                   0
           -0.675891                   0                   0
           -0.675891                   0                   0
           0.0179237                   0                   0
            0.621421                   0                   0
            0.287621                   0                   0
            -1.90746                   0                   0
            -1.90746                   0                   0
             -1.2057                   0                   0
             -1.2057                   0                   0
             1.08813                   0                   0
           -0.931369                   0                   0
             1.42376                   0                   0
             1.42376                   0                   0
             1.03187                   0                   0
            -1.08717                   0                   0
            -1.08717                   0                   0
            -1.08717                   0                   0
           -0.960809                   0                   0
           -0.960809                   0                   0
           -0.901095                   0                   0
           -0.824658                   0                   0
            0.530682                   0                   0
           -0.502537                   0                   0
            -1.14851                   0                   0
            -1.14851                   0                   0
            -1.14851                   0                   0
            -1.14851                   0                   0
           -0.217122                   0                   0
             -1.4218                   0                   0
            -1.49524                   0                   0
            -1.49524                   0                   0
           -0.217547                   0                   0
           -0.217547                   0                   0
           -0.722296                   0                   0
            0.974392                   0                   0
             1.21765                   0                   0
            0.070913                   0                   0
           -0.958265                   0                   0
           -0.958265                   0                   0
           -0.958265                   0                   0
           -0.958265                   0                   0
            0.429758                   0                   0
           -0.247647                   0                   0
           -0.247647                   0                   0
             0.24343                   0                   0
            0.200789                   0                   0
            -1.77545                   0                   0
            -1.77545                   0                   0
            -1.77545                   0                   0
            -1.77545                   0                   0
           0.0755202                   0                   0
            0.903088                   0                   0
           -0.824362                   0                   0
           -0.824362                   0                   0
           -0.448763                   0                   0
           -0.448763                   0                   0
           -0.448763                   0                   0
           -0.448763                   0                   0
            0.340968                   0                   0
            0.340968                   0                   0
           -0.653629                   0                   0
           0.0787482                   0                   0
             1.10035                   0                   0
             1.10035                   0                   0
            -1.16878                   0                   0
            -1.16878                   0                   0
           -0.656096                   0                   0
           -0.656096                   0                   0
            -1.35255                   0                   0
            -1.35255                   0                   0
            -1.35255                   0                   0
           -0.777777                   0                   0
            0.737917                   0                   0
            0.737917                   0                   0
            0.737917                   0                   0
             1.01893                   0                   0
             1.01893                   0                   0
           -0.800133                   0                   0
           -0.800133                   0                   0
            -1.17752                   0                   0
            -1.17752                   0                   0
           -0.575383                   0                   0
           -0.575383                   0                   0
           -0.575383                   0                   0
           -0.575383                   0                   0
            -1.32125                   0                   0
            -1.32125                   0                   0
            -1.32125                   0                   0
            -1.32125                   0                   0
            -1.32125                   0                   0
            -1.32125                   0                   0
            -1.32125                   0                   0
            -1.32125                   0                   0
            -1.32125                   0                   0
            -1.32125                   0                   0
           -0.349102                   0                   0
           -0.349102                   0                   0
            0.712666                   0                   0
            0.712666                   0                   0
            0.712666                   0                   0
            0.712666                   0                   0
            0.712666                   0                   0
            0.712666                   0                   0
            0.712666                   0                   0
           -0.644277                   0                   0
           -0.644277                   0                   0
           -0.644277                   0                   0
           -0.644277                   0                   0
           -0.644277                   0                   0
            0.690224                   0                   0
            0.690224                   0                   0
            0.690224                   0                   0
            0.690224                   0                   0
            0.617458                   0                   0
            0.617458                   0                   0
            -1.17797                   0                   0
            -1.17797                   0                   0
            -1.17797                   0                   0
            -1.17797                   0                   0
            -1.03565                   0                   0
             1.12622                   0                   0
            0.671046                   0                   0
            0.671046                   0                   0
            0.406711                   0                   0
            0.406711                   0                   0
            0.406711                   0                   0
            0.406711                   0                   0
             -1.3847                   0                   0
            -1.56072                   0                   0
            -1.56072                   0                   0
           -0.366606                   0                   0
           -0.366606                   0                   0
           -0.366606                   0                   0
            0.123395                   0                   0
            0.123395                   0                   0
          -0.0191094                   0                   0
          -0.0191094                   0                   0
            0.981863                   0                   0
            0.955948                   0                   0
            0.955948                   0                   0
            0.955948                   0                   0
            0.955948                   0                   0
            0.955948                   0                   0
            0.955948                   0                   0
            0.955948                   0                   0
           -0.353348                   0                   0
           -0.293959                   0                   0
              1.1059                   0                   0
           -0.282062                   0                   0
           -0.282062                   0                   0
           -0.566328                   0                   0
            0.494668                   0                   0
            0.494668                   0                   0
            0.494668                   0                   0
            0.494668                   0                   0
            0.494668                   0                   0
           0.0894742                   0                   0
          0.00871497                   0                   0
          0.00871497                   0                   0
          0.00871497                   0                   0
          0.00871497                   0                   0
             1.09618                   0                   0
           -0.199704                   0                   0
             1.33563                   0                   0
            0.561912                   0                   0
            0.834757                   0                   0
            0.834757                   0                   0
            0.834757                   0                   0
            0.834757                   0                   0
            0.834757                   0                   0
            0.834757                   0                   0
            0.834757                   0                   0
            0.834757                   0                   0
           -0.883101                   0                   0
            0.789535                   0                   0
            0.789535                   0                   0
           -0.174264                   0                   0
           -0.174264                   0                   0
           -0.347666                   0                   0
           -0.347666                   0                   0
           -0.347666                   0                   0
           -0.347666                   0                   0
            -1.20171                   0                   0
            -1.20171                   0                   0
            -1.20171                   0                   0
            -1.20171                   0                   0
            -1.20171                   0                   0
            -1.20171                   0                   0
             1.01138                   0                   0
             0.46925                   0                   0
            0.481518                   0                   0
            0.481518                   0                   0
            0.481518                   0                   0
            0.481518                   0                   0
           -0.379875                   0                   0
             1.08403                   0                   0
             1.08403                   0                   0
             1.08403                   0                   0
             1.08403                   0                   0
             1.08403                   0                   0
             1.08403                   0                   0
             1.08403                   0                   0
             1.08403                   0                   0
             1.08403                   0                   0
             1.08403                   0                   0
            0.700864                   0                   0
            0.700864                   0                   0
             1.15168                   0                   0
             1.15168                   0                   0
             1.15168                   0                   0
           -0.144584                   0                   0
           -0.144584                   0                   0
              0.2547                   0                   0
           -0.433216                   0                   0
           -0.911438                   0                   0
           -0.781429                   0                   0
           -0.781429                   0                   0
             0.88555                   0                   0
             0.88555                   0                   0
             0.88555                   0                   0
             0.88555                   0                   0
             0.88555                   0                   0
            0.349894                   0                   0
            0.349894                   0                   0
            0.349894                   0                   0
           -0.354072                   0                   0
           -0.354072                   0                   0
           -0.354072                   0                   0
            -1.29159                   0                   0
            0.191544                   0                   0
            0.191544                   0                   0
            0.191544                   0                   0
            0.708098                   0                   0
            0.708098                   0                   0
            -1.62046                   0                   0
            -0.50504                   0                   0
            -1.22671                   0                   0
            -1.22671                   0                   0
            -1.22671                   0                   0
            -1.22671                   0                   0
           0.0329606                   0                   0
           0.0329606                   0                   0
            -1.57948                   0                   0
             1.00607                   0                   0
             1.00607                   0                   0
             1.00607                   0                   0
             1.00607                   0                   0
              0.9228                   0                   0
              0.9228                   0                   0
            -1.55309                   0                   0
            -1.55309                   0                   0
            -1.55309                   0                   0
            -1.55309                   0                   0
            0.138157                   0                   0
            0.138157                   0                   0
            0.138157                   0                   0
            0.931753                   0                   0
           -0.434786                   0                   0
           -0.449185                   0                   0
            0.105397                   0                   0
            -1.22118                   0                   0
            -1.22118                   0                   0
           -0.699109                   0                   0
           -0.699109                   0                   0
           -0.699109                   0                   0
           -0.699109                   0                   0
           -0.699109                   0                   0
           -0.699109                   0                   0
           -0.699109                   0                   0
           -0.699109                   0                   0
           -0.699109                   0                   0
           -0.699109                   0                   0
           -0.699109                   0                   0
             1.24896                   0                   0
             1.24896                   0                   0
             1.24896                   0                   0
             1.24896                   0                   0
             1.24896                   0                   0
             1.24896                   0                   0
             1.24896                   0                   0
           -0.704565                   0                   0
           -0.704565                   0                   0
           -0.704565                   0                   0
           -0.704565                   0                   0
           -0.704565                   0                   0
           -0.704565                   0                   0
             1.08515                   0                   0
             1.55848                   0                   0
             1.55848                   0                   0
             1.55848                   0                   0
            0.964361                   0                   0
           -0.679735                   0                   0
           -0.679735                   0                   0
           -0.679735                   0                   0
           -0.791603                   0                   0
             1.16845                   0                   0
             1.25203                   0                   0
            -0.51239                   0                   0
            -0.51239                   0                   0
            -0.51239                   0                   0
            -0.51239                   0                   0
            0.658385                   0                   0
            -1.47408                   0                   0
            -1.47408                   0                   0
            -1.47408                   0                   0
            -1.57878                   0                   0
            -1.57878                   0                   0
            -1.57878                   0                   0
            -1.09778                   0                   0
            -1.09778                   0                   0
            -1.09778                   0                   0
           -0.770462                   0                   0
           -0.860716                   0                   0
            0.666903                   0                   0
           -0.782321                   0                   0
            -1.25901                   0                   0
            -1.25901                   0                   0
            -1.25901                   0                   0
              1.0212                   0                   0
              1.0212                   0                   0
              1.0212                   0                   0
           -0.302847                   0                   0
            0.496298                   0                   0
            0.496298                   0                   0
            0.496298                   0                   0
            0.496298                   0                   0
            0.496298                   0                   0
           -0.294389                   0                   0
            0.667285                   0                   0
            0.942022                   0                   0
            0.942022                   0                   0
            0.942022                   0                   0
             -1.1146                   0                   0
             -1.1146                   0                   0
             -1.1146                   0                   0
           -0.996435                   0                   0
           -0.422379                   0                   0
            -1.13304                   0                   0
            -1.13304                   0                   0
           -0.665076                   0                   0
           -0.665076                   0                   0
             1.36428                   0                   0
            0.161213                   0                   0
            0.161213                   0                   0
            0.112913                   0                   0
            0.112913                   0                   0
            -1.12113                   0                   0
            0.388268                   0                   0
            0.388268                   0                   0
            0.388268                   0                   0
           -0.560121                   0                   0
           -0.560121                   0                   0
           -0.560121                   0                   0
             -0.8751                   0                   0
             -0.8751                   0                   0
           -0.390722                   0                   0
           -0.849157                   0                   0
           -0.849157                   0                   0
            0.686178                   0                   0
            -1.46937                   0                   0
            -1.46937                   0                   0
             0.74648                   0                   0
             0.74648                   0                   0
             0.74648                   0                   0
           -0.973902                   0                   0
           -0.973902                   0                   0
            -0.28485                   0                   0
             1.00351                   0                   0
            0.465205                   0                   0
              1.4845                   0                   0
            0.988793                   0                   0
            0.988793                   0                   0
            0.988793                   0                   0
            0.988793                   0                   0
           -0.633764                   0                   0
            0.896789                   0                   0
            0.896789                   0                   0
            0.896789                   0                   0
            0.896789                   0                   0
            0.896789                   0                   0
            0.896789                   0                   0
            -0.10887                   0                   0
            -0.10887                   0                   0
            -0.10887                   0                   0
            -0.10887                   0                   0
             1.95234                   0                   0
              2.1277                   0                   0
              2.1277                   0                   0
              2.1277                   0                   0
             1.63261                   0                   0
             1.63261                   0                   0
             1.63261                   0                   0
            -1.00552                   0                   0
             0.33888                   0                   0
             1.26359                   0                   0
             1.26359                   0                   0
           -0.957892                   0                   0
           -0.239945                   0                   0
           -0.239945                   0                   0
             0.88941                   0                   0
             0.88941                   0                   0
             0.88941                   0                   0
             0.88941                   0                   0
           -0.390846                   0                   0
            0.842355                   0                   0
            0.980769                   0                   0
            0.980769                   0                   0
            0.717362                   0                   0
            -1.07804                   0                   0
            -1.07804                   0                   0
            -1.07804                   0                   0
            -1.32482                   0                   0
            -1.32482                   0                   0
              1.0188                   0                   0
              1.0188                   0                   0
              1.0188                   0                   0
              1.0188                   0                   0
           -0.544288                   0                   0
           -0.208562                   0                   0
           -0.325651                   0                   0
           -0.325651                   0                   0
