#                 X:                  Y:                  Z:
                -0.8                   0                   0
                -0.8                   0                   0
           -0.419277                   0                   0
           -0.419277                   0                   0
           -0.419277                   0                   0
           -0.419277                   0                   0
           -0.419277                   0                   0
          -0.0353515                   0                   0
            0.207695                   0                   0
            0.207695                   0                   0
            0.207695                   0                   0
            -1.20657                   0                   0
            -1.24247                   0                   0
            -1.35304                   0                   0
            -1.35304                   0                   0
            -1.50252                   0                   0
           -0.883431                   0                   0
           -0.456949                   0                   0
           -0.456949                   0                   0
            0.889524                   0                   0
            0.899371                   0                   0
            0.899371                   0                   0
            0.899371                   0                   0
            0.899371                   0                   0
            -1.10954                   0                   0
           -0.700016                   0                   0
             1.10201                   0                   0
            0.855599                   0                   0
            0.855599                   0                   0
            0.855599                   0                   0
            0.855599                   0                   0
            0.855599                   0                   0
            -1.08524                   0                   0
           0.0459006                   0                   0
           0.0459006                   0                   0
            -1.15852                   0                   0
            -1.15852                   0                   0
            -1.15852                   0                   0
            -1.15852                   0                   0
            -1.15852                   0                   0
           -0.901349                   0                   0
           -0.901349                   0                   0
             1.23064                   0                   0
           -0.149504                   0                   0
           -0.149504                   0                   0
            0.587791                   0                   0
           -0.995752                   0                   0
           -0.068614                   0                   0
           -0.599082                   0                   0
           -0.599082                   0                   0
           -0.599082                   0                   0
           -0.599082                   0                   0
           -0.458823                   0                   0
           -0.458823                   0                   0
             1.38588                   0                   0
             1.38588                   0                   0
             1.38588                   0                   0
            0.275109                   0                   0
             1.76931                   0                   0
             1.76931                   0                   0
             1.76931                   0                   0
            0.499608                   0                   0
            0.499608                   0                   0
            0.499608                   0                   0
             1.15483                   0                   0
             1.15483                   0                   0
             1.15483                   0                   0
             1.15483                   0                   0
             1.13515                   0                   0
             1.13515                   0                   0
            -1.21503                   0                   0
            -1.21503                   0                   0
            0.338172                   0                   0
            0.338172                   0                   0
            0.338172                   0                   0
            0.338172                   0                   0
            0.338172                   0                   0
           -0.883237                   0                   0
           -0.883237                   0                   0
            0.835447                   0                   0
            0.835447                   0                   0
           -0.443121                   0                   0
           -0.443121                   0                   0
            -1.08854                   0                   0
            -1.08854                   0                   0
            0.310879                   0                   0
            0.310879                   0                   0
            0.310879                   0                   0
            -1.02234                   0                   0
            0.346695                   0                   0
            0.324485                   0                   0
           -0.422815                   0                   0
           -0.422815                   0                   0
           -0.422815                   0                   0
          -0.0780882                   0                   0
            0.460682                   0                   0
            0.460682                   0                   0
            0.460682                   0                   0
            -0.61859                   0                   0
             0.22379                   0                   0
            0.918176                   0                   0
            0.918176                   0                   0
            0.918176                   0                   0
            0.918176                   0                   0
            0.918176                   0                   0
            0.918176                   0                   0
            0.918176                   0                   0
            0.918176                   0                   0
             1.54434                   0                   0
             1.74946                   0                   0
             1.74946                   0                   0
             1.74946                   0                   0
            0.068288                   0                   0
            0.068288                   0                   0
            0.068288                   0                   0
            0.068288                   0                   0
            0.068288                   0                   0
          -0.0940162                   0                   0
           0.0136113                   0                   0
           0.0136113                   0                   0
           0.0136113                   0                   0
            -1.08584                   0                   0
           -0.586581                   0                   0
           -0.586581                   0                   0
           -0.586581                   0                   0
           -0.586581                   0                   0
           -0.586581                   0                   0
            -1.40569                   0                   0
            -1.40569                   0                   0
            -1.11292                   0                   0
            -1.23656                   0                   0
            -1.23656                   0                   0
             1.24349                   0                   0
           -0.330486                   0                   0
              1.3662                   0                   0
              1.3662                   0                   0
              1.3662                   0                   0
              1.3662                   0                   0
            0.246715                   0                   0
            0.246715                   0                   0
            0.207594                   0                   0
           -0.977213                   0                   0
           -0.977213                   0                   0
            0.412245                   0                   0
            0.747198                   0                   0
           -0.889855                   0                   0
           -0.889855                   0                   0
            0.153934                   0                   0
            0.367967                   0                   0
           0.0221996                   0                   0
           0.0602952                   0                   0
             1.20399                   0                   0
             -0.8699                   0                   0
             -0.8699                   0                   0
             -0.8699                   0                   0
             -0.8699                   0                   0
            -1.35891                   0                   0
            0.957738                   0                   0
            0.957738                   0                   0
            0.957738                   0                   0
           -0.631852                   0                   0
          -0.0980265                   0                   0
            0.261407                   0                   0
            0.261407                   0                   0
            0.868567                   0                   0
            0.868567                   0                   0
            0.868567                   0                   0
             1.05216                   0                   0
           0.0136267                   0                   0
           0.0136267                   0                   0
           0.0136267                   0                   0
           0.0136267                   0                   0
           -0.495377                   0                   0
            -1.08739                   0                   0
            -1.08739                   0                   0
            -1.08739                   0                   0
            -1.08739                   0                   0
            0.112954                   0                   0
           -0.119342                   0                   0
           -0.119342                   0                   0
             0.59681                   0                   0
            -1.12041                   0                   0
            -1.12041                   0                   0
           -0.240012                   0                   0
           -0.240012                   0                   0
           -0.240012                   0                   0
            0.513972                   0                   0
            0.513972                   0                   0
           -0.726557                   0                   0
           -0.726557                   0                   0
           -0.229685                   0                   0
            -1.40535                   0                   0
            -1.40535                   0                   0
            0.843074                   0                   0
            0.843074                   0                   0
            0.843074                   0                   0
            0.843074                   0                   0
            0.474956                   0                   0
            0.474956                   0                   0
            0.474956                   0                   0
            0.474956                   0                   0
           -0.691627                   0                   0
           -0.691627                   0                   0
           -0.691627                   0                   0
            -1.26603                   0                   0
           -0.251157                   0                   0
           -0.470883                   0                   0
           -0.470883                   0                   0
           -0.417312                   0                   0
          -0.0690765                   0                   0
          -0.0690765                   0                   0
            0.850876                   0                   0
            0.850876                   0                   0
            0.850876                   0                   0
           -0.778916                   0                   0
             1.45618                   0                   0
             1.45618                   0                   0
           -0.679868                   0                   0
            0.484279                   0                   0
            0.537846                   0                   0
          -0.0831819                   0                   0
          -0.0831819                   0                   0
          -0.0831819                   0                   0
           -0.745083                   0                   0
           -0.745083                   0                   0
           -0.745083                   0                   0
             1.41199                   0                   0
           -0.222594                   0                   0
           -0.222594                   0                   0
            0.521377                   0                   0
            0.521377                   0                   0
            0.521377                   0                   0
            0.521377                   0                   0
            0.521377                   0                   0
            0.251625                   0                   0
            0.251625                   0                   0
            0.707012                   0                   0
            0.707012                   0                   0
            0.764532                   0                   0
            0.764532                   0                   0
           -0.458064                   0                   0
             1.44072                   0                   0
           -0.477439                   0                   0
           -0.628292                   0                   0
           -0.321703                   0                   0
           -0.321703                   0                   0
           -0.321703                   0                   0
            -1.04846                   0                   0
            0.312229                   0                   0
           -0.928933                   0                   0
           -0.928933                   0                   0
           -0.197454                   0                   0
           -0.197454                   0                   0
           -0.231458                   0                   0
           -0.238751                   0                   0
           -0.238751                   0                   0
           -0.238751                   0                   0
            -1.39142                   0                   0
            -0.67295                   0                   0
             -1.2477                   0                   0
             -1.2477                   0                   0
           -0.172337                   0                   0
           -0.099077                   0                   0
             -1.1919                   0                   0
             -1.1919                   0                   0
             -1.1919                   0                   0
            0.919659                   0                   0
            0.919659                   0                   0
            0.919659                   0                   0
            -1.02407                   0                   0
            -1.02407                   0                   0
           -0.478034                   0                   0
            0.212199                   0                   0
            0.212199                   0                   0
            0.212199                   0                   0
            0.362993                   0                   0
            0.362993                   0                   0
            0.658057                   0                   0
            0.658057                   0                   0
            -1.12279                   0                   0
            -1.12279                   0                   0
            -1.12279                   0                   0
            -1.12279                   0                   0
            -1.12279                   0                   0
            0.400361                   0                   0
             1.00142                   0                   0
           -0.359438                   0                   0
            0.715286                   0                   0
            0.952313                   0                   0
            0.887017                   0                   0
            0.887017                   0                   0
            0.887017                   0                   0
