#     BLOCK:          ACTUAL_PE:             PE_AVE:              ERROR:
         268            -5.04801            -5.20708           0.0120805
         269            -5.04072            -5.20646           0.0120514
         270            -5.01398            -5.20575           0.0120278
         271            -5.06358            -5.20522           0.0119949
         272             -5.0387            -5.20461           0.0119664
         273            -4.98684            -5.20381           0.0119491
         274            -5.02938            -5.20317           0.0119225
         275            -5.13468            -5.20293           0.0118817
         276            -5.06893            -5.20244           0.0118486
         277            -4.94326             -5.2015           0.0118427
         278            -4.89844            -5.20041           0.0118502
         279            -5.01031            -5.19973           0.0118273
         280            -4.99659            -5.19901           0.0118073
         281            -5.03734            -5.19843           0.0117792
         282            -5.07537              -5.198           0.0117456
         283            -5.06791            -5.19754            0.011713
         284            -4.90223             -5.1965           0.0117179
         285            -4.96333            -5.19568           0.0117053
         286            -5.02942             -5.1951           0.0116788
         287            -5.14382            -5.19492           0.0116394
         288            -5.12302            -5.19467           0.0116017
         289            -5.03337            -5.19411            0.011575
         290            -5.01391            -5.19349           0.0115517
         291            -5.08902            -5.19313           0.0115176
         292            -5.10688            -5.19283           0.0114819
         293            -4.97366            -5.19209           0.0114671
         294             -5.0722            -5.19168           0.0114353
         295            -4.99839            -5.19102           0.0114153
         296            -5.16807            -5.19095            0.011377
         297            -5.17834             -5.1909           0.0113388
         298             -5.1221            -5.19067           0.0113031
         299             -5.1535            -5.19055            0.011266
         300            -5.06549            -5.19013           0.0112361
         301             -4.9976            -5.18949            0.011217
         302            -5.01933            -5.18893            0.011194
         303            -5.04208            -5.18844           0.0111676
         304            -5.00345            -5.18784           0.0111474
         305            -5.10845            -5.18757           0.0111139
         306            -5.03641            -5.18708           0.0110885
         307            -5.04099             -5.1866           0.0110626
         308             -5.0659            -5.18621           0.0110336
         309             -4.9848            -5.18556           0.0110172
         310            -5.07778            -5.18521           0.0109871
         311             -5.1344            -5.18505            0.010953
         312            -5.08246            -5.18472           0.0109228
         313            -5.08488             -5.1844           0.0108926
         314            -5.19977            -5.18445            0.010858
         315            -5.19843             -5.1845           0.0108236
         316            -5.10588            -5.18425           0.0107922
         317            -5.08693            -5.18394           0.0107626
         318            -5.08657            -5.18363           0.0107331
         319            -5.12462            -5.18345            0.010701
         320             -5.1422            -5.18332           0.0106683
         321            -5.09429            -5.18304           0.0106387
         322            -5.09804            -5.18278            0.010609
         323             -5.1455            -5.18266           0.0105767
         324            -5.15605            -5.18258           0.0105444
         325            -5.20619            -5.18265           0.0105122
         326            -5.22583            -5.18279           0.0104808
         327            -5.14853            -5.18268           0.0104493
         328            -5.16416            -5.18262           0.0104176
         329            -5.22819            -5.18276           0.0103868
         330            -5.08602            -5.18247           0.0103595
