#     BLOCK:           ACTUAL_T:              T_AVE:              ERROR:
         525            0.978675            0.957575         0.000343762
         526            0.978859            0.957615         0.000345482
         527            0.979044            0.957656         0.000347211
         528             0.97923            0.957697         0.000348949
         529            0.979417            0.957738         0.000350697
         530            0.979606            0.957779         0.000352454
         531            0.979796            0.957821          0.00035422
         532            0.979987            0.957862         0.000355997
         533             0.98018            0.957904         0.000357783
         534            0.980374            0.957946         0.000359579
         535             0.98057            0.957989         0.000361385
         536            0.980766            0.958031           0.0003632
         537            0.980965            0.958074         0.000365026
         538            0.981164            0.958117         0.000366862
         539            0.981365             0.95816         0.000368708
         540            0.981568            0.958203         0.000370565
         541            0.981771            0.958247         0.000372432
         542            0.981977            0.958291         0.000374309
         543            0.982184            0.958335         0.000376197
         544            0.982392            0.958379         0.000378096
         545            0.982602            0.958423         0.000380006
         546            0.982813            0.958468         0.000381926
         547            0.983025            0.958513         0.000383857
         548             0.98324            0.958558           0.0003858
         549            0.983456            0.958603         0.000387754
         550            0.983673            0.958649         0.000389718
         551            0.983892            0.958695         0.000391695
         552            0.984112            0.958741         0.000393682
         553            0.984335            0.958787         0.000395681
         554            0.984558            0.958834         0.000397692
         555            0.984784             0.95888         0.000399715
         556            0.985011            0.958927         0.000401749
         557            0.985239            0.958975         0.000403796
         558            0.985469            0.959022         0.000405854
         559            0.985701             0.95907         0.000407925
         560            0.985935            0.959118         0.000410008
         561             0.98617            0.959166         0.000412103
         562            0.986407            0.959214          0.00041421
         563            0.986646            0.959263          0.00041633
         564            0.986886            0.959312         0.000418463
         565            0.987128            0.959361         0.000420609
         566            0.987372            0.959411         0.000422767
         567            0.987618            0.959461         0.000424938
         568            0.987865            0.959511         0.000427123
         569            0.988115            0.959561          0.00042932
         570            0.988365            0.959611         0.000431531
         571            0.988618            0.959662         0.000433755
         572            0.988873            0.959713         0.000435992
         573            0.989129            0.959765         0.000438243
         574            0.989387            0.959816         0.000440508
         575            0.989647            0.959868         0.000442786
         576            0.989909             0.95992         0.000445078
         577            0.990172            0.959973         0.000447384
         578            0.990438            0.960025         0.000449705
         579            0.990705            0.960078         0.000452039
         580            0.990974            0.960132         0.000454387
         581            0.991245            0.960185          0.00045675
         582            0.991517            0.960239         0.000459127
         583            0.991792            0.960293         0.000461518
         584            0.992068            0.960348         0.000463924
         585            0.992346            0.960402         0.000466344
         586            0.992626            0.960457         0.000468779
         587            0.992908            0.960513         0.000471229
         588            0.993192            0.960568         0.000473694
         589            0.993477            0.960624         0.000476173
         590            0.993764             0.96068         0.000478668
         591            0.994053            0.960737         0.000481177
         592            0.994344            0.960793         0.000483701
         593            0.994636             0.96085         0.000486241
         594             0.99493            0.960908         0.000488795
         595            0.995226            0.960966         0.000491365
         596            0.995523            0.961024          0.00049395
         597            0.995822            0.961082          0.00049655
         598            0.996123             0.96114         0.000499165
         599            0.996425            0.961199         0.000501795
         600            0.996729            0.961259         0.000504441
         601            0.997034            0.961318         0.000507102
         602             0.99734            0.961378         0.000509777
         603            0.997648            0.961438         0.000512468
         604            0.997958            0.961498         0.000515174
         605            0.998268            0.961559         0.000517895
         606             0.99858             0.96162         0.000520632
         607            0.998893            0.961682         0.000523383
         608            0.999208            0.961743         0.000526148
         609            0.999523            0.961806         0.000528929
         610            0.999839            0.961868         0.000531724
         611             1.00016            0.961931         0.000534533
         612             1.00047            0.961994         0.000537357
         613             1.00079            0.962057         0.000540195
         614             1.00111             0.96212         0.000543047
         615             1.00143            0.962184         0.000545913
         616             1.00175            0.962249         0.000548792
         617             1.00207            0.962313         0.000551684
