# RW_STEP = 36
# BLOCK:          PROG_MEAN:              ERROR:
       0             5.95819                   0
       1             6.02212            0.063931
       2             6.07441           0.0640071
       3             6.06784           0.0457339
       4             6.03139           0.0508313
       5             6.04732           0.0444569
       6             6.08331           0.0520243
       7             6.05433           0.0535679
       8             6.05584           0.0472667
       9             6.07074           0.0448253
      10             6.05898            0.042217
      11             6.05725           0.0385776
      12             6.07071           0.0379516
      13             6.08418           0.0376325
      14             6.10939           0.0431563
      15              6.1111           0.0404053
      16             6.10564           0.0383446
      17             6.08374            0.042269
      18             6.08369           0.0399825
      19             6.09864           0.0407725
      20             6.09083           0.0395608
      21             6.10453           0.0401299
      22             6.10287           0.0383815
      23             6.08721           0.0399435
      24             6.08971           0.0383941
      25              6.1038           0.0394866
      26             6.10008           0.0381778
      27             6.09787           0.0368553
      28             6.09763           0.0355625
      29             6.09845           0.0343663
      30             6.09251           0.0337654
      31              6.0862           0.0332961
      32              6.0976           0.0342236
      33             6.09517           0.0332906
      34             6.09216           0.0324648
      35             6.08993           0.0316293
      36             6.09299           0.0309146
      37             6.09315           0.0300905
      38             6.09452           0.0293408
      39             6.09639           0.0286588
      40             6.09602           0.0279536
      41             6.09987           0.0275505
      42             6.10951           0.0285788
      43             6.10415           0.0284316
      44             6.09896           0.0282744
      45             6.09648           0.0277637
      46             6.09803           0.0272107
      47             6.10308           0.0271119
      48             6.10226           0.0265655
      49             6.10334           0.0260512
      50             6.10399           0.0255437
      51             6.10484            0.025062
      52             6.09964           0.0251286
      53             6.09511           0.0250718
      54              6.0948           0.0246138
      55             6.10114           0.0249878
      56              6.1009           0.0245466
      57             6.10809           0.0251673
      58             6.09999            0.026029
      59             6.09082           0.0271849
      60             6.08806           0.0268769
      61             6.09603           0.0276131
      62             6.09821           0.0272591
      63             6.09738           0.0268428
      64              6.1016           0.0267617
      65             6.10326           0.0264054
      66             6.09825           0.0264878
      67             6.09756           0.0261044
      68              6.1008            0.025927
      69             6.10377            0.025726
      70             6.10529           0.0254062
      71             6.11048           0.0255835
      72             6.10796           0.0253566
      73             6.10377           0.0253593
      74             6.10445           0.0250281
      75             6.10403              0.0247
      76             6.10522           0.0244059
      77             6.10843           0.0243047
      78             6.10579           0.0241409
      79             6.10344           0.0239528
      80              6.0992           0.0240317
      81             6.09764           0.0237878
      82             6.09701           0.0235081
      83             6.10005           0.0234255
      84             6.10073           0.0231583
      85             6.10144           0.0228982
      86             6.10294           0.0226833
      87             6.10805           0.0229996
      88             6.10509           0.0229314
      89             6.10147           0.0229624
      90             6.09837           0.0229199
      91             6.09484           0.0229418
      92             6.09406           0.0227075
      93             6.09052           0.0227407
      94             6.08955            0.022521
      95             6.08803           0.0223373
      96             6.08843           0.0221095
      97             6.08937            0.021903
      98             6.08853           0.0216967
      99             6.09008           0.0215344
