# RW_STEP = 26
# BLOCK:          PROG_MEAN:              ERROR:
       0             5.22111                   0
       1             5.29104           0.0699295
       2             5.27156           0.0448291
       3             5.24644           0.0404461
       4             5.17817            0.075113
       5             5.19548           0.0637263
       6             5.21055           0.0559261
       7             5.18772           0.0535436
       8              5.2003           0.0488681
       9              5.1884           0.0452989
      10             5.16023           0.0497242
      11             5.16371           0.0455246
      12             5.15948           0.0420888
      13              5.1643           0.0392627
      14             5.16047           0.0367516
      15             5.17843           0.0387898
      16             5.15322            0.044312
      17             5.13162           0.0470304
      18             5.13703           0.0448146
      19             5.15009           0.0444744
      20             5.15456           0.0425395
      21             5.16019           0.0409476
      22             5.17126           0.0406627
      23              5.1702           0.0389459
      24             5.16475           0.0377514
      25             5.16573           0.0362838
      26              5.1563           0.0361643
      27             5.15669            0.034851
      28             5.15382             0.03375
      29             5.15395           0.0326058
      30             5.15771           0.0317605
      31              5.1495           0.0318298
      32             5.16004           0.0326005
      33             5.15703           0.0317702
      34             5.15687           0.0308495
      35             5.15908           0.0300616
      36             5.16143           0.0293319
      37             5.16056           0.0285629
      38             5.15954           0.0278398
      39             5.15861           0.0271507
      40             5.16018           0.0265267
      41             5.17393           0.0293115
      42             5.18288           0.0299884
      43             5.18595           0.0294592
      44             5.18079           0.0292556
      45             5.17922           0.0286553
      46             5.17901           0.0280398
      47             5.18392           0.0278855
      48             5.18742           0.0275337
      49             5.19007            0.027107
      50             5.18315           0.0274555
      51             5.18355           0.0269252
      52             5.18155           0.0264882
      53             5.18362           0.0260754
      54              5.1866           0.0257706
      55             5.19522           0.0267334
      56             5.19731            0.026343
      57             5.19997           0.0260212
      58             5.19532           0.0259961
      59             5.19024           0.0260582
      60             5.18977           0.0256318
      61             5.19337           0.0254707
      62             5.19526            0.025134
      63             5.19746           0.0248367
      64             5.19768           0.0244525
      65             5.19925             0.02413
      66             5.19856           0.0237768
      67             5.19608           0.0235555
      68             5.19845           0.0233316
      69             5.20525           0.0239804
      70             5.20536           0.0236405
      71             5.20904           0.0235977
      72             5.21006           0.0232948
      73             5.20666           0.0232293
      74              5.2068           0.0229179
      75             5.21059           0.0229311
      76             5.21177           0.0226617
      77             5.21157           0.0223702
      78             5.20912           0.0222208
      79             5.20934           0.0219424
      80             5.20678           0.0218204
      81             5.20537           0.0215987
      82             5.20001           0.0220006
      83             5.20391           0.0220852
      84             5.20528           0.0218664
      85             5.20406           0.0216446
      86             5.20186            0.021508
      87             5.20383            0.021354
      88             5.20325           0.0211208
      89             5.20027           0.0210955
      90              5.1975           0.0210462
      91             5.19658           0.0208365
      92             5.19384           0.0207927
      93             5.19262           0.0206063
      94             5.19229           0.0203909
      95             5.19364           0.0202223
      96             5.19447           0.0200301
      97             5.19734           0.0200309
      98             5.19691            0.019832
      99             5.19994           0.0198639
