# RW_STEP = 47
# BLOCK:          PROG_MEAN:              ERROR:
       0             6.76905                   0
       1             6.94542            0.176375
       2             6.94113            0.101921
       3             6.83794            0.125858
       4             6.81438            0.100297
       5             6.80065           0.0830349
       6             6.83442             0.07788
       7             6.86028            0.072234
       8              6.8622           0.0637331
       9             6.88124           0.0601023
      10             6.88485           0.0544845
      11             6.85719           0.0569141
      12             6.87938           0.0568609
      13             6.89064           0.0538342
      14             6.91422           0.0553861
      15             6.90292           0.0530259
      16             6.89782           0.0500699
      17              6.8872           0.0483856
      18             6.90381           0.0486887
      19             6.91513           0.0475572
      20             6.91042           0.0454807
      21             6.92009           0.0444297
      22             6.92641           0.0429217
      23             6.93267           0.0415689
      24             6.93122           0.0398979
      25             6.93947           0.0392097
      26              6.9304           0.0388027
      27             6.92996           0.0373938
      28             6.92431           0.0365211
      29             6.92535           0.0352981
      30             6.92808           0.0342495
      31              6.9214            0.033829
      32             6.93924           0.0373253
      33             6.93475           0.0364875
      34             6.93469           0.0354297
      35             6.93306             0.03447
      36             6.93406           0.0335403
      37             6.93238           0.0326889
      38             6.92378           0.0329807
      39              6.9271           0.0323175
      40             6.93182             0.03187
      41             6.94073           0.0323538
      42             6.94782           0.0323787
      43             6.94156           0.0322479
      44             6.93763           0.0317675
      45             6.93793           0.0310706
      46             6.94046           0.0305076
      47             6.94967           0.0312523
      48             6.95075           0.0306271
      49             6.95646           0.0305459
      50             6.95038           0.0305504
      51             6.94915           0.0299825
      52              6.9475           0.0294578
      53             6.94337           0.0292004
      54             6.94193           0.0287005
      55             6.94873           0.0289914
      56             6.94905           0.0284801
      57             6.95657           0.0289771
      58             6.94473           0.0308461
      59             6.93481           0.0319074
      60             6.93224           0.0314852
      61             6.93559            0.031154
      62              6.9439           0.0317623
      63             6.93907            0.031633
      64             6.94136           0.0312267
      65             6.94395           0.0308584
      66             6.94109            0.030528
      67             6.93835           0.0302009
      68             6.93786           0.0297639
      69             6.93894           0.0293552
      70              6.9405           0.0289809
      71             6.94437            0.028837
      72             6.94128           0.0286068
      73             6.93851            0.028353
      74             6.94096            0.028079
      75             6.94248            0.027749
      76              6.9441           0.0274338
      77             6.94585           0.0271366
      78             6.94284           0.0269593
      79              6.9408           0.0266985
      80             6.93966           0.0263915
      81              6.9364           0.0262707
      82             6.93689           0.0259569
      83             6.93702           0.0256464
      84             6.93917           0.0254331
      85             6.94093           0.0251974
      86             6.94338           0.0250263
      87             6.94738           0.0250612
      88             6.94653           0.0247926
      89             6.94308           0.0247568
      90             6.94469            0.024536
      91             6.93931           0.0248568
      92             6.94051           0.0246176
      93             6.93837            0.024448
      94             6.94064           0.0242956
      95             6.94089           0.0240424
      96              6.9412           0.0237953
      97             6.93999           0.0235827
      98             6.93937           0.0233514
      99             6.94254           0.0233335
