# RW_STEP = 88
# BLOCK:          PROG_MEAN:              ERROR:
       0             9.50684                   0
       1             9.29434            0.212495
       2             9.48324             0.22524
       3             9.18608            0.337156
       4             9.21476            0.262731
       5             9.25059            0.217491
       6             9.28885            0.187753
       7             9.30752            0.163667
       8              9.3466            0.149536
       9             9.31836            0.136698
      10             9.31341            0.123747
      11             9.31404            0.112966
      12             9.33499            0.106006
      13              9.3388           0.0982161
      14             9.39628               0.108
      15             9.42055              0.1039
      16             9.41299           0.0978903
      17             9.40698           0.0924872
      18             9.41085           0.0875697
      19             9.40528           0.0832624
      20             9.40039           0.0793489
      21             9.42156           0.0785619
      22             9.40794           0.0762945
      23             9.41551           0.0734375
      24             9.42769           0.0714846
      25             9.44381           0.0705467
      26             9.43655           0.0682711
      27             9.43084           0.0660344
      28             9.43675           0.0639897
      29             9.43135           0.0620555
      30             9.43665           0.0602544
      31             9.41662           0.0616862
      32             9.42724           0.0607247
      33             9.41112           0.0610771
      34              9.4198           0.0599382
      35             9.41197           0.0587737
      36             9.41162           0.0571643
      37             9.41581            0.055797
      38             9.41061           0.0545957
      39             9.40826           0.0532651
      40             9.41747           0.0527591
      41             9.41063             0.05194
      42             9.40911           0.0507402
      43             9.40055           0.0503084
      44             9.40377           0.0492834
      45             9.40663           0.0482847
      46             9.40458           0.0472908
      47             9.40653           0.0463363
      48             9.41084            0.045585
      49             9.42503           0.0468635
      50             9.43118           0.0463451
      51             9.43532           0.0456338
      52             9.42996           0.0450849
      53             9.42776           0.0442967
      54             9.43234           0.0437247
      55             9.43013           0.0429942
      56             9.43051           0.0422349
      57             9.44654           0.0444902
      58             9.43541           0.0451242
      59             9.44301            0.045012
      60             9.44555           0.0443408
      61             9.44858           0.0437247
      62             9.44857            0.043025
      63             9.43324           0.0450361
      64             9.43771           0.0445632
      65              9.4399           0.0439374
      66             9.43934           0.0432803
      67             9.44446           0.0429458
      68             9.44205           0.0423876
      69             9.44162             0.04178
      70             9.44445           0.0412845
      71             9.45705           0.0426132
      72             9.45396           0.0421388
      73              9.4544           0.0415678
      74             9.45898           0.0412649
      75             9.46174           0.0408115
      76             9.46248           0.0402848
      77             9.46884           0.0402711
      78             9.46444           0.0400005
      79             9.46368           0.0395048
      80             9.46797           0.0392492
      81             9.46693           0.0387815
      82             9.47257           0.0387239
      83             9.46894           0.0384323
      84             9.46782           0.0379937
      85             9.47037           0.0376358
      86             9.46495           0.0375933
      87             9.46974           0.0374709
      88              9.4697           0.0370475
      89             9.46921           0.0366369
      90             9.46734             0.03628
      91             9.46492           0.0359652
      92              9.4698           0.0359094
      93             9.46922           0.0355299
      94             9.47171           0.0352419
      95             9.47366           0.0349269
      96             9.47642           0.0346752
      97             9.47192           0.0346133
      98             9.47224           0.0342634
      99             9.47163           0.0339244
