# RW_STEP = 31
# BLOCK:          PROG_MEAN:              ERROR:
       0             5.80345                   0
       1             5.80345                   0
       2              5.7475           0.0559487
       3             5.70615           0.0572243
       4             5.62284           0.0943663
       5             5.65896           0.0850928
       6             5.67763           0.0743004
       7             5.66658           0.0652869
       8             5.68751           0.0612623
       9             5.69807           0.0558027
      10             5.68212           0.0529339
      11             5.67662           0.0486345
      12             5.66658           0.0458488
      13             5.67414           0.0431147
      14             5.68299           0.0411018
      15             5.69009           0.0390969
      16             5.67105           0.0413631
      17              5.6486               0.045
      18             5.64679            0.042604
      19             5.65814           0.0419795
      20             5.65486           0.0400649
      21             5.66849           0.0405608
      22              5.6718           0.0388981
      23             5.65524           0.0407561
      24             5.65742           0.0391524
      25             5.66377           0.0381476
      26             5.65454           0.0378481
      27             5.64631            0.037389
      28             5.63909           0.0367922
      29              5.6329           0.0360793
      30              5.6294           0.0350709
      31              5.6255           0.0341807
      32             5.63359           0.0341014
      33             5.63234           0.0331069
      34             5.63319           0.0321584
      35             5.63599           0.0313778
      36             5.64242           0.0311867
      37             5.64396           0.0303938
      38             5.64361           0.0296063
      39             5.64517            0.028899
      40             5.64924           0.0284777
      41             5.65324           0.0280777
      42             5.66311           0.0291409
      43             5.66345           0.0284729
      44             5.65727           0.0285117
      45             5.65517           0.0279641
      46             5.65718           0.0274366
      47             5.66094           0.0271213
      48             5.66254           0.0266102
      49             5.66546           0.0262357
      50             5.66334            0.025804
      51             5.66301            0.025305
      52             5.65991           0.0250149
      53             5.65721           0.0246963
      54             5.65794           0.0242541
      55              5.6641           0.0246027
      56             5.66379           0.0241693
      57              5.6682           0.0241546
      58             5.66197           0.0245441
      59             5.65561           0.0249565
      60             5.65464           0.0245632
      61              5.6588           0.0245196
      62             5.66049           0.0241865
      63             5.66192           0.0238481
      64             5.66332           0.0235203
      65             5.66426           0.0231803
      66             5.66226           0.0229196
      67              5.6602           0.0226731
      68             5.66619           0.0231288
      69             5.67183           0.0234846
      70             5.67303           0.0231823
      71             5.67633           0.0230958
      72              5.6747           0.0228358
      73             5.67188           0.0227006
      74             5.67273           0.0224121
      75             5.67345           0.0221268
      76             5.67572            0.021955
      77             5.67693           0.0217058
      78             5.67503            0.021514
      79             5.67369           0.0212856
      80             5.67247           0.0210565
      81             5.66764           0.0213517
      82              5.6668           0.0211095
      83             5.66898           0.0209701
      84             5.66946           0.0207275
      85             5.66917           0.0204871
      86             5.66874           0.0202547
      87             5.67209           0.0203009
      88             5.67035           0.0201468
      89             5.66691           0.0202161
      90              5.6644           0.0201493
      91             5.66139           0.0201559
      92             5.65808           0.0202109
      93             5.65605           0.0200967
      94             5.65429           0.0199624
      95             5.65466           0.0197569
      96             5.65595           0.0195943
      97              5.6586           0.0195742
      98             5.65849           0.0193757
      99             5.65951           0.0192079
