# RW_STEP = 44
# BLOCK:          PROG_MEAN:              ERROR:
       0             6.65733                   0
       1             6.75138           0.0940548
       2             6.75283            0.054322
       3             6.64181            0.117484
       4             6.60619           0.0977228
       5             6.59093           0.0812376
       6             6.63166           0.0798309
       7             6.65875           0.0742526
       8             6.66837           0.0661882
       9             6.69924           0.0667673
      10             6.70236           0.0604735
      11             6.67716           0.0606828
      12             6.68785           0.0568348
      13             6.70015           0.0540369
      14             6.72071           0.0543453
      15             6.70774           0.0524658
      16             6.70051           0.0498105
      17             6.68242           0.0503242
      18              6.6952           0.0492887
      19              6.7075           0.0483498
      20             6.69656           0.0472743
      21             6.70286           0.0455127
      22             6.70179            0.043502
      23             6.70006           0.0416858
      24             6.70441           0.0402196
      25             6.72219           0.0425343
      26             6.71187           0.0422092
      27             6.70955           0.0407401
      28             6.70687           0.0394017
      29             6.70591           0.0380775
      30             6.70781           0.0368774
      31             6.70052           0.0364427
      32             6.71895           0.0398429
      33             6.71326           0.0390706
      34             6.71405           0.0379461
      35             6.71122           0.0369855
      36             6.71061           0.0359771
      37             6.70525           0.0354254
      38             6.69997           0.0349072
      39             6.70181           0.0340729
      40              6.7037           0.0332853
      41             6.71272           0.0337111
      42             6.71873           0.0334629
      43             6.71371           0.0330773
      44             6.70635           0.0331595
      45             6.70665           0.0324321
      46             6.70586           0.0317444
      47              6.7147           0.0323092
      48             6.71695           0.0317228
      49              6.7227           0.0316087
      50             6.71646           0.0316039
      51             6.71495           0.0310271
      52              6.7142           0.0304453
      53             6.70916           0.0302982
      54             6.70764           0.0297809
      55             6.71576           0.0303509
      56             6.71786           0.0298872
      57              6.7276           0.0309409
      58             6.71893           0.0316234
      59             6.70953            0.032483
      60             6.70605           0.0321343
      61             6.70905           0.0317537
      62              6.7184           0.0326139
      63             6.71669           0.0321457
      64             6.71961           0.0317817
      65             6.72014           0.0313009
      66             6.71557           0.0311668
      67             6.71264           0.0308448
      68             6.71309           0.0303979
      69             6.71374           0.0299675
      70             6.71491           0.0295657
      71             6.72094           0.0297675
      72             6.71737           0.0295726
      73              6.7144           0.0293209
      74              6.7163           0.0289899
      75             6.71655           0.0286069
      76             6.71935            0.028372
      77             6.72207           0.0281371
      78             6.71845           0.0280139
      79              6.7174           0.0276813
      80             6.71518           0.0274274
      81             6.71225           0.0272493
      82             6.71166           0.0269255
      83             6.71276           0.0266259
      84             6.71502           0.0264079
      85             6.71747           0.0262133
      86             6.72017            0.026051
      87             6.72499           0.0262002
      88             6.72532           0.0259062
      89             6.72238            0.025785
      90             6.72326           0.0255154
      91              6.7207            0.025367
      92              6.7215           0.0251057
      93             6.71954           0.0249141
      94             6.72127           0.0247107
      95              6.7207           0.0244586
      96             6.72127            0.024212
      97             6.72013           0.0239909
      98             6.71966            0.023752
      99             6.72277            0.023719
