# RW_STEP = 63
# BLOCK:          PROG_MEAN:              ERROR:
       0             8.12773                   0
       1             8.11417           0.0135565
       2             8.12361           0.0122595
       3             7.90206            0.221721
       4             7.87959            0.173207
       5              7.9189            0.146783
       6              7.9475            0.127309
       7             7.94196            0.110392
       8             7.93271           0.0977947
       9             7.92379           0.0879243
      10             7.91382           0.0801534
      11             7.92567           0.0741235
      12             7.93225           0.0685007
      13             7.95024            0.065922
      14             7.96298           0.0626772
      15              7.9879           0.0637084
      16             7.97063           0.0622884
      17             7.97785           0.0591684
      18             7.97412           0.0560919
      19             7.97622           0.0532551
      20             7.96458           0.0519762
      21             7.97931           0.0516989
      22             7.97051           0.0501779
      23             7.98225           0.0494554
      24             7.98639           0.0476164
      25             7.99206           0.0460987
      26             7.98006           0.0459525
      27             7.98472           0.0445252
      28             7.98339           0.0429831
      29             7.97843            0.041821
      30             7.97592           0.0405272
      31             7.95927           0.0426265
      32             7.97194           0.0432135
      33             7.96722           0.0421879
      34             7.97335           0.0414206
      35             7.97066           0.0403433
      36             7.96667           0.0394401
      37              7.9649            0.038429
      38             7.95497           0.0387256
      39             7.95465           0.0377464
      40             7.95572           0.0368299
      41              7.9611           0.0363428
      42             7.96734           0.0360311
      43             7.96051           0.0358592
      44             7.96083           0.0350547
      45             7.96513           0.0345523
      46              7.9644           0.0338169
      47             7.96545           0.0331217
      48             7.96778           0.0325222
      49             7.98274           0.0351998
      50             7.98322           0.0345061
      51             7.98567           0.0339244
      52             7.98399           0.0333203
      53             7.97742           0.0333522
      54             7.97767           0.0327411
      55              7.9821           0.0324545
      56             7.98328           0.0319022
      57             7.99589           0.0337866
      58             7.98315           0.0355684
      59              7.9802           0.0350944
      60             7.98421           0.0347456
      61             7.98214           0.0342429
      62             7.98251           0.0336969
      63             7.97232           0.0346944
      64             7.98067           0.0351609
      65               7.981           0.0346257
      66             7.98085           0.0341053
      67             7.98039           0.0336031
      68             7.97882           0.0331501
      69             7.97663           0.0327463
      70             7.97808           0.0323144
      71             7.98623           0.0328888
      72             7.97985           0.0330563
      73              7.9819           0.0326708
      74             7.98039           0.0322674
      75              7.9847           0.0321301
      76             7.99025           0.0321918
      77             7.99497           0.0321247
      78             7.99719           0.0317934
      79             7.99371           0.0315857
      80             7.99382           0.0311935
      81             7.99124           0.0309188
      82             7.99161           0.0305463
      83             7.99023           0.0302123
      84             7.99205           0.0299101
      85             7.99464           0.0296734
      86             7.99382           0.0293417
      87             7.99998           0.0296531
      88             7.99968           0.0293195
      89              7.9979           0.0290464
      90             7.99983           0.0287899
      91             7.99574           0.0287673
      92             7.99816           0.0285589
      93             7.99731           0.0282662
      94              7.9993            0.028038
      95             7.99935           0.0277444
      96             8.00071           0.0274906
      97             7.99815           0.0273288
      98             7.99877           0.0270585
      99             8.00028           0.0268291
