# RW_STEP = 51
# BLOCK:          PROG_MEAN:              ERROR:
       0             6.94118                   0
       1             7.10583            0.164653
       2             7.17762            0.119124
       3             7.09165            0.120359
       4             7.07189           0.0953008
       5             7.08278            0.078571
       6             7.13962           0.0874072
       7             7.16249           0.0790759
       8              7.1603           0.0697726
       9             7.15673           0.0625085
      10             7.16356           0.0569522
      11             7.13425           0.0596865
      12             7.14197            0.055444
      13             7.15419           0.0527649
      14             7.18065            0.055797
      15             7.17274           0.0527894
      16             7.16451           0.0502659
      17             7.15282            0.048811
      18             7.16254           0.0471834
      19             7.16904            0.045231
      20             7.16792           0.0430377
      21             7.17607           0.0418353
      22             7.17856           0.0400523
      23             7.18089           0.0384183
      24             7.18404           0.0369833
      25             7.18582           0.0355773
      26             7.17878           0.0349509
      27             7.18406           0.0340911
      28             7.18041           0.0330968
      29             7.18069           0.0319757
      30             7.18394           0.0310975
      31             7.17419           0.0316518
      32             7.19151           0.0352326
      33             7.18672           0.0345152
      34              7.1904           0.0337166
      35             7.18744           0.0329003
      36             7.19253           0.0324004
      37             7.19225           0.0315375
      38             7.17949           0.0332614
      39             7.18239            0.032548
      40             7.18255           0.0317446
      41             7.19176           0.0323217
      42             7.20147           0.0330204
      43             7.19483            0.032937
      44             7.19224            0.032301
      45             7.19543           0.0317515
      46             7.20084           0.0315366
      47             7.20872           0.0318616
      48              7.2082           0.0312089
      49             7.21556            0.031452
      50              7.2095            0.031419
      51             7.21309           0.0310168
      52             7.21014           0.0305683
      53             7.20764           0.0301006
      54             7.20773           0.0295484
      55             7.21579           0.0301141
      56             7.21663           0.0295929
      57             7.22807            0.031249
      58             7.21678           0.0327237
      59             7.20853           0.0332153
      60             7.20581           0.0327792
      61             7.20914           0.0324174
      62             7.21446           0.0323399
      63             7.21114           0.0320042
      64             7.21655           0.0319698
      65             7.21859           0.0315477
      66             7.21656           0.0311397
      67             7.21398           0.0307864
      68             7.21593           0.0303995
      69             7.21518           0.0299713
      70             7.21608           0.0295597
      71             7.22012           0.0294256
      72             7.21567           0.0293597
      73             7.21302           0.0290807
      74             7.21545           0.0287923
      75             7.21675           0.0284407
      76             7.21967           0.0282207
      77             7.22226           0.0279765
      78             7.22189           0.0276226
      79             7.21974           0.0273598
      80             7.21917           0.0270259
      81             7.21648           0.0268295
      82             7.21746           0.0265225
      83             7.21563           0.0262685
      84             7.21613           0.0259624
      85             7.21739           0.0256893
      86                7.22           0.0255261
      87             7.22364           0.0254959
      88             7.22199           0.0252618
      89             7.21887           0.0251737
      90             7.22121           0.0250058
      91             7.21842           0.0248898
      92             7.22114           0.0247704
      93             7.22081           0.0245076
      94              7.2223           0.0242938
      95             7.22159             0.02405
      96             7.22306           0.0238465
      97              7.2223           0.0236142
      98             7.22196           0.0233769
      99             7.22466           0.0232982
