# RW_STEP = 80
# BLOCK:          PROG_MEAN:              ERROR:
       0             9.20761                   0
       1             9.00323            0.204371
       2             9.07461            0.137904
       3             8.79656            0.294654
       4             8.81084            0.228684
       5             8.86789            0.195241
       6             8.89167            0.166714
       7              8.8932            0.144387
       8             8.94133            0.136127
       9             8.93297            0.122042
      10             8.91216            0.112336
      11              8.8972            0.103633
      12             8.90383           0.0955585
      13             8.91109           0.0887679
      14             8.95764           0.0948482
      15             8.98182           0.0919582
      16             8.97856           0.0864413
      17             8.97547            0.081556
      18             8.98367           0.0775788
      19             8.97946           0.0737181
      20             8.95822           0.0732657
      21             8.97241           0.0712825
      22             8.95859           0.0695014
      23             8.98192           0.0705123
      24             8.99289           0.0685181
      25             9.00128           0.0663617
      26             8.99378           0.0642951
      27              8.9983           0.0621209
      28             9.00269           0.0601016
      29             8.99783           0.0582674
      30             9.00536           0.0568582
      31             8.99032           0.0570701
      32              9.0068           0.0577164
      33             8.99326           0.0576076
      34             9.00173           0.0565754
      35             8.99499           0.0553933
      36             8.99101           0.0540225
      37             8.99366           0.0526484
      38             8.98884           0.0515067
      39             8.98238           0.0506166
      40             8.99537           0.0510488
      41             8.98648           0.0506052
      42              8.9878            0.049432
      43             8.97804           0.0492732
      44             8.97929           0.0481821
      45             8.98314           0.0472801
      46             8.98451           0.0462836
      47             8.98688           0.0453711
      48             8.98974           0.0445273
      49             9.00073           0.0449913
      50             9.00547           0.0443539
      51              9.0085           0.0435979
      52             8.99989           0.0436254
      53             8.99027           0.0438768
      54             8.98615           0.0432685
      55             8.98626           0.0424889
      56             8.98381           0.0418089
      57             9.00076           0.0444413
      58             8.98932           0.0451545
      59             8.99629           0.0449392
      60              9.0025           0.0446314
      61             9.00286            0.043907
      62             9.00455           0.0432375
      63             8.98984           0.0450252
      64             8.99271           0.0444195
      65              8.9961           0.0438723
      66             8.99571           0.0432143
      67             8.99873           0.0426811
      68             8.99745           0.0420773
      69             8.99647           0.0414835
      70             8.99694           0.0408978
      71             9.01008           0.0424118
      72             9.00345           0.0423482
      73             9.00391           0.0417746
      74             9.00654           0.0412976
      75             9.01001           0.0408982
      76             9.01303           0.0404761
      77             9.01856           0.0403351
      78             9.01529           0.0399554
      79             9.01415           0.0394692
      80             9.01856           0.0392274
      81             9.01949           0.0387573
      82             9.02016           0.0382934
      83             9.01851           0.0378708
      84             9.01769           0.0374316
      85             9.01845           0.0370016
      86             9.01367           0.0368852
      87             9.01918           0.0368774
      88             9.01656           0.0365544
      89             9.01672           0.0361464
      90             9.01753           0.0357562
      91             9.01408            0.035534
      92             9.02125           0.0358737
      93             9.02168           0.0354927
      94             9.02208           0.0351194
      95             9.02298           0.0347632
      96             9.02617           0.0345509
      97             9.02144           0.0345219
      98             9.02142           0.0341715
      99             9.02162           0.0338287
