# RW_STEP = 81
# BLOCK:          PROG_MEAN:              ERROR:
       0             9.28547                   0
       1             9.05125            0.234222
       2             9.16856            0.179022
       3             8.88391            0.311533
       4             8.87371            0.241528
       5             8.91663            0.201825
       6             8.95042            0.173887
       7             8.94615            0.150651
       8             8.99445            0.141368
       9             8.98573            0.126744
      10             8.96978            0.115749
      11             8.95837            0.106278
      12             8.95815           0.0977615
      13              8.9669           0.0909323
      14             9.01609           0.0979034
      15              9.0424           0.0952866
      16             9.04004           0.0895374
      17              9.0359           0.0845182
      18             9.03942           0.0800236
      19             9.03236           0.0762442
      20             9.01579           0.0743907
      21             9.03147           0.0726393
      22             9.01452           0.0714474
      23               9.036           0.0716978
      24             9.04928           0.0700408
      25             9.05981           0.0681121
      26             9.05157           0.0660565
      27             9.05375           0.0636909
      28              9.0562           0.0615041
      29             9.05362           0.0594745
      30             9.06145            0.058054
      31             9.04553           0.0584199
      32             9.06234           0.0590622
      33             9.04932           0.0587589
      34             9.05693           0.0575603
      35             9.05026           0.0563341
      36             9.04567           0.0549826
      37             9.04833           0.0535819
      38             9.04451           0.0523294
      39             9.04018           0.0511879
      40             9.05431           0.0518866
      41             9.04668           0.0512078
      42             9.04773           0.0500138
      43             9.03572           0.0503176
      44             9.03631           0.0491902
      45             9.04245           0.0484994
      46             9.04183           0.0474603
      47             9.04388            0.046506
      48             9.04746           0.0456879
      49             9.06013            0.046523
      50             9.06429           0.0457915
      51             9.06636           0.0449497
      52             9.06073           0.0444511
      53             9.05321           0.0442642
      54             9.04834           0.0437243
      55             9.04755           0.0429435
      56             9.04631           0.0422017
      57             9.06229           0.0444391
      58             9.05144           0.0450049
      59              9.0575           0.0446612
      60             9.06379           0.0443715
      61              9.0659           0.0437009
      62             9.06901           0.0431138
      63              9.0543           0.0449113
      64             9.05668           0.0442787
      65             9.05985            0.043718
      66             9.05826           0.0430899
      67             9.06211           0.0426255
      68             9.06042           0.0420372
      69             9.05852           0.0414758
      70             9.06205           0.0410396
      71             9.07579           0.0427371
      72             9.06985           0.0425649
      73              9.0708           0.0419964
      74              9.0743           0.0415808
      75             9.07835           0.0412292
      76              9.0808            0.040764
      77             9.08671           0.0406692
      78             9.08294            0.040328
      79             9.08226           0.0398264
      80              9.0871           0.0396282
      81             9.08844           0.0391647
      82             9.08958            0.038707
      83             9.08915           0.0382459
      84             9.08849            0.037799
      85             9.08822           0.0373578
      86             9.08292           0.0373051
      87             9.08812           0.0372434
      88             9.08451           0.0369989
      89             9.08355           0.0365982
      90             9.08479           0.0362151
      91             9.08082            0.036038
      92             9.08736           0.0362416
      93             9.08679           0.0358584
      94             9.08742           0.0354845
      95             9.08723           0.0351135
      96             9.09106           0.0349608
      97             9.08571           0.0350142
      98             9.08548           0.0346595
      99             9.08597           0.0343146
