# RW_STEP = 28
# BLOCK:          PROG_MEAN:              ERROR:
       0             5.60357                   0
       1             5.54496           0.0586118
       2              5.5327           0.0359923
       3             5.45719           0.0796786
       4              5.3832           0.0963527
       5             5.38569           0.0787111
       6             5.40604           0.0695647
       7             5.38172           0.0649662
       8             5.40359            0.061326
       9             5.40231           0.0548667
      10             5.37384           0.0572119
      11             5.37833           0.0524196
      12             5.37238           0.0485851
      13             5.37541            0.045083
      14             5.37095           0.0422065
      15             5.38009           0.0405255
      16             5.35832           0.0438527
      17              5.3383           0.0459358
      18             5.34619           0.0441611
      19             5.35664           0.0431784
      20             5.35667           0.0410708
      21              5.3643           0.0398956
      22             5.37984           0.0411701
      23             5.37411           0.0398328
      24             5.37358           0.0382099
      25             5.38119           0.0374907
      26             5.37059           0.0375993
      27             5.36559           0.0365746
      28             5.36074           0.0356226
      29               5.359           0.0344587
      30             5.36086           0.0333805
      31             5.35709           0.0325396
      32             5.36222           0.0319522
      33             5.36108           0.0310191
      34             5.36092           0.0301202
      35             5.36241           0.0293099
      36             5.36645           0.0287912
      37              5.3667           0.0280244
      38             5.36385            0.027445
      39             5.36303           0.0267626
      40             5.36911           0.0268015
      41             5.37722           0.0273834
      42              5.3858           0.0280828
      43             5.38613           0.0274391
      44             5.38083           0.0273402
      45             5.37967           0.0267645
      46             5.37911           0.0261948
      47             5.38278           0.0259043
      48             5.38812           0.0259262
      49             5.39023           0.0254898
      50             5.38559           0.0254121
      51             5.38551           0.0249187
      52             5.38324           0.0245496
      53              5.3845           0.0241239
      54             5.38539           0.0236978
      55             5.39486           0.0251264
      56              5.3966           0.0247424
      57             5.40157           0.0248156
      58             5.39517           0.0252172
      59             5.38964           0.0254017
      60              5.3909           0.0250134
      61             5.39404           0.0248064
      62             5.39582           0.0244745
      63              5.3975           0.0241469
      64             5.39728           0.0237735
      65             5.39838           0.0234364
      66             5.39835            0.023084
      67             5.39641            0.022824
      68             5.39949           0.0227007
      69             5.40553           0.0231752
      70             5.40574           0.0228474
      71             5.40859            0.022707
      72             5.40768           0.0224122
      73             5.40343           0.0225122
      74             5.40319           0.0222114
      75             5.40561           0.0220509
      76             5.40673           0.0217914
      77             5.40707           0.0215129
      78             5.40608           0.0212617
      79             5.40619           0.0209946
      80             5.40353           0.0209042
      81             5.40137           0.0207599
      82             5.39936           0.0206065
      83             5.40243           0.0205892
      84             5.40367           0.0203835
      85             5.40307           0.0201542
      86             5.40196            0.019952
      87              5.4038             0.01981
      88             5.40147           0.0197246
      89             5.39822           0.0197734
      90              5.3948           0.0198512
      91             5.39212            0.019817
      92             5.38846           0.0199415
      93             5.38732           0.0197607
      94             5.38643           0.0195718
      95             5.38686           0.0193716
      96             5.38725           0.0191747
      97             5.38982           0.0191513
      98             5.38829           0.0190185
      99             5.39001            0.018906
