# RW_STEP = 17
# BLOCK:          PROG_MEAN:              ERROR:
       0             4.43847                   0
       1             4.36516           0.0733077
       2             4.36537           0.0423247
       3             4.36203           0.0301138
       4             4.33626           0.0347554
       5             4.32419           0.0308406
       6             4.32255            0.026116
       7              4.2958           0.0350325
       8             4.28224            0.033742
       9             4.28063           0.0302227
      10             4.26321           0.0324158
      11             4.28099           0.0345238
      12             4.28522           0.0320369
      13             4.28082           0.0299837
      14             4.28234           0.0279541
      15              4.2904           0.0273637
      16             4.26691           0.0348225
      17             4.26319           0.0330407
      18             4.26396           0.0312629
      19             4.27065           0.0304034
      20             4.26853           0.0289971
      21             4.27305           0.0280154
      22             4.27407           0.0267891
      23             4.26768           0.0264329
      24             4.26488            0.025508
      25             4.25708           0.0257193
      26             4.25085           0.0255192
      27             4.25602           0.0251273
      28             4.25572           0.0242472
      29             4.26293           0.0245107
      30             4.26205           0.0237233
      31             4.25679           0.0235634
      32             4.26607             0.02465
      33             4.26356           0.0240448
      34             4.26004           0.0236129
      35             4.25968           0.0229503
      36             4.25762           0.0224167
      37             4.25382           0.0221464
      38             4.25146              0.0217
      39             4.25328           0.0212289
      40             4.25479           0.0207594
      41             4.26034           0.0210048
      42             4.26809           0.0219249
      43             4.27155           0.0216987
      44             4.26889           0.0213765
      45              4.2699           0.0209307
      46             4.26846           0.0205309
      47              4.2721           0.0204248
      48             4.27174           0.0200068
      49             4.27462           0.0198135
      50             4.27174           0.0196329
      51             4.27159           0.0192522
      52             4.27127           0.0188882
      53             4.27272            0.018592
      54             4.27061           0.0183719
      55             4.27413           0.0183808
      56             4.27634             0.01819
      57             4.27693           0.0178833
      58             4.27078           0.0186224
      59               4.265           0.0191985
      60             4.26164           0.0191792
      61             4.26265           0.0188944
      62             4.26601           0.0188934
      63             4.26992           0.0190037
      64             4.27234           0.0188648
      65             4.27648           0.0190317
      66             4.27798           0.0188057
      67             4.27386           0.0189807
      68             4.27272           0.0187382
      69             4.27896           0.0194945
      70             4.27868             0.01922
      71             4.27947           0.0189678
      72             4.28227           0.0189134
      73             4.27979           0.0188201
      74             4.27552           0.0190514
      75             4.27677           0.0188404
      76             4.27626            0.018601
      77             4.27831           0.0184751
      78             4.27305           0.0189835
      79             4.27568           0.0189281
      80             4.27329           0.0188457
      81             4.27095           0.0187606
      82             4.26732           0.0188848
      83             4.27286           0.0194643
      84             4.27457           0.0193098
      85             4.27035           0.0195453
      86             4.26916           0.0193561
      87             4.27353           0.0196284
      88             4.27151           0.0195112
      89             4.26986           0.0193636
      90             4.26902           0.0191683
      91             4.26628            0.019155
      92              4.2649           0.0189983
      93             4.26277           0.0189157
      94             4.26293           0.0187162
      95             4.26328           0.0185235
      96             4.26304            0.018333
      97             4.26641           0.0184556
      98             4.26858           0.0183965
      99             4.27115           0.0183919
