# RW_STEP = 69
# BLOCK:          PROG_MEAN:              ERROR:
       0             8.54634                   0
       1             8.49573           0.0506137
       2             8.41861           0.0824673
       3             8.18078            0.244882
       4             8.15185            0.191877
       5             8.19836            0.163424
       6             8.21898            0.139649
       7             8.22359            0.121027
       8             8.28713            0.124217
       9             8.27598            0.111662
      10             8.26696            0.101404
      11             8.26057            0.092789
      12             8.27522           0.0866019
      13             8.28634           0.0809452
      14             8.31096           0.0792757
      15             8.33452           0.0778084
      16             8.31152           0.0766212
      17             8.31624            0.072393
      18             8.32071           0.0686227
      19             8.32443           0.0652078
      20             8.31477           0.0627727
      21             8.33048           0.0618773
      22             8.31431           0.0612962
      23             8.32158           0.0591353
      24             8.32738           0.0570157
      25             8.33746           0.0556991
      26             8.32823           0.0543853
      27             8.33459           0.0527922
      28             8.33545           0.0509465
      29             8.33268            0.049297
      30             8.33562           0.0477707
      31             8.31763           0.0496267
      32             8.33191           0.0501723
      33             8.32144           0.0497858
      34             8.32565           0.0485253
      35             8.32526           0.0471598
      36              8.3221           0.0459759
      37             8.32157           0.0447528
      38             8.31291           0.0444426
      39             8.30633           0.0438137
      40              8.3096           0.0428566
      41             8.31121           0.0418548
      42             8.31895           0.0415965
      43              8.3155           0.0407866
      44             8.31642           0.0398806
      45             8.31832             0.03905
      46             8.32119            0.038318
      47             8.32454           0.0376601
      48             8.32763           0.0370125
      49             8.33922           0.0380728
      50             8.34227           0.0374432
      51             8.34729           0.0370581
      52             8.34273           0.0366372
      53              8.3348           0.0368164
      54             8.33514           0.0361424
      55             8.33585           0.0354982
      56              8.3346           0.0348924
      57             8.34939           0.0373394
      58             8.33561           0.0392015
      59             8.33895           0.0386867
      60             8.34344           0.0383112
      61             8.34263           0.0376968
      62             8.34358           0.0371058
      63             8.33157           0.0384453
      64             8.33716           0.0382596
      65              8.3372           0.0376755
      66             8.33962           0.0371878
      67             8.34204           0.0367166
      68             8.33701           0.0365285
      69             8.33817           0.0360214
      70             8.34002           0.0355589
      71             8.35089           0.0367072
      72             8.34572           0.0365677
      73             8.34785           0.0361327
      74             8.34628           0.0356821
      75             8.35415           0.0360779
      76             8.35871           0.0358969
      77             8.36326            0.035724
      78              8.3661           0.0353838
      79              8.3655            0.034944
      80             8.36959           0.0347519
      81              8.3689           0.0343325
      82             8.37188            0.034047
      83             8.37055           0.0336653
      84             8.37217           0.0333059
      85             8.37306           0.0329284
      86             8.37135           0.0325925
      87             8.37689           0.0326929
      88              8.3753           0.0323626
      89             8.37457           0.0320092
      90             8.37545           0.0316677
      91             8.37111           0.0316208
      92             8.37608           0.0316706
      93             8.37477            0.031359
      94             8.37679           0.0310925
      95             8.37803           0.0307919
      96             8.37872           0.0304807
      97             8.37549           0.0303404
      98             8.37727           0.0300846
      99             8.38189           0.0301391
