# RW_STEP = 70
# BLOCK:          PROG_MEAN:              ERROR:
       0             8.59767                   0
       1             8.54678           0.0508964
       2             8.47434           0.0781706
       3             8.24883            0.232181
       4             8.21226            0.183527
       5             8.24653            0.153717
       6             8.27134            0.132263
       7              8.2822            0.115057
       8             8.34288            0.118232
       9             8.33757            0.105884
      10             8.32584            0.096491
      11             8.32273           0.0881387
      12             8.33822            0.082542
      13             8.34408           0.0766431
      14             8.37159           0.0764701
      15             8.39637            0.075703
      16             8.37232            0.075068
      17             8.37584           0.0708622
      18             8.37973            0.067142
      19             8.38051           0.0637012
      20             8.36929           0.0616216
      21             8.38876           0.0618973
      22             8.37257           0.0613226
      23             8.38185           0.0594412
      24             8.38552           0.0571317
      25             8.39568            0.055824
      26             8.38821            0.054234
      27             8.39016           0.0522975
      28             8.39266           0.0505242
      29             8.39052           0.0488582
      30             8.39113           0.0472598
      31             8.37417           0.0487993
      32             8.38794           0.0492592
      33              8.3792           0.0485814
      34             8.38444           0.0474634
      35             8.38355           0.0461348
      36             8.38289           0.0448753
      37             8.38441           0.0437046
      38             8.37541           0.0435088
      39             8.36891           0.0429024
      40             8.37008           0.0418591
      41             8.37147            0.040874
      42             8.37859           0.0405419
      43             8.37123           0.0402875
      44             8.37258           0.0394053
      45             8.37382           0.0385591
      46             8.37667           0.0378371
      47             8.38047           0.0372351
      48             8.38259           0.0365286
      49             8.39458           0.0377462
      50             8.39849           0.0372051
      51             8.40206           0.0366561
      52             8.39916           0.0360741
      53             8.39154           0.0362114
      54             8.39182            0.035548
      55             8.39275           0.0349199
      56             8.39185           0.0343136
      57             8.40577           0.0364752
      58             8.39153           0.0385755
      59             8.39626           0.0382208
      60             8.39985           0.0377598
      61             8.39888           0.0371582
      62             8.39905            0.036564
      63             8.38724           0.0378761
      64             8.39337           0.0377881
      65             8.39285           0.0372147
      66             8.39537           0.0367414
      67             8.39845           0.0363277
      68             8.39444           0.0360215
      69             8.39421           0.0355039
      70             8.39684           0.0350994
      71             8.40771           0.0362747
      72             8.40283           0.0361064
      73             8.40566            0.035728
      74             8.40414           0.0352815
      75             8.41221           0.0357382
      76             8.41711           0.0356102
      77             8.42185            0.035468
      78             8.42442            0.035111
      79             8.42354           0.0346807
      80             8.42682           0.0344064
      81             8.42633           0.0339877
      82             8.42872           0.0336604
      83             8.42766           0.0332739
      84             8.42898           0.0329064
      85             8.42982           0.0325325
      86             8.42789           0.0322142
      87             8.43339           0.0323173
      88              8.4311           0.0320344
      89             8.43179            0.031684
      90             8.43283           0.0313512
      91             8.42994           0.0311428
      92             8.43455           0.0311495
      93             8.43338           0.0308385
      94             8.43438           0.0305283
      95              8.4362           0.0302635
      96             8.43764           0.0299843
      97             8.43451           0.0298408
      98              8.4367           0.0296187
      99             8.44225           0.0298427
