# RW_STEP = 42
# BLOCK:          PROG_MEAN:              ERROR:
       0             6.57723                   0
       1             6.63152           0.0542862
       2             6.65658           0.0401318
       3             6.52867            0.131027
       4               6.485             0.11049
       5             6.49478           0.0907436
       6             6.52803           0.0835914
       7             6.53456           0.0726862
       8             6.52893           0.0643506
       9              6.5597           0.0652675
      10             6.57076            0.060063
      11             6.55011           0.0585889
      12             6.56433           0.0557387
      13             6.57397           0.0524962
      14             6.59912           0.0549643
      15             6.59432           0.0516383
      16             6.57891           0.0508927
      17             6.55867           0.0520783
      18             6.57168           0.0509505
      19              6.5858           0.0503577
      20             6.57238           0.0497444
      21             6.58519           0.0491288
      22              6.5859           0.0469495
      23             6.57626            0.045973
      24              6.5816           0.0444175
      25             6.59548           0.0448772
      26             6.58674           0.0440606
      27             6.58509           0.0424897
      28             6.58319           0.0410425
      29             6.58339           0.0396514
      30             6.58083           0.0384367
      31             6.57591             0.03754
      32             6.59469            0.040948
      33             6.59002           0.0399992
      34             6.58809           0.0388878
      35             6.58664           0.0378197
      36             6.58782           0.0368023
      37             6.58068           0.0365246
      38             6.57677           0.0357903
      39             6.57769           0.0348963
      40             6.57849            0.034044
      41             6.58506           0.0338658
      42             6.58992           0.0334243
      43             6.58471           0.0330683
      44             6.57461            0.033866
      45             6.57122           0.0332945
      46             6.57129           0.0325785
      47             6.57648           0.0323126
      48             6.57785           0.0316761
      49             6.58112            0.031207
      50             6.57471           0.0312518
      51             6.57276           0.0307072
      52             6.57131           0.0301569
      53             6.56488           0.0302835
      54             6.56225           0.0298438
      55             6.57068           0.0304938
      56              6.5717           0.0299713
      57             6.57967           0.0305105
      58             6.56877           0.0319098
      59             6.55984           0.0326184
      60             6.55586            0.032326
      61             6.55944           0.0320014
      62             6.56677           0.0323318
      63             6.56443           0.0319084
      64             6.56674            0.031498
      65             6.56811           0.0310474
      66             6.56204           0.0311778
      67             6.56025           0.0307679
      68             6.56231           0.0303884
      69             6.56285            0.029956
      70             6.56596           0.0296946
      71             6.57099           0.0297084
      72             6.56854           0.0294008
      73             6.56746            0.029021
      74             6.56813           0.0286394
      75             6.56775           0.0282626
      76             6.56915           0.0279281
      77             6.57141           0.0276602
      78             6.56822           0.0274929
      79             6.56717           0.0271675
      80              6.5651           0.0269093
      81             6.56301           0.0266611
      82             6.56217           0.0263514
      83             6.56269           0.0260411
      84              6.5639           0.0257609
      85             6.56573           0.0255256
      86             6.56769           0.0253067
      87             6.57177            0.025348
      88             6.57115           0.0250694
      89              6.5689           0.0248912
      90             6.56927            0.024619
      91             6.56653           0.0245042
      92             6.56805           0.0242871
      93             6.56505           0.0242134
      94             6.56731           0.0240631
      95             6.56615           0.0238394
      96             6.56694           0.0236054
      97             6.56701           0.0233634
      98             6.56668           0.0231285
      99             6.56967           0.0230907
