# RW_STEP = 23
# BLOCK:          PROG_MEAN:              ERROR:
       0             4.97795                   0
       1             4.92721           0.0507386
       2             4.96012           0.0440566
       3             4.96106           0.0311668
       4             4.93756           0.0336915
       5             4.95195            0.031049
       6             4.96818           0.0308552
       7             4.93373           0.0436022
       8             4.92896           0.0387482
       9             4.90553           0.0418333
      10             4.89328           0.0397742
      11             4.89765           0.0365706
      12             4.89126           0.0342418
      13             4.89716           0.0322471
      14             4.89373           0.0302164
      15             4.90273           0.0296657
      16             4.87436            0.039768
      17             4.86426           0.0388304
      18             4.86865           0.0369916
      19             4.87412           0.0355163
      20             4.87394           0.0337832
      21             4.87683           0.0323408
      22             4.88418           0.0317638
      23             4.88084           0.0305938
      24             4.88075           0.0293447
      25             4.87797           0.0283307
      26             4.86847           0.0288664
      27              4.8708           0.0279133
      28              4.8659           0.0273761
      29             4.87202           0.0271486
      30              4.8699           0.0263438
      31             4.86133           0.0269086
      32             4.87183           0.0281131
      33             4.86774           0.0275783
      34               4.871           0.0269769
      35              4.8752             0.02655
      36             4.87808           0.0259832
      37             4.87745           0.0252982
      38             4.87899           0.0246892
      39             4.87903           0.0240641
      40             4.87922           0.0234706
      41             4.89236           0.0264099
      42             4.90041           0.0270143
      43             4.90358           0.0265827
      44              4.8963           0.0269855
      45             4.89894           0.0265246
      46             4.90224           0.0261622
      47             4.90868           0.0264094
      48             4.90968           0.0258843
      49             4.91382           0.0256969
      50              4.9078           0.0258987
      51             4.90604           0.0254562
      52             4.90201           0.0252941
      53             4.90312            0.024846
      54             4.90485            0.024451
      55             4.91053           0.0246735
      56             4.91157           0.0242591
      57             4.91581           0.0242114
      58             4.91159           0.0241686
      59             4.90453           0.0247901
      60             4.90268           0.0244504
      61             4.90512           0.0241758
      62             4.90732           0.0238907
      63              4.9105           0.0237283
      64             4.91082           0.0233627
      65             4.91441           0.0232845
      66              4.9146           0.0229352
      67             4.91115           0.0228578
      68             4.91238           0.0225577
      69             4.91958            0.023371
      70             4.91767           0.0231193
      71             4.92018           0.0229346
      72             4.92263           0.0227506
      73             4.91848           0.0228224
      74             4.91715           0.0225553
      75              4.9191            0.022342
      76             4.92082           0.0221171
      77              4.9225           0.0218962
      78             4.91886           0.0219221
      79             4.91843           0.0216506
      80             4.91514           0.0216334
      81               4.913           0.0214754
      82             4.90806           0.0217817
      83             4.91244           0.0219629
      84             4.91445           0.0217959
      85             4.91273           0.0216095
      86             4.90991           0.0215457
      87             4.91353           0.0216055
      88             4.91392           0.0213648
      89             4.91162           0.0212503
      90             4.90984           0.0210906
      91             4.90849           0.0209039
      92             4.90708           0.0207262
      93             4.90572           0.0205497
      94             4.90677           0.0203596
      95             4.90861           0.0202301
      96             4.90781           0.0200364
      97             4.91211           0.0202916
      98             4.91304           0.0201071
      99             4.91562           0.0200715
