# RW_STEP = 62
# BLOCK:          PROG_MEAN:              ERROR:
       0             7.98373                   0
       1             8.01865           0.0349186
       2             8.06525           0.0507676
       3             7.84058            0.227514
       4             7.83246            0.176418
       5             7.85809            0.146307
       6              7.9031            0.131588
       7             7.89819            0.114064
       8             7.89494            0.100647
       9             7.87681           0.0918295
      10             7.86959           0.0833757
      11             7.87239           0.0761627
      12             7.87748           0.0702439
      13             7.89482           0.0673072
      14             7.90607           0.0636606
      15             7.92884           0.0637548
      16             7.90996           0.0627926
      17             7.91697           0.0596152
      18             7.92003           0.0564729
      19             7.92208           0.0536143
      20             7.90856           0.0527603
      21             7.92319           0.0523894
      22             7.92005           0.0501578
      23             7.92988           0.0490182
      24             7.93209           0.0470683
      25             7.93814           0.0456252
      26             7.92776            0.045115
      27             7.93136           0.0436231
      28              7.9289           0.0421638
      29              7.9231           0.0411445
      30             7.92189           0.0398137
      31             7.91063           0.0401587
      32             7.92568           0.0417295
      33             7.91795           0.0412148
      34             7.92303           0.0403407
      35             7.92039           0.0392926
      36             7.91502           0.0385925
      37             7.91494           0.0375633
      38             7.90503           0.0379047
      39             7.90362           0.0369719
      40             7.90318           0.0360616
      41             7.90954           0.0357642
      42             7.91513           0.0353669
      43             7.90869           0.0351498
      44             7.90943            0.034368
      45             7.91249           0.0337508
      46             7.91392           0.0330561
      47              7.9167           0.0324793
      48             7.91776           0.0318273
      49             7.93201           0.0342851
      50             7.93197           0.0336062
      51             7.93383            0.033006
      52             7.93135           0.0324719
      53             7.92555           0.0323876
      54             7.92487           0.0318006
      55              7.9277           0.0313555
      56             7.93013           0.0308959
      57             7.94255           0.0328043
      58             7.92819           0.0352983
      59             7.92524           0.0348303
      60             7.92832           0.0343925
      61             7.92787           0.0338362
      62             7.92927           0.0333243
      63             7.92033            0.033998
      64             7.92714           0.0341567
      65             7.92681           0.0336368
      66             7.92691           0.0331311
      67             7.92508           0.0326914
      68             7.92375           0.0322416
      69             7.92206           0.0318228
      70             7.92354           0.0314065
      71             7.93037            0.031712
      72             7.92452            0.031817
      73             7.92652           0.0314474
      74             7.92634           0.0310258
      75             7.92985           0.0308148
      76             7.93583           0.0309947
      77             7.94134           0.0310865
      78             7.94255           0.0307146
      79             7.93972           0.0304599
      80             7.93935           0.0300838
      81             7.93721           0.0297915
      82             7.93768           0.0294341
      83             7.93641           0.0291095
      84             7.93812            0.028816
      85             7.93975           0.0285256
      86             7.93769           0.0282713
      87             7.94291           0.0284326
      88             7.94262           0.0281129
      89             7.94035           0.0278914
      90             7.94203           0.0276343
      91              7.9387           0.0275347
      92             7.94097           0.0273314
      93             7.94011           0.0270528
      94             7.94219           0.0268471
      95             7.94187           0.0265678
      96             7.94274           0.0263069
      97             7.94058            0.026127
      98             7.94158           0.0258812
      99             7.94236           0.0256331
