# RW_STEP = 94
# BLOCK:          PROG_MEAN:              ERROR:
       0             9.88433                   0
       1             9.70819             0.17614
       2             9.83896            0.165656
       3             9.57125            0.292214
       4             9.54803            0.227536
       5             9.57979            0.188477
       6             9.58877            0.159545
       7             9.62077            0.141828
       8             9.64453            0.127318
       9             9.62167            0.116148
      10             9.61781            0.105131
      11             9.59797           0.0979996
      12             9.62442            0.093947
      13             9.61745           0.0872571
      14              9.6844            0.105265
      15             9.71723            0.103798
      16             9.71825           0.0975062
      17             9.71698           0.0919385
      18             9.73108           0.0881017
      19             9.71966           0.0843575
      20             9.70983           0.0808404
      21             9.72147           0.0779525
      22             9.70619           0.0760361
      23             9.70951           0.0728743
      24             9.71896            0.070535
      25             9.73493           0.0696235
      26              9.7373           0.0670372
      27             9.73146           0.0648616
      28             9.73372           0.0626258
      29               9.727           0.0608746
      30             9.73142           0.0590439
      31             9.71488           0.0595134
      32             9.73328            0.060543
      33             9.71431           0.0617213
      34             9.72009           0.0602101
      35             9.71076           0.0592537
      36             9.71572           0.0578434
      37             9.72404           0.0569123
      38             9.71376           0.0563791
      39             9.71358           0.0549519
      40             9.72626           0.0550733
      41             9.72091           0.0540116
      42             9.71681           0.0528997
      43             9.71202           0.0519055
      44             9.71517           0.0508368
      45             9.71359           0.0497444
      46             9.71117           0.0487345
      47             9.71463           0.0478337
      48             9.72015           0.0471711
      49             9.73471           0.0484561
      50             9.74287           0.0481923
      51             9.74304           0.0472568
      52             9.73689           0.0467629
      53             9.73861           0.0459209
      54             9.74392           0.0453905
      55             9.74221           0.0446056
      56             9.74468            0.043886
      57             9.75763           0.0450249
      58             9.74915           0.0450599
      59             9.75636           0.0448843
      60             9.75483           0.0441687
      61             9.75972           0.0437245
      62             9.75924           0.0430275
      63             9.74345           0.0451975
      64              9.7492            0.044867
      65             9.75405           0.0444481
      66             9.74967           0.0439984
      67             9.75185            0.043401
      68             9.75246           0.0427718
      69             9.75283           0.0421579
      70             9.75464           0.0415993
      71             9.76407           0.0420875
      72             9.76156           0.0415825
      73             9.75838           0.0411403
      74             9.76222           0.0407699
      75             9.76134           0.0402395
      76             9.76231           0.0397252
      77             9.76735           0.0395358
      78             9.76224            0.039365
      79             9.76231           0.0388699
      80              9.7687           0.0389156
      81             9.76729            0.038464
      82             9.76922           0.0380469
      83             9.76665           0.0376792
      84             9.76684           0.0372338
      85              9.7707            0.037001
      86             9.76233           0.0375198
      87              9.7669           0.0373717
      88              9.7654           0.0369799
      89             9.76487           0.0365705
      90             9.76371            0.036185
      91             9.76316           0.0357938
      92             9.76822           0.0357674
      93             9.76819           0.0353848
      94             9.77063           0.0350953
      95             9.77329           0.0348295
      96             9.77782            0.034765
      97             9.77176           0.0349385
      98              9.7723            0.034588
      99             9.77246           0.0342407
