# RW_STEP = 99
# BLOCK:          PROG_MEAN:              ERROR:
       0             10.1735                   0
       1             10.0562            0.117341
       2              10.134            0.103224
       3              9.8366            0.306266
       4             9.80194             0.23975
       5             9.83011            0.197772
       6             9.83844            0.167355
       7             9.87119            0.148589
       8             9.88272             0.13155
       9              9.8681            0.118566
      10              9.8634            0.107351
      11             9.83447            0.102177
      12             9.87241            0.101356
      13             9.86643           0.0940273
      14              9.9211            0.103203
      15             9.94402           0.0992214
      16             9.93741           0.0934367
      17                9.93           0.0884038
      18             9.93835           0.0840373
      19             9.93225           0.0799579
      20             9.93304           0.0760593
      21             9.94571            0.073618
      22             9.92818           0.0724956
      23             9.92143           0.0697363
      24             9.93108           0.0675812
      25             9.94592           0.0666047
      26             9.94161           0.0642351
      27             9.94555           0.0620236
      28             9.95345           0.0603651
      29             9.95165           0.0583459
      30             9.95514           0.0565402
      31             9.94277            0.056125
      32             9.96108           0.0573969
      33               9.948           0.0571992
      34             9.95511           0.0559949
      35             9.94426           0.0554884
      36              9.9479             0.05409
      37             9.95468           0.0530833
      38             9.94207           0.0532218
      39             9.94603           0.0520252
      40             9.96232           0.0532929
      41             9.95322           0.0527984
      42             9.95013           0.0516484
      43             9.94937           0.0504666
      44             9.95525           0.0496809
      45             9.95203           0.0486955
      46             9.94957           0.0477113
      47             9.95083           0.0467237
      48             9.95753            0.046248
      49             9.97187           0.0475269
      50             9.98083           0.0474395
      51             9.97613           0.0467549
      52             9.96834           0.0465204
      53              9.9715           0.0457601
      54              9.9772           0.0452804
      55             9.97807            0.044473
      56             9.97842           0.0436872
      57             9.98924           0.0442686
      58             9.98469           0.0437485
      59             9.99376           0.0439595
      60             9.98966           0.0434267
      61             9.99352           0.0428937
      62             9.99049           0.0423155
      63             9.97364           0.0449302
      64             9.98077           0.0448054
      65             9.98399           0.0442385
      66             9.98007           0.0437495
      67             9.98131           0.0431193
      68             9.98027           0.0425025
      69             9.98058           0.0418921
      70              9.9888           0.0421077
      71             9.99796           0.0425162
      72             9.99323           0.0421952
      73             9.99236           0.0416302
      74              9.9963             0.04126
      75             9.99631           0.0407134
      76             9.99774           0.0402067
      77              10.001           0.0398244
      78             9.99801           0.0394332
      79             9.99834           0.0389385
      80             10.0055           0.0391242
      81              10.004           0.0386733
      82             10.0052           0.0382229
      83             10.0017           0.0379274
      84             10.0013           0.0374812
      85             10.0053           0.0372591
      86             9.99869           0.0374135
      87             10.0044           0.0374228
      88             10.0022           0.0370663
      89             10.0036           0.0366784
      90             10.0009           0.0363708
      91             9.99909           0.0360193
      92              10.005           0.0361104
      93             10.0037           0.0357468
      94             10.0064            0.035471
      95              10.006           0.0351014
      96             10.0116           0.0351764
      97              10.006             0.03526
      98             10.0073           0.0349256
      99              10.007           0.0345753
