# RW_STEP = 3
# BLOCK:          PROG_MEAN:              ERROR:
       0             2.05913                   0
       1             2.08075           0.0216268
       2             2.07999           0.0125096
       3             2.06373           0.0185114
       4             2.05694           0.0158652
       5             2.05159           0.0140147
       6             2.04135           0.0156583
       7             2.04478           0.0139884
       8             2.03475           0.0159015
       9             2.03572           0.0142562
      10             2.03961           0.0134678
      11             2.05069           0.0165497
      12              2.0397           0.0187732
      13             2.03758           0.0175098
      14             2.03507           0.0164922
      15             2.02972           0.0163307
      16             2.02408           0.0163426
      17             2.02603           0.0155304
      18             2.02145           0.0153867
      19             2.02668           0.0155054
      20             2.02445           0.0149159
      21             2.02402           0.0142283
      22             2.02341           0.0136093
      23              2.0255            0.013197
      24             2.02408           0.0127376
      25             2.02354           0.0122499
      26             2.02155           0.0119545
      27             2.01616           0.0127152
      28             2.01315            0.012634
      29             2.01938           0.0137029
      30             2.01987           0.0132627
      31             2.01878           0.0128878
      32             2.02073           0.0126431
      33             2.01953           0.0123243
      34             2.01855           0.0120077
      35             2.02087           0.0118995
      36             2.02125           0.0115795
      37             2.02042           0.0113006
      38             2.01926           0.0110689
      39              2.0189           0.0107945
      40             2.01758           0.0106107
      41              2.0162           0.0104466
      42              2.0172           0.0102495
      43             2.01782           0.0100331
      44             2.02012           0.0100737
      45             2.01924          0.00989096
      46             2.01754          0.00982739
      47             2.01891          0.00971745
      48             2.01992          0.00957142
      49             2.01831          0.00951643
      50             2.01675          0.00945646
      51             2.01565          0.00933776
      52              2.0162          0.00917604
      53             2.01506          0.00907675
      54             2.01405          0.00896707
      55             2.01317          0.00884949
      56             2.01249          0.00871882
      57             2.01363          0.00864234
      58             2.01407            0.008506
      59             2.01433          0.00836713
      60             2.01327          0.00829747
      61             2.01401          0.00819599
      62              2.0148          0.00810375
      63             2.01441          0.00798555
      64             2.01457          0.00786338
      65             2.01343          0.00782736
      66             2.01397          0.00772831
      67             2.01449          0.00763161
      68             2.01324          0.00762221
      69             2.01334          0.00751313
      70               2.012          0.00752646
      71             2.01211            0.007422
      72             2.01341          0.00743446
      73             2.01337          0.00733345
      74             2.01391          0.00725553
      75             2.01438          0.00717463
      76              2.0132          0.00717845
      77             2.01225          0.00714926
      78             2.01177          0.00707405
      79             2.01308          0.00710691
      80             2.01395           0.0070719
      81             2.01316           0.0070294
      82             2.01258          0.00696871
      83             2.01284          0.00689028
      84             2.01439          0.00698337
      85              2.0134          0.00697321
      86             2.01307          0.00690034
      87             2.01211          0.00688848
      88             2.01112          0.00688297
      89             2.01122          0.00680677
      90              2.0107          0.00675094
      91             2.01112          0.00669038
      92             2.01041          0.00665704
      93             2.01024          0.00658788
      94             2.01101          0.00656333
      95             2.01063          0.00650552
      96             2.01042          0.00644163
      97             2.01207          0.00658672
      98             2.01054          0.00669812
      99             2.01063          0.00663146
