#       TEMPERATURE:                 MU:              SIGMA:             AVE_LE:              ERROR:         ACCEPTANCE:      LAST_X_WALKER:
                 1.5             4.11397              2.1445             488.853             9.76607            0.746667             3.81377
               1.425             3.78305             2.02803             341.789             6.83096            0.946667            -3.77415
             1.35375             3.87152             1.66684             314.776             6.25804                0.92            -4.20712
             1.28606             3.68245             1.26132             215.671              4.2782            0.933333            -3.53871
             1.22176             3.67385             1.22293             212.064             4.20753                0.84            -5.50398
             1.16067             2.83257            0.889992             62.2796             1.23534            0.906667             3.99852
             1.10264             2.49764            0.446431              28.058             0.55612            0.906667             2.65209
             1.04751             2.23797            0.575443             18.3002             0.36343            0.946667             -1.7215
            0.995131             1.47124            0.137219              12.095            0.247405            0.946667             1.51519
            0.945374             1.53714            0.933467             5.18795               0.104                0.96             1.50424
            0.898105             1.14302            0.761793            0.457412           0.0101654                0.92              1.4624
              0.8532             1.04807            0.613817           -0.187293            0.003939            0.893333             -1.3022
             0.81054            0.495209            0.732134           -0.240501          0.00485815                0.96           -0.339082
            0.770013          -0.0943855            0.907098           -0.227407          0.00465904                0.84           -0.183844
            0.731512           0.0743105             1.15543            -0.13979          0.00403894                0.96            0.593798
            0.694937            0.181755             1.27701           -0.159427          0.00439925            0.866667            0.823683
             0.66019           -0.203753            0.537623             0.13887          0.00587771            0.853333           -0.334099
            0.627181            0.304534            0.993547           -0.247973          0.00520911            0.986667           -0.410084
            0.595821            0.172556            0.910573           -0.217476          0.00457266            0.906667             1.14015
             0.56603            0.943816             0.73937           -0.199278          0.00453898            0.946667             0.22884
            0.537729            0.837235            0.771884           -0.301942           0.0062024                 0.8            0.386761
            0.510842            0.580725            0.810635           -0.292834          0.00592664            0.826667           -0.874902
              0.4853            0.807922            0.902585          -0.0890755          0.00357939            0.746667            -1.20276
            0.461035            0.652248            0.943026           -0.193774          0.00427583            0.853333            -1.06843
            0.437984             0.13666             1.02131           -0.222445          0.00471357            0.746667          -0.0360592
            0.416084            0.124638            0.983817           -0.263363          0.00536054                0.84            0.167312
             0.39528            0.155229            0.600288           -0.251693          0.00522088            0.706667            0.134005
            0.375516            0.331186            0.917027           -0.251743          0.00513193            0.973333            0.919751
             0.35674             0.51917            0.502653           -0.111982          0.00253171            0.906667           -0.882253
            0.338903             0.62899            0.394967           -0.108647           0.0025121            0.813333           0.0779807
            0.321958            0.938208            0.473957           -0.131279          0.00305945            0.866667             1.04721
             0.30586            0.853198            0.613548           -0.426663          0.00846916                 0.6            -1.57697
            0.290567            0.412557             1.05535           -0.427738          0.00849794            0.453333            0.812015
            0.276039            -0.13074            0.504348           -0.201089          0.00463591            0.626667           -0.249832
            0.262237          -0.0279847             1.10582           -0.213397          0.00495803            0.986667           -0.269321
            0.249125          -0.0773241             0.91242            -0.22049          0.00463791            0.866667           -0.559175
            0.236669            0.578726            0.916392           -0.241112          0.00510758            0.826667            -1.27986
            0.224835            0.950148              0.5445           -0.306434           0.0061199            0.893333            0.975788
            0.213594            0.338395            0.610035           -0.312991          0.00624684                0.68           -0.269977
            0.202914            0.100467            0.698208           0.0615189          0.00177277            0.973333            0.884885
            0.192768            0.341231            0.898149           -0.271897          0.00550025            0.933333           -0.899791
             0.18313            0.521829            0.928138           -0.245239          0.00520947                 0.6           -0.114917
            0.173973            0.471113             1.30742           -0.267505          0.00557149            0.173333             1.77456
            0.165275            0.303624             1.36253            0.588806           0.0160934                0.92           -0.679433
            0.157011             0.41514             1.20239            0.153597          0.00613525            0.733333          -0.0263239
             0.14916            0.837623            0.764403           -0.300779          0.00613874            0.973333            -1.07795
            0.141702            0.876672            0.680016           -0.389673          0.00777755                0.76           -0.543565
            0.134617            0.458458            0.662338           -0.388006          0.00779775            0.653333           -0.441847
            0.127886          -0.0915264            0.922097           -0.221646          0.00453136            0.866667           -0.440586
            0.121492           -0.197825            0.793776            -0.12488          0.00276229            0.626667            -1.13486
            0.115417           0.0407612            0.851084           -0.149455          0.00317115                0.92           -0.168146
            0.109647           -0.025433             1.09868           -0.229245          0.00494128            0.693333            -0.27397
            0.104164           -0.311696            0.911814           -0.238078          0.00490864            0.586667           -0.491603
            0.098956            0.603965             1.02638           -0.240432          0.00501457            0.666667            -1.20114
           0.0940082             0.19968            0.904113           -0.233364          0.00476703            0.746667             1.14287
           0.0893078             0.40665             1.01771           -0.198238          0.00472902            0.586667          -0.0495434
           0.0848424             0.43155            0.846045           -0.250523          0.00507724                0.76            0.289882
           0.0806003            0.405805             0.94767           -0.252391          0.00518577                 0.6            -1.53212
           0.0765703            0.559587             1.03863           -0.267835          0.00554584                 0.6            0.495094
           0.0727418            0.784318            0.604233           -0.436082          0.00864538                0.88            0.224867
           0.0691047            0.945906            0.536311           -0.441837          0.00876152            0.546667           -0.474829
           0.0656495            0.623328            0.723459           -0.342848          0.00685204            0.826667             1.43657
            0.062367            0.593575            0.522537           -0.342273          0.00684796            0.306667           -0.439508
           0.0592486               0.817            0.693219           -0.408031          0.00814109            0.733333             1.61131
           0.0562862            0.564989            0.675503           -0.395156          0.00789442            0.613333              0.9107
           0.0534719            0.332466             0.93219           -0.296906          0.00595421            0.413333            0.330532
           0.0507983            0.381484            0.963127           -0.261538          0.00533443            0.453333           -0.493307
           0.0482584             0.70062            0.949243           -0.263341          0.00545323                0.84           -0.718016
           0.0458455            0.540017             1.06222          -0.0945275          0.00396125            0.826667           -0.110336
           0.0435532           -0.501435            0.922081           -0.267495          0.00545271                   1          -0.0698779
           0.0413755            -0.43456            0.889909           -0.275106          0.00557036                0.32           -0.257325
           0.0393068           -0.781889             0.68585           -0.411783          0.00818802            0.813333             1.88663
           0.0373414           -0.772123            0.722118           -0.387615          0.00772696            0.493333            0.779978
           0.0354743            -0.70323            0.556853           -0.380094          0.00756187            0.546667           -0.810025
           0.0337006           -0.883055            0.736034           -0.385554          0.00766901            0.586667             1.17948
           0.0320156           -0.805117            0.702295           -0.398804          0.00795376                0.68            0.187773
           0.0304148           -0.597532             0.79584           -0.408085           0.0081374                0.64            0.844411
           0.0288941           -0.715295            0.686401           -0.406993           0.0080811            0.706667             1.05634
           0.0274494           -0.826113            0.622597           -0.440286           0.0087301                0.56           -0.574148
           0.0260769           -0.897411            0.712806           -0.442412           0.0087796                0.36           0.0506805
           0.0247731           -0.635661            0.810219           -0.317315           0.0063986            0.653333           -0.802893
           0.0235344           -0.744006            0.579577           -0.421266          0.00836237                0.76            -1.36295
           0.0223577           -0.810439            0.575251            -0.42938           0.0085207            0.493333           -0.599989
           0.0212398           -0.720631            0.531201           -0.422251          0.00837656            0.333333             1.01239
           0.0201778           -0.871334            0.733856           -0.328741           0.0066819                0.72            0.897756
           0.0191689            -0.57011             0.58339           -0.335638          0.00700135            0.666667           -0.287899
           0.0182105           -0.597609            0.599219           -0.317419          0.00634056            0.706667            0.677638
              0.0173            -0.74873            0.762889           -0.352973           0.0071502            0.706667            -1.05357
            0.016435           -0.894497            0.541823           -0.345955          0.00690595            0.746667             1.18537
           0.0156132           -0.702908            0.756841            -0.36218          0.00725816            0.626667             1.13132
           0.0148325           -0.923919            0.542983           -0.365334           0.0072989                0.52             -1.1976
           0.0140909           -0.813778            0.664007           -0.422432          0.00840882            0.786667            0.736191
           0.0133864           -0.867815            0.737202           -0.418252          0.00833924            0.413333            0.470336
           0.0127171           -0.808433            0.459768           -0.318214          0.00661906            0.693333           -0.622632
           0.0120812           -0.691447            0.631846           -0.402672          0.00798684            0.826667             0.66798
           0.0114771            -0.74721            0.491374           -0.404644          0.00803141            0.506667           -0.399395
           0.0109033             -0.5741            0.533647           -0.273201          0.00560039            0.693333           -0.988757
           0.0103581           -0.568385            0.845896           -0.286023          0.00580782            0.746667             1.90056
          0.00984021            -0.80531            0.590593           -0.441139          0.00874544            0.653333           -0.193087
           0.0093482           -0.868493            0.631066            -0.43962          0.00871746                0.12            -1.42341
          0.00888079           -0.710832            0.663143           -0.421228          0.00837506                0.36            -1.11114
          0.00843675           -0.899366             0.71414           -0.409501            0.008123                0.44          -0.0769075
          0.00801492            -0.67327            0.859927           -0.329095          0.00673137                0.68           -0.575681
          0.00761417           -0.425489              0.9021           -0.258239          0.00554072            0.733333            -0.41167
          0.00723346           -0.714864             0.81747           -0.301023           0.0061858            0.506667             1.39073
          0.00687179           -0.710741            0.739618           -0.366483          0.00733583            0.746667            0.632042
           0.0065282           -0.734909            0.695328           -0.396377          0.00792322                0.64           -0.851589
          0.00620179            -0.86094            0.582989           -0.430651          0.00854904            0.506667           -0.779967
           0.0058917           -0.869891            0.533442           -0.420039           0.0083511            0.373333           -0.546175
          0.00559712           -0.681821            0.535189           -0.340434           0.0068045                0.68           -0.309866
          0.00531726           -0.654766            0.543528           -0.340755          0.00679302                0.72             -1.3566
           0.0050514           -0.980358            0.494797           -0.325362           0.0064901            0.746667            -1.07357
