#     BLOCK:          ACTUAL_KE:             KE_AVE:              ERROR:
         982             1.19857             1.19872          0.00657516
         983             1.19696             1.19872          0.00656847
         984             1.19536             1.19872          0.00656179
         985             1.19379             1.19871          0.00655513
         986             1.19224             1.19871          0.00654849
         987             1.19072              1.1987          0.00654186
         988             1.18925             1.19869          0.00653524
         989             1.18782             1.19868          0.00652865
         990             1.18644             1.19867          0.00652206
         991             1.18511             1.19865           0.0065155
         992             1.18383             1.19864          0.00650895
         993             1.18261             1.19862          0.00650241
         994             1.18143              1.1986          0.00649589
         995             1.18031             1.19859          0.00648939
         996             1.17924             1.19857           0.0064829
         997             1.17822             1.19855          0.00647643
         998             1.17724             1.19852          0.00646998
         999             1.17632              1.1985          0.00646354
        1000             1.17544             1.19848          0.00645712
        1001             1.17461             1.19846          0.00645071
        1002             1.17383             1.19843          0.00644432
        1003             1.17311             1.19841          0.00643794
        1004             1.17244             1.19838          0.00643158
        1005             1.17182             1.19835          0.00642524
        1006             1.17127             1.19833          0.00641891
        1007             1.17079              1.1983          0.00641259
        1008             1.17037             1.19827          0.00640629
        1009             1.17004             1.19824              0.0064
        1010             1.16977             1.19821          0.00639373
        1011             1.16959             1.19819          0.00638747
        1012             1.16949             1.19816          0.00638122
        1013             1.16948             1.19813          0.00637498
        1014             1.16956              1.1981          0.00636876
        1015             1.16972             1.19807          0.00636254
        1016             1.16996             1.19805          0.00635634
        1017             1.17029             1.19802          0.00635015
        1018             1.17071             1.19799          0.00634397
        1019             1.17121             1.19797           0.0063378
        1020             1.17179             1.19794          0.00633164
        1021             1.17245             1.19792          0.00632548
        1022             1.17319             1.19789          0.00631934
        1023             1.17401             1.19787          0.00631321
        1024             1.17491             1.19785          0.00630708
        1025             1.17588             1.19782          0.00630096
        1026             1.17694              1.1978          0.00629486
        1027             1.17809             1.19778          0.00628876
        1028             1.17931             1.19777          0.00628266
        1029             1.18063             1.19775          0.00627658
        1030             1.18204             1.19773           0.0062705
        1031             1.18355             1.19772          0.00626444
        1032             1.18516             1.19771          0.00625838
        1033             1.18688              1.1977          0.00625233
        1034             1.18873             1.19769          0.00624629
        1035              1.1907             1.19768          0.00624026
        1036             1.19282             1.19768          0.00623424
        1037             1.19507             1.19768          0.00622822
        1038             1.19749             1.19768          0.00622222
        1039             1.20007             1.19768          0.00621624
        1040             1.20283             1.19768          0.00621026
        1041             1.20576             1.19769           0.0062043
        1042             1.20889              1.1977          0.00619836
        1043              1.2122             1.19771          0.00619243
        1044             1.21572             1.19773          0.00618652
        1045             1.21943             1.19775          0.00618064
        1046             1.22334             1.19778          0.00617477
        1047             1.22745             1.19781          0.00616894
        1048             1.23175             1.19784          0.00616314
        1049             1.23623             1.19787          0.00615737
        1050             1.24089             1.19792          0.00615165
        1051              1.2457             1.19796          0.00614596
        1052             1.25066             1.19801          0.00614032
        1053             1.25573             1.19807          0.00613474
        1054              1.2609             1.19813          0.00612921
        1055             1.26613             1.19819          0.00612374
        1056             1.27141             1.19826          0.00611833
        1057              1.2767             1.19833          0.00611299
        1058             1.28197             1.19841          0.00610772
        1059             1.28719              1.1985          0.00610253
        1060             1.29232             1.19858          0.00609742
        1061             1.29732             1.19868          0.00609238
        1062             1.30217             1.19878          0.00608742
        1063             1.30684             1.19888          0.00608254
        1064              1.3113             1.19898          0.00607775
        1065              1.3155             1.19909          0.00607302
        1066             1.31942             1.19921          0.00606838
        1067             1.32303             1.19932           0.0060638
        1068             1.32632             1.19944          0.00605929
        1069             1.32925             1.19956          0.00605483
        1070             1.33181             1.19969          0.00605044
        1071             1.33398             1.19981          0.00604609
        1072             1.33575             1.19994          0.00604178
        1073             1.33711             1.20007           0.0060375
        1074             1.33805             1.20019          0.00603324
        1075             1.33857             1.20032            0.006029
        1076             1.33866             1.20045          0.00602477
        1077             1.33833             1.20058          0.00602054
        1078             1.33758             1.20071          0.00601629
        1079             1.33643             1.20083          0.00601203
        1080             1.33488             1.20096          0.00600775
        1081             1.33295             1.20108          0.00600343
        1082             1.33064              1.2012          0.00599908
        1083             1.32797             1.20131          0.00599468
        1084             1.32496             1.20143          0.00599023
        1085             1.32163             1.20154          0.00598574
        1086               1.318             1.20165          0.00598119
        1087             1.31408             1.20175          0.00597658
        1088              1.3099             1.20185          0.00597191
        1089             1.30547             1.20194          0.00596718
        1090             1.30081             1.20204           0.0059624
        1091             1.29594             1.20212          0.00595756
        1092             1.29088              1.2022          0.00595265
        1093             1.28564             1.20228           0.0059477
        1094             1.28024             1.20235          0.00594269
        1095             1.27469             1.20242          0.00593763
        1096             1.26901             1.20248          0.00593252
        1097             1.26321             1.20253          0.00592737
        1098             1.25729             1.20258          0.00592218
        1099             1.25129             1.20263          0.00591696
        1100             1.24521             1.20267          0.00591171
        1101             1.23906              1.2027          0.00590643
        1102             1.23286             1.20273          0.00590114
        1103             1.22662             1.20275          0.00589582
        1104             1.22036             1.20276          0.00589051
        1105             1.21408             1.20277          0.00588518
        1106             1.20782             1.20278          0.00587986
        1107             1.20157             1.20278          0.00587455
        1108             1.19537             1.20277          0.00586926
        1109             1.18924             1.20276          0.00586398
        1110             1.18319             1.20274          0.00585872
        1111             1.17726             1.20272          0.00585349
        1112             1.17147             1.20269          0.00584829
        1113             1.16586             1.20266          0.00584313
        1114             1.16044             1.20262          0.00583801
        1115             1.15526             1.20258          0.00583293
        1116             1.15035             1.20253          0.00582789
        1117             1.14573             1.20248          0.00582289
        1118             1.14146             1.20242          0.00581794
        1119             1.13756             1.20237          0.00581303
        1120             1.13405             1.20231          0.00580816
        1121             1.13098             1.20224          0.00580333
        1122             1.12836             1.20218          0.00579853
        1123             1.12623             1.20211          0.00579376
        1124             1.12459             1.20204          0.00578902
        1125             1.12347             1.20197          0.00578429
        1126             1.12287              1.2019          0.00577958
        1127             1.12281             1.20183          0.00577488
        1128             1.12328             1.20176          0.00577018
        1129             1.12427             1.20169          0.00576548
        1130             1.12577             1.20162          0.00576077
        1131             1.12776             1.20156          0.00575604
        1132             1.13022              1.2015           0.0057513
        1133             1.13311             1.20143          0.00574654
        1134             1.13642             1.20138          0.00574176
        1135              1.1401             1.20132          0.00573696
        1136             1.14411             1.20127          0.00573213
        1137             1.14843             1.20123          0.00572728
        1138               1.153             1.20118           0.0057224
        1139             1.15779             1.20115           0.0057175
        1140             1.16275             1.20111          0.00571259
        1141             1.16785             1.20108          0.00570765
        1142             1.17304             1.20106          0.00570271
        1143             1.17828             1.20104          0.00569775
        1144             1.18355             1.20102          0.00569279
        1145             1.18881             1.20101          0.00568783
        1146             1.19403             1.20101          0.00568287
        1147             1.19918             1.20101          0.00567792
        1148             1.20423             1.20101          0.00567297
        1149             1.20915             1.20101          0.00566804
        1150             1.21392             1.20103          0.00566312
        1151             1.21852             1.20104          0.00565822
        1152             1.22294             1.20106          0.00565334
        1153             1.22714             1.20108          0.00564848
        1154             1.23113             1.20111          0.00564365
        1155             1.23488             1.20114          0.00563884
        1156             1.23839             1.20117          0.00563405
        1157             1.24164             1.20121          0.00562929
        1158             1.24462             1.20124          0.00562456
        1159             1.24733             1.20128          0.00561984
        1160             1.24976             1.20132          0.00561515
        1161             1.25191             1.20137          0.00561049
        1162             1.25377             1.20141          0.00560584
        1163             1.25534             1.20146          0.00560121
        1164             1.25662             1.20151           0.0055966
        1165              1.2576             1.20156            0.005592
        1166             1.25827              1.2016          0.00558742
        1167             1.25865             1.20165          0.00558285
        1168             1.25873              1.2017          0.00557828
        1169             1.25851             1.20175          0.00557372
        1170             1.25801              1.2018          0.00556916
        1171             1.25721             1.20185          0.00556461
        1172             1.25613             1.20189          0.00556005
        1173             1.25477             1.20194           0.0055555
        1174             1.25315             1.20198          0.00555093
        1175             1.25126             1.20202          0.00554637
        1176             1.24913             1.20206           0.0055418
        1177             1.24677              1.2021          0.00553722
        1178             1.24417             1.20214          0.00553263
        1179             1.24136             1.20217          0.00552804
        1180             1.23836              1.2022          0.00552344
        1181             1.23517             1.20223          0.00551883
        1182             1.23183             1.20225          0.00551422
        1183             1.22834             1.20228          0.00550961
        1184             1.22472             1.20229          0.00550498
        1185               1.221             1.20231          0.00550036
        1186             1.21719             1.20232          0.00549574
        1187             1.21331             1.20233          0.00549112
        1188             1.20939             1.20234           0.0054865
        1189             1.20543             1.20234          0.00548188
        1190             1.20147             1.20234          0.00547728
        1191              1.1975             1.20234          0.00547268
        1192             1.19356             1.20233          0.00546809
        1193             1.18965             1.20232          0.00546352
        1194              1.1858              1.2023          0.00545896
        1195               1.182             1.20229          0.00545442
        1196             1.17827             1.20227           0.0054499
        1197             1.17462             1.20224          0.00544539
        1198             1.17106             1.20222          0.00544091
        1199             1.16759             1.20219          0.00543645
        1200             1.16421             1.20216          0.00543201
        1201             1.16093             1.20212           0.0054276
        1202             1.15774             1.20209          0.00542321
        1203             1.15465             1.20205          0.00541884
        1204             1.15166               1.202           0.0054145
        1205             1.14876             1.20196          0.00541019
        1206             1.14595             1.20191           0.0054059
        1207             1.14324             1.20187          0.00540164
        1208             1.14062             1.20181          0.00539741
        1209             1.13808             1.20176           0.0053932
        1210             1.13563             1.20171          0.00538902
        1211             1.13327             1.20165          0.00538487
        1212               1.131             1.20159          0.00538074
        1213             1.12882             1.20153          0.00537664
        1214             1.12673             1.20147          0.00537256
        1215             1.12474             1.20141          0.00536851
        1216             1.12284             1.20134          0.00536449
        1217             1.12105             1.20128          0.00536048
        1218             1.11938             1.20121           0.0053565
        1219             1.11783             1.20114          0.00535255
        1220             1.11641             1.20107          0.00534861
        1221             1.11512               1.201          0.00534469
        1222             1.11397             1.20093          0.00534079
        1223             1.11299             1.20086          0.00533691
        1224             1.11217             1.20079          0.00533304
        1225             1.11152             1.20071          0.00532919
        1226             1.11106             1.20064          0.00532534
        1227             1.11079             1.20057           0.0053215
        1228             1.11071             1.20049          0.00531767
        1229             1.11083             1.20042          0.00531385
        1230             1.11116             1.20035          0.00531002
        1231              1.1117             1.20028           0.0053062
        1232             1.11245              1.2002          0.00530237
        1233             1.11342             1.20013          0.00529854
        1234              1.1146             1.20006           0.0052947
        1235               1.116                 1.2          0.00529085
        1236              1.1176             1.19993          0.00528699
        1237             1.11941             1.19987          0.00528311
        1238             1.12143              1.1998          0.00527922
        1239             1.12363             1.19974          0.00527532
        1240             1.12603             1.19968           0.0052714
        1241             1.12861             1.19962          0.00526747
        1242             1.13137             1.19957          0.00526351
        1243              1.1343             1.19952          0.00525954
        1244              1.1374             1.19947          0.00525555
        1245             1.14066             1.19942          0.00525154
        1246             1.14407             1.19937          0.00524751
        1247             1.14763             1.19933          0.00524347
        1248             1.15132             1.19929          0.00523941
        1249             1.15516             1.19926          0.00523533
        1250             1.15912             1.19923          0.00523124
        1251             1.16321              1.1992          0.00522714
        1252             1.16741             1.19917          0.00522303
        1253             1.17173             1.19915           0.0052189
        1254             1.17616             1.19913          0.00521477
        1255              1.1807             1.19912          0.00521064
        1256             1.18532             1.19911           0.0052065
        1257             1.19003              1.1991          0.00520237
        1258             1.19482              1.1991          0.00519823
        1259             1.19968              1.1991           0.0051941
        1260             1.20458              1.1991          0.00518998
        1261             1.20953             1.19911          0.00518587
        1262             1.21451             1.19912          0.00518178
        1263              1.2195             1.19914           0.0051777
        1264             1.22447             1.19916          0.00517364
        1265             1.22943             1.19918          0.00516961
        1266             1.23433             1.19921           0.0051656
        1267             1.23917             1.19924          0.00516162
        1268             1.24392             1.19928          0.00515767
        1269             1.24857             1.19932          0.00515375
        1270              1.2531             1.19936          0.00514987
        1271             1.25748              1.1994          0.00514602
        1272              1.2617             1.19945           0.0051422
        1273             1.26573              1.1995          0.00513843
        1274             1.26956             1.19956          0.00513469
        1275             1.27317             1.19962          0.00513099
        1276             1.27656             1.19968          0.00512732
        1277              1.2797             1.19974          0.00512369
        1278             1.28259              1.1998          0.00512009
        1279             1.28522             1.19987          0.00511652
        1280             1.28757             1.19994          0.00511298
        1281             1.28965             1.20001          0.00510947
        1282             1.29146             1.20008          0.00510598
        1283             1.29298             1.20015          0.00510252
        1284             1.29422             1.20023          0.00509907
        1285             1.29518              1.2003          0.00509564
        1286             1.29586             1.20038          0.00509222
        1287             1.29626             1.20045           0.0050888
        1288             1.29638             1.20052           0.0050854
        1289             1.29623              1.2006          0.00508199
        1290             1.29579             1.20067          0.00507859
        1291             1.29508             1.20075          0.00507518
        1292             1.29408             1.20082          0.00507177
        1293             1.29279             1.20089          0.00506835
        1294              1.2912             1.20096          0.00506491
        1295             1.28931             1.20103          0.00506146
        1296             1.28712             1.20109          0.00505799
        1297              1.2846             1.20116           0.0050545
        1298             1.28176             1.20122          0.00505099
        1299             1.27859             1.20128          0.00504745
        1300             1.27507             1.20134          0.00504388
        1301              1.2712             1.20139          0.00504029
        1302             1.26698             1.20144          0.00503667
        1303              1.2624             1.20149          0.00503303
        1304             1.25748             1.20153          0.00502935
        1305              1.2522             1.20157          0.00502565
        1306             1.24658              1.2016          0.00502192
        1307             1.24063             1.20163          0.00501816
        1308             1.23435             1.20166          0.00501439
        1309             1.22778             1.20168           0.0050106
        1310             1.22094             1.20169          0.00500679
        1311             1.21385              1.2017          0.00500298
        1312             1.20654             1.20171          0.00499917
        1313             1.19906              1.2017          0.00499536
        1314             1.19143              1.2017          0.00499157
        1315              1.1837             1.20168          0.00498779
        1316             1.17592             1.20166          0.00498404
        1317             1.16812             1.20164          0.00498032
        1318             1.16036             1.20161          0.00497664
        1319             1.15268             1.20157          0.00497301
        1320             1.14514             1.20153          0.00496942
        1321             1.13778             1.20148          0.00496589
        1322             1.13065             1.20142          0.00496243
        1323              1.1238             1.20137          0.00495902
        1324             1.11728              1.2013          0.00495568
        1325             1.11112             1.20123          0.00495241
        1326             1.10538             1.20116           0.0049492
        1327             1.10008             1.20109          0.00494606
        1328             1.09527             1.20101          0.00494298
        1329             1.09097             1.20092          0.00493995
        1330              1.0872             1.20084          0.00493698
        1331               1.084             1.20075          0.00493405
        1332             1.08138             1.20066          0.00493116
        1333             1.07937             1.20057           0.0049283
        1334             1.07796             1.20048          0.00492546
        1335             1.07718             1.20038          0.00492264
        1336             1.07703             1.20029          0.00491982
        1337             1.07751              1.2002            0.004917
        1338             1.07861             1.20011          0.00491416
        1339             1.08034             1.20002           0.0049113
        1340             1.08267             1.19993          0.00490842
        1341             1.08561             1.19985           0.0049055
        1342             1.08913             1.19977          0.00490254
        1343             1.09322             1.19969          0.00489953
        1344             1.09784             1.19961          0.00489647
        1345             1.10297             1.19954          0.00489336
        1346             1.10859             1.19947          0.00489019
        1347             1.11466             1.19941          0.00488696
        1348             1.12115             1.19935          0.00488368
        1349             1.12802              1.1993          0.00488035
        1350             1.13523             1.19925          0.00487696
        1351             1.14274             1.19921          0.00487353
        1352             1.15052             1.19917          0.00487006
        1353             1.15851             1.19914          0.00486655
        1354             1.16667             1.19912          0.00486302
        1355             1.17496              1.1991          0.00485946
        1356             1.18334             1.19909          0.00485589
        1357             1.19174             1.19908          0.00485232
        1358             1.20014             1.19908          0.00484875
        1359             1.20847             1.19909          0.00484518
        1360             1.21671              1.1991          0.00484164
        1361              1.2248             1.19912          0.00483812
        1362              1.2327             1.19915          0.00483463
        1363             1.24036             1.19918          0.00483117
        1364             1.24776             1.19921          0.00482776
        1365             1.25484             1.19925           0.0048244
        1366             1.26157              1.1993          0.00482108
        1367             1.26792             1.19935          0.00481782
        1368             1.27386              1.1994           0.0048146
        1369             1.27937             1.19946          0.00481144
        1370              1.2844             1.19952          0.00480833
        1371             1.28896             1.19959          0.00480526
        1372             1.29301             1.19966          0.00480224
        1373             1.29653             1.19973          0.00479926
        1374             1.29952              1.1998          0.00479632
        1375             1.30197             1.19987          0.00479341
        1376             1.30387             1.19995          0.00479052
        1377             1.30522             1.20003          0.00478765
        1378             1.30602              1.2001           0.0047848
        1379             1.30627             1.20018          0.00478194
        1380               1.306             1.20026          0.00477909
        1381              1.3052             1.20033          0.00477624
        1382             1.30389             1.20041          0.00477337
        1383             1.30208             1.20048          0.00477048
        1384              1.2998             1.20055          0.00476758
        1385             1.29707             1.20062          0.00476464
        1386             1.29391             1.20069          0.00476168
        1387             1.29035             1.20076          0.00475869
        1388             1.28642             1.20082          0.00475566
        1389             1.28213             1.20088           0.0047526
        1390             1.27753             1.20093           0.0047495
        1391             1.27265             1.20098          0.00474636
        1392             1.26751             1.20103          0.00474319
        1393             1.26217             1.20107          0.00473999
        1394             1.25663             1.20111          0.00473676
        1395             1.25095             1.20115           0.0047335
        1396             1.24516             1.20118          0.00473021
        1397             1.23929             1.20121           0.0047269
        1398             1.23336             1.20123          0.00472358
        1399             1.22742             1.20125          0.00472024
        1400             1.22149             1.20126          0.00471689
        1401             1.21559             1.20127          0.00471353
        1402             1.20977             1.20128          0.00471018
        1403             1.20404             1.20128          0.00470682
        1404             1.19842             1.20128          0.00470347
        1405             1.19295             1.20127          0.00470012
        1406             1.18763             1.20126          0.00469679
        1407             1.18251             1.20125          0.00469347
        1408             1.17759             1.20123          0.00469017
        1409              1.1729             1.20121          0.00468688
        1410             1.16846             1.20119          0.00468362
        1411              1.1643             1.20117          0.00468037
        1412             1.16043             1.20114          0.00467714
        1413             1.15688             1.20111          0.00467394
        1414             1.15367             1.20107          0.00467075
        1415             1.15082             1.20104          0.00466759
        1416             1.14835               1.201          0.00466444
        1417             1.14629             1.20096          0.00466131
        1418             1.14467             1.20092          0.00465819
        1419             1.14349             1.20088          0.00465508
        1420             1.14279             1.20084          0.00465198
        1421             1.14258              1.2008          0.00464889
        1422             1.14288             1.20076           0.0046458
        1423             1.14371             1.20072          0.00464271
        1424             1.14506             1.20068          0.00463961
        1425             1.14697             1.20064          0.00463651
        1426             1.14941              1.2006           0.0046334
        1427              1.1524             1.20057          0.00463027
        1428             1.15591             1.20054          0.00462714
        1429             1.15993             1.20051          0.00462399
        1430             1.16444             1.20049          0.00462082
        1431             1.16941             1.20046          0.00461764
        1432             1.17479             1.20045          0.00461445
        1433             1.18056             1.20043          0.00461125
        1434             1.18667             1.20042          0.00460805
        1435             1.19306             1.20042          0.00460484
        1436             1.19968             1.20042          0.00460163
        1437             1.20647             1.20042          0.00459843
        1438             1.21337             1.20043          0.00459524
        1439              1.2203             1.20044          0.00459207
        1440             1.22719             1.20046          0.00458892
        1441             1.23397             1.20049          0.00458579
        1442             1.24059             1.20051           0.0045827
        1443             1.24697             1.20055          0.00457964
        1444             1.25304             1.20058          0.00457661
        1445             1.25875             1.20062          0.00457362
        1446             1.26403             1.20067          0.00457067
        1447             1.26884             1.20071          0.00456775
        1448             1.27313             1.20076          0.00456487
        1449             1.27686             1.20082          0.00456202
        1450             1.27999             1.20087           0.0045592
        1451             1.28249             1.20093          0.00455641
        1452             1.28434             1.20098          0.00455363
        1453             1.28552             1.20104          0.00455087
        1454             1.28602              1.2011          0.00454811
        1455             1.28584             1.20116          0.00454536
        1456             1.28498             1.20122           0.0045426
        1457             1.28344             1.20127          0.00453984
        1458             1.28124             1.20133          0.00453705
        1459             1.27839             1.20138          0.00453425
        1460             1.27493             1.20143          0.00453143
        1461             1.27087             1.20148          0.00452857
        1462             1.26625             1.20152          0.00452569
        1463              1.2611             1.20156          0.00452278
        1464             1.25547              1.2016          0.00451984
        1465              1.2494             1.20163          0.00451688
        1466             1.24293             1.20166          0.00451388
        1467             1.23611             1.20169          0.00451087
        1468             1.22899              1.2017          0.00450783
        1469             1.22163             1.20172          0.00450478
        1470             1.21407             1.20173          0.00450173
        1471             1.20637             1.20173          0.00449867
        1472             1.19859             1.20173          0.00449561
        1473             1.19078             1.20172          0.00449257
        1474               1.183             1.20171          0.00448954
        1475             1.17531             1.20169          0.00448653
        1476             1.16776             1.20167          0.00448355
        1477             1.16041             1.20164           0.0044806
        1478             1.15331              1.2016          0.00447769
        1479             1.14651             1.20157          0.00447481
        1480             1.14007             1.20153          0.00447198
        1481             1.13404             1.20148           0.0044692
        1482             1.12847             1.20143          0.00446645
        1483              1.1234             1.20138          0.00446375
        1484             1.11888             1.20132          0.00446109
        1485             1.11494             1.20126          0.00445846
        1486             1.11162              1.2012          0.00445587
        1487             1.10894             1.20114          0.00445331
        1488             1.10695             1.20108          0.00445076
        1489             1.10565             1.20102          0.00444824
        1490             1.10507             1.20095          0.00444572
        1491              1.1052             1.20089           0.0044432
        1492             1.10606             1.20082          0.00444068
        1493             1.10763             1.20076          0.00443814
        1494             1.10991              1.2007          0.00443559
        1495             1.11287             1.20064          0.00443301
        1496             1.11649             1.20058           0.0044304
        1497             1.12073             1.20053          0.00442776
        1498             1.12556             1.20048          0.00442509
        1499             1.13094             1.20043          0.00442238
        1500             1.13681             1.20039          0.00441964
        1501             1.14311             1.20035          0.00441686
        1502              1.1498             1.20032          0.00441404
        1503             1.15681             1.20029           0.0044112
        1504             1.16406             1.20027          0.00440834
        1505              1.1715             1.20025          0.00440545
        1506             1.17906             1.20023          0.00440254
        1507             1.18666             1.20023          0.00439963
        1508             1.19425             1.20022          0.00439672
        1509             1.20174             1.20022           0.0043938
        1510             1.20909             1.20023           0.0043909
        1511             1.21622             1.20024            0.004388
        1512             1.22307             1.20025          0.00438513
        1513              1.2296             1.20027          0.00438227
        1514             1.23576              1.2003          0.00437944
        1515              1.2415             1.20032          0.00437663
        1516             1.24679             1.20035          0.00437385
        1517             1.25159             1.20039           0.0043711
        1518             1.25587             1.20043          0.00436838
        1519             1.25962             1.20046          0.00436567
        1520             1.26281             1.20051          0.00436299
        1521             1.26545             1.20055          0.00436033
        1522             1.26753             1.20059          0.00435769
        1523             1.26905             1.20064          0.00435506
        1524             1.27003             1.20068          0.00435244
        1525             1.27047             1.20073          0.00434983
        1526              1.2704             1.20077          0.00434722
        1527             1.26984             1.20082          0.00434461
        1528             1.26882             1.20086          0.00434199
        1529             1.26738             1.20091          0.00433937
        1530             1.26555             1.20095          0.00433674
        1531             1.26338             1.20099           0.0043341
        1532             1.26091             1.20103          0.00433145
        1533             1.25819             1.20107          0.00432878
        1534             1.25528              1.2011           0.0043261
        1535             1.25222             1.20114          0.00432341
        1536             1.24905             1.20117          0.00432071
        1537             1.24584              1.2012            0.004318
        1538             1.24262             1.20122          0.00431527
        1539             1.23944             1.20125          0.00431254
        1540             1.23635             1.20127           0.0043098
        1541             1.23339             1.20129          0.00430705
        1542             1.23058             1.20131           0.0043043
        1543             1.22796             1.20133          0.00430155
        1544             1.22556             1.20134          0.00429879
        1545              1.2234             1.20136          0.00429603
        1546             1.22151             1.20137          0.00429327
        1547             1.21988             1.20138          0.00429051
        1548             1.21854             1.20139          0.00428776
        1549             1.21749              1.2014            0.004285
        1550             1.21673             1.20141          0.00428225
        1551             1.21626             1.20142           0.0042795
        1552             1.21609             1.20143          0.00427675
        1553             1.21621             1.20144          0.00427401
        1554             1.21661             1.20145          0.00427127
        1555             1.21729             1.20146          0.00426853
        1556             1.21824             1.20147           0.0042658
        1557             1.21945             1.20148          0.00426308
        1558             1.22092              1.2015          0.00426036
        1559             1.22263             1.20151          0.00425765
        1560              1.2246             1.20152          0.00425495
        1561              1.2268             1.20154          0.00425225
        1562             1.22923             1.20156          0.00424957
        1563             1.23188             1.20158          0.00424689
        1564             1.23474              1.2016          0.00424423
        1565             1.23781             1.20162          0.00424158
        1566             1.24108             1.20165          0.00423895
        1567             1.24452             1.20168          0.00423633
        1568             1.24813              1.2017          0.00423373
        1569              1.2519             1.20174          0.00423116
        1570              1.2558             1.20177           0.0042286
        1571             1.25983             1.20181          0.00422607
        1572             1.26395             1.20185          0.00422357
        1573             1.26815             1.20189          0.00422109
        1574             1.27241             1.20193          0.00421865
        1575             1.27668             1.20198          0.00421624
        1576             1.28096             1.20203          0.00421386
        1577             1.28521             1.20208          0.00421152
        1578             1.28941             1.20214          0.00420921
        1579             1.29352              1.2022          0.00420694
        1580             1.29753             1.20226          0.00420471
        1581              1.3014             1.20232          0.00420252
        1582             1.30511             1.20239          0.00420037
        1583             1.30864             1.20245          0.00419825
        1584             1.31196             1.20252          0.00419617
        1585             1.31506             1.20259          0.00419412
        1586             1.31791             1.20267          0.00419211
        1587              1.3205             1.20274          0.00419012
        1588             1.32282             1.20282          0.00418817
        1589             1.32486             1.20289          0.00418624
        1590             1.32661             1.20297          0.00418433
        1591             1.32805             1.20305          0.00418244
        1592             1.32919             1.20313          0.00418056
        1593             1.33001             1.20321          0.00417869
        1594             1.33053             1.20329          0.00417683
        1595             1.33073             1.20337          0.00417498
        1596             1.33063             1.20345          0.00417313
        1597             1.33021             1.20353          0.00417127
        1598             1.32948             1.20361           0.0041694
