#     BLOCK:           ACTUAL_T:              T_AVE:              ERROR:
         498            0.804426            0.795455          0.00832551
         499            0.804879            0.795474          0.00830885
         500            0.805145            0.795494          0.00829225
         501            0.805216            0.795513          0.00827572
         502            0.805079            0.795532          0.00825926
         503            0.804729             0.79555          0.00824286
         504            0.804163            0.795567          0.00822652
         505            0.803378            0.795583          0.00821025
         506            0.802371            0.795596          0.00819403
         507            0.801148            0.795607          0.00817788
         508            0.799713            0.795615          0.00816178
         509            0.798074             0.79562          0.00814575
         510             0.79624            0.795621          0.00812978
         511            0.794226            0.795619          0.00811387
         512            0.792045            0.795612          0.00809803
         513            0.789717              0.7956          0.00808225
         514             0.78726            0.795584          0.00806654
         515            0.784698            0.795563           0.0080509
         516            0.782055            0.795537          0.00803534
         517            0.779358            0.795505          0.00801986
         518            0.776634            0.795469          0.00800446
         519            0.773911            0.795427          0.00798915
         520            0.771219            0.795381          0.00797392
         521            0.768588            0.795329          0.00795878
         522            0.766048            0.795273          0.00794373
         523             0.76363            0.795213          0.00792877
         524            0.761362            0.795148          0.00791391
         525            0.759273             0.79508          0.00789913
         526            0.757389            0.795008          0.00788443
         527            0.755736            0.794934          0.00786983
         528            0.754336            0.794857           0.0078553
         529            0.753209            0.794778          0.00784084
         530            0.752375            0.794698          0.00782646
         531            0.751843            0.794617          0.00781213
         532            0.751623            0.794537          0.00779787
         533            0.751724            0.794456          0.00778365
         534            0.752149            0.794377          0.00776948
         535            0.752896            0.794299          0.00775534
         536            0.753963            0.794224          0.00774124
         537            0.755342            0.794152          0.00772716
         538            0.757024            0.794083          0.00771311
         539            0.758996            0.794018          0.00769907
         540            0.761246            0.793957          0.00768505
         541            0.763755            0.793901          0.00767105
         542            0.766504            0.793851          0.00765706
         543            0.769474            0.793806          0.00764309
         544            0.772643            0.793767          0.00762914
         545             0.77599            0.793734          0.00761521
         546            0.779492            0.793708          0.00760131
         547            0.783125            0.793689          0.00758744
         548            0.786868            0.793676           0.0075736
         549            0.790695            0.793671          0.00755981
         550            0.794582            0.793673          0.00754607
         551            0.798506            0.793681          0.00753238
         552            0.802444            0.793697          0.00751875
         553            0.806374             0.79372          0.00750518
         554            0.810274             0.79375           0.0074917
         555             0.81412            0.793787          0.00747829
         556            0.817891             0.79383          0.00746496
         557            0.821564             0.79388          0.00745173
         558            0.825118            0.793936          0.00743858
         559            0.828535            0.793998          0.00742553
         560            0.831796            0.794065          0.00741258
         561            0.834884            0.794138          0.00739973
         562            0.837784            0.794216          0.00738697
         563            0.840475            0.794298           0.0073743
         564            0.842945            0.794384          0.00736173
         565            0.845181            0.794474          0.00734925
         566            0.847174            0.794567          0.00733686
         567            0.848912            0.794663          0.00732454
         568            0.850386            0.794761           0.0073123
         569             0.85159            0.794861          0.00730014
         570            0.852516            0.794962          0.00728803
         571            0.853161            0.795064          0.00727598
         572            0.853525            0.795166          0.00726398
         573            0.853608            0.795268          0.00725201
         574             0.85341            0.795369          0.00724009
         575             0.85293             0.79547          0.00722819
         576            0.852172            0.795568          0.00721631
         577             0.85114            0.795664          0.00720445
         578            0.849839            0.795758          0.00719259
         579            0.848277            0.795849          0.00718074
         580            0.846461            0.795936          0.00716889
         581            0.844404            0.796019          0.00715704
