# BLOCK:       RW_SIMULATED:               STEP:                  X:                  Y:                  Z:
      55                  50                   0     -0.891314215132      0.272311156964      0.362499108545
      55                  50                   1      -1.84038754555      0.457424815674      0.107562357852
      55                  50                   2      -1.99653786932      0.972876573577      0.950133756406
      55                  50                   3      -2.08045495195       1.42186470631     0.0605453235294
      55                  50                   4      -2.25797773387       0.96279126586     -0.809935714848
      55                  50                   5      -2.07784348262       1.49371814761      -1.63798661773
      55                  50                   6      -1.84022859855      0.697053691717      -2.19374277971
      55                  50                   7      -1.94456833557      0.264844038477      -1.29802628721
      55                  50                   8      -1.12279400802     -0.292940787941       -1.4144867612
      55                  50                   9     -0.686686820415     -0.331419104466     -0.515415050996
      55                  50                  10     -0.844002710704      -1.28318809895      -0.77883010713
      55                  50                  11      -1.44698930839     -0.560362798642      -1.11636639888
      55                  50                  12      -2.38700990519     -0.665427968629     -0.791831982149
      55                  50                  13      -2.33045773419      -0.87059308033      0.185260198198
      55                  50                  14       -2.8550247065      -1.34606010418      0.891490048035
      55                  50                  15      -2.93694096956      -0.99883791267    -0.0427082583054
      55                  50                  16      -2.79022700647      -1.95802651015      0.199019372499
      55                  50                  17      -2.87514071197      -2.82545298127     -0.291246861105
      55                  50                  18      -2.45960345482      -2.93950517971      -1.19364415939
      55                  50                  19      -2.35185526923      -2.87799369619     -0.201370675971
      55                  50                  20      -2.80608521872      -3.24899358319      0.608588728464
      55                  50                  21       -2.9564560843      -2.72289201732       1.44561067869
      55                  50                  22      -1.96403345969      -2.61125932161       1.49694756021
      55                  50                  23      -2.75472009334      -2.09735781237       1.82969353865
      55                  50                  24      -3.20779405784      -1.44045247902       1.22703329797
      55                  50                  25       -3.3641521784      -1.11587402928       2.15987892726
      55                  50                  26      -3.74225602821      -1.76652332247       1.50132522708
      55                  50                  27      -3.98531232356      -1.07445719922       2.18100759285
      55                  50                  28      -3.02133937009      -1.25870122178       1.98914752634
      55                  50                  29      -2.63861954001     -0.359614882603       1.77661685477
      55                  50                  30        -1.953382175     -0.303181518177       1.05048668119
      55                  50                  31      -2.74471609629     -0.539618825772      0.486671086697
      55                  50                  32      -2.87457150403      -1.11636825359     -0.319863271275
      55                  50                  33      -2.27722341728      -1.88174441789      -0.55939320757
      55                  50                  34      -1.72243596996      -2.02310407414      -1.37928852764
      55                  50                  35      -2.00850328011      -2.35626796685      -2.27771343527
      55                  50                  36      -2.94023287626      -2.56686905489      -1.98186357238
      55                  50                  37       -3.3689454928      -2.09526947553      -2.75244733108
      55                  50                  38      -3.76498449288       -2.9035300796      -2.31670898491
      55                  50                  39        -4.094722903      -3.18659803361      -1.41607303498
      55                  50                  40      -4.46709214416      -3.73667057887      -2.16357644179
      55                  50                  41       -4.1297528983      -2.85296553204      -1.83912671779
      55                  50                  42      -3.98773669445       -3.1468957699      -2.78434437162
      55                  50                  43      -3.71164056666       -3.9357700781      -3.33338740644
      55                  50                  44      -3.47015359621      -4.37462365052      -2.46788663516
      55                  50                  45      -3.86591972512      -3.46534595567      -2.33911068688
      55                  50                  46      -3.01678567571      -3.96971048857      -2.18230576323
      55                  50                  47      -2.54455613454      -4.30504124811      -1.36710484189
      55                  50                  48      -2.48428651743      -3.98075387406        -2.311141532
      55                  50                  49      -3.37567201683      -4.08988886265      -1.87123080729
      55                  50                  50      -3.64661154496      -5.05215932544      -1.89627733463
      55                  50                  51      -3.66692718158      -4.70496292826      -2.83384969807
      55                  50                  52      -3.13824564622      -5.53996911602       -2.6813357624
      55                  50                  53      -3.39978427628       -4.5751365678      -2.65495965781
      55                  50                  54      -4.13688387456      -4.93964284791      -2.08590838246
      55                  50                  55      -3.81163270639      -4.06728369083      -1.72094101588
      55                  50                  56      -4.40209235841      -3.70933863295     -0.997592735397
      55                  50                  57      -3.78578512717       -3.3917314927      -1.71821128996
      55                  50                  58      -2.82265290439      -3.12427570054       -1.6891644194
      55                  50                  59      -2.86383286189      -2.39659275636      -1.00448804047
      55                  50                  60      -2.53310574971      -1.46576896727      -1.16000862085
      55                  50                  61       -1.9265883377     -0.710652703487     -0.911139062452
      55                  50                  62      -2.45945550254     -0.235479917137     -0.210950939344
      55                  50                  63      -1.83583934914     -0.471504284052     -0.956199482741
      55                  50                  64      -1.64037180026      -1.45219904365     -0.950701680276
      55                  50                  65      -1.78578745306     -0.786427188095      -1.68255011012
      55                  50                  66      -1.17900870252      -1.56342485086      -1.85016329561
      55                  50                  67     -0.433594343111      -1.46554476563      -2.50953945662
      55                  50                  68     -0.530946061324     -0.770425925377       -3.2218121859
      55                  50                  69      -0.68449372843      -1.45644391797      -2.51061430361
      55                  50                  70     -0.783793272316      -1.75987014296      -3.45828097844
      55                  50                  71      0.174277330332      -1.99356250968      -3.29248412057
      55                  50                  72     -0.103442714721      -1.03293595792      -3.28422551095
      55                  50                  73      0.267242030055     -0.772499672969      -2.39272915006
      55                  50                  74      0.324927501521     -0.205919934816      -3.21471442164
      55                  50                  75      0.777803653939      0.467619051511      -3.79887914539
      55                  50                  76       0.47132957026       1.37326082771      -4.09194331793
      55                  50                  77     -0.209117156365       1.58601664559       -3.3907106788
      55                  50                  78     -0.721430841443        1.5683484485      -4.24932731205
      55                  50                  79      -1.64023998593       1.48619670661      -3.86326922404
      55                  50                  80      -1.95898866442        1.9290229984      -4.70130511543
      55                  50                  81      -1.45346033608       1.12168965496      -4.39691394963
      55                  50                  82     -0.717582943055      0.462794183576      -4.24089721905
      55                  50                  83      0.192494109625      0.618272120746      -4.62506693316
      55                  50                  84      0.443757575884      0.820309625945      -5.57166479762
      55                  50                  85        0.5597272828       1.06444997359      -6.53444541528
      55                  50                  86      0.308809609475      0.468359263221      -5.77174220549
      55                  50                  87      0.444409963457       1.42827433711      -6.01704934954
      55                  50                  88      0.436552174842       2.42710967917      -6.06465412461
      55                  50                  89     0.0579049602487       3.10108117531      -5.43031296303
      55                  50                  90    -0.0589341153005       3.11732796492      -6.42333092473
      55                  50                  91       0.21550279468       3.97597215538      -5.99041691867
      55                  50                  92     -0.600412482221       3.68983237864      -6.49281744523
      55                  50                  93       -1.2105686317       2.89763250682      -6.50416805474
      55                  50                  94      -0.55390378481       2.98791255247      -5.75540855249
      55                  50                  95     -0.552869210437       2.64293839635      -6.69402016613
      55                  50                  96      0.419960197335       2.86325480498      -6.76517930793
      55                  50                  97     0.0180567654165        2.5714772876      -5.89722797763
      55                  50                  98      0.989888010704       2.80584845708       -5.9220107459
      55                  50                  99      0.451846895817        1.9968885604      -6.15885593639
