# BLOCK:       RW_SIMULATED:               STEP:                  X:                  Y:                  Z:
      85                  50                   0      0.575295669982     -0.427536279978      -0.69731457851
      85                  50                   1     -0.350248009948    -0.0554908086919     -0.767678374854
      85                  50                   2     -0.972095913524     0.0431422211343      -1.54458037012
      85                  50                   3     -0.409991469224      0.343901353009     -0.774137290915
      85                  50                   4      -0.22019316293       1.31634149869     -0.909550606352
      85                  50                   5       -1.0511060678      0.842826705359        -1.201727753
      85                  50                   6     -0.441593329332       1.61367137386      -1.38691068608
      85                  50                   7      -0.62289276677       2.40357737796     -0.801095852997
      85                  50                   8        -1.538864823       2.17914768777       -0.4684902211
      85                  50                   9      -1.99172513811       1.28941092382     -0.525814089261
      85                  50                  10      -1.13191333247      0.790543464375     -0.416933802763
      85                  50                  11     -0.643845332146    -0.0380922670731     -0.142794327993
      85                  50                  12      -1.31602343397      0.401833016695     -0.738312878616
      85                  50                  13       -1.6258688696     0.0818213596372      -1.63362754138
      85                  50                  14      -1.64195139229     -0.490053307141     -0.813444197267
      85                  50                  15      -2.61994330183     -0.517985275737     -0.606679524296
      85                  50                  16      -3.38962674061     -0.297313172348   -0.00760421445873
      85                  50                  17      -3.66987788794      0.456306578397     -0.602176805242
      85                  50                  18      -2.85058935649       1.02955595711     -0.589870219991
      85                  50                  19      -3.48418261952       1.22075329188      0.159798477646
      85                  50                  20      -2.82205521835       1.80624932174     -0.307942587079
      85                  50                  21      -2.12810911044       1.16341171952     0.0164007749382
      85                  50                  22      -3.04907445012       1.49094046117       0.22746419316
      85                  50                  23      -2.92441713933      0.590825601257     -0.189972980357
      85                  50                  24       -2.0181843211      0.563357014497     -0.611858694606
      85                  50                  25      -1.55337958007       1.43138869698      -0.78643690321
      85                  50                  26      -1.82498737733      0.705095125006     -0.154988685403
      85                  50                  27      -1.19492271709       1.34934261679      0.278559112707
      85                  50                  28       -1.4274732989       1.78281494467       1.14920368304
      85                  50                  29     -0.873963812895       1.61455687112       1.96487302143
      85                  50                  30      -0.58434136174       1.25773937667       1.07672882624
      85                  50                  31     -0.532640453402        1.2940833056       2.07472989584
      85                  50                  32      -1.48409238692       1.58836458072        1.9845204212
      85                  50                  33     -0.728947512316       1.82309829567       2.59661216386
      85                  50                  34      0.210385036543       2.08580956539       2.81715048573
      85                  50                  35     -0.094468524135       1.81231168578       1.90486587203
      85                  50                  36     -0.821047945906       1.37611260469       1.37400552739
      85                  50                  37     -0.926616733476       2.22141619754       1.89775839564
      85                  50                  38     -0.360975237881       3.04605439717       1.89311747145
      85                  50                  39      0.507025407255       3.23634989728       2.35177039325
      85                  50                  40      0.392940066504       3.56168879315       1.41308027513
      85                  50                  41      0.490795308191       3.09629386795       0.53340310976
      85                  50                  42       1.06573788532       3.90822943171      0.432399776592
      85                  50                  43       1.13238847054       3.20414050634     -0.274577227747
      85                  50                  44       1.55050739862       3.32299836288      0.626005567963
      85                  50                  45       1.30709706733       4.22819980965      0.974375703584
      85                  50                  46       1.10808896293        3.6882711868       1.79222217855
      85                  50                  47       1.19374750628       3.94101061623       2.75595730542
      85                  50                  48       1.21171751122       3.48354271522       1.86691276297
      85                  50                  49      0.495503388958       2.89275699164       2.23840914233
      85                  50                  50       1.40336349498       2.60396961418       2.54236946625
      85                  50                  51      0.790352449135        1.9815424451       3.02899239712
      85                  50                  52      0.505152499801       2.40189560759       3.89036583976
      85                  50                  53      0.129670198409       2.03300846808       4.74062187158
      85                  50                  54      0.650960835266       2.42991895332       5.49608076433
      85                  50                  55      0.578145295895        2.6693537656       6.46425888218
      85                  50                  56        1.1189749346       2.54241413243        5.6327604568
      85                  50                  57       0.42595145581       2.83839703969       4.97540775356
      85                  50                  58    -0.0649932354805       2.65629076973        5.8273529493
      85                  50                  59     -0.713977115048        3.3131453291       6.21123054944
      85                  50                  60      -1.46558087887       3.90510896091       6.50221309329
      85                  50                  61       -2.3273894778       3.59865905533       6.09801710843
      85                  50                  62      -2.40685476098       4.31572675075       5.40555830896
      85                  50                  63      -3.24381715001       3.79704276645       5.58008877559
      85                  50                  64      -3.17365424106       2.80087775158       5.52781613124
      85                  50                  65      -3.93120747657       3.38783954925       5.24217834761
      85                  50                  66      -3.96044695158       2.90507767773       6.11744175282
      85                  50                  67      -4.40871123062       2.22030647854       5.54285708465
      85                  50                  68      -5.02755772054       1.43523745911       5.56923238822
      85                  50                  69      -4.25881442271        1.7919800059       6.10005109302
      85                  50                  70      -4.04701753601       2.65025136126       5.63259803725
      85                  50                  71      -3.58650731543       3.51398591718       5.42792035491
      85                  50                  72      -3.60606899586       3.62748868925       4.43457526815
      85                  50                  73      -4.56229016962       3.91838352434       4.40261808172
      85                  50                  74      -4.81092288339       4.27935666175       5.30143962559
      85                  50                  75      -5.22933210811       4.09794812687       6.19139730106
      85                  50                  76      -5.11173065813       4.08998526352       5.19836835296
      85                  50                  77      -4.45059601748       3.37458280988        4.9723145623
      85                  50                  78      -4.80842951188       3.82519829738       4.15445095955
      85                  50                  79      -4.01430812816       4.02640383059       3.58096376586
      85                  50                  80      -4.07850655956       5.00955724569       3.75210091493
      85                  50                  81      -4.48939745236       5.56472315346       4.47526029505
      85                  50                  82      -3.96980190249       5.04358055275        3.7981850745
      85                  50                  83      -3.37102375859       4.30658977659       4.11172826172
      85                  50                  84      -3.16344165664       4.09130934926       3.15749348529
      85                  50                  85      -3.74288483144       4.32896594357       2.37790067468
      85                  50                  86      -3.11402622181       4.92515639431       2.87699364753
      85                  50                  87      -3.34015729675       5.84260088727       2.54964010886
      85                  50                  88      -4.27671408343       5.91676583953       2.20706027118
      85                  50                  89      -4.66713542988       5.01927093148       2.41217990031
      85                  50                  90      -4.05045123344       4.89734914451       3.18989172337
      85                  50                  91      -4.35863178825       4.48180392156       4.04566442294
      85                  50                  92      -4.66325437844        3.5469273381       4.22790286903
      85                  50                  93      -4.94307892788       2.65164710714       4.57456052375
      85                  50                  94      -5.41821470247       3.41092507262       5.01924351963
      85                  50                  95      -6.07337212218       3.77066990908       5.68358711149
      85                  50                  96      -5.31555741201       4.27879003559       6.09289237909
      85                  50                  97      -6.07682530335       4.87032702479       5.82727011341
      85                  50                  98      -5.27114601925        4.9623889674       5.24211586887
      85                  50                  99      -4.78775475501       5.80022466128       5.49581694439
