# RW_STEP = 50
# BLOCK:          PROG_MEAN:              ERROR:
       0             6.99443                   0
       1             6.99575          0.00131737
       2             7.08452           0.0887789
       3             7.01038           0.0971519
       4             7.03609           0.0795242
       5              7.1132            0.100808
       6             7.11387            0.085201
       7             7.07608           0.0828993
       8              7.1231           0.0869277
       9              7.1271           0.0778531
      10             7.10489           0.0738404
      11             7.09571            0.068029
      12             7.11587            0.065744
      13             7.09755           0.0635637
      14             7.13218           0.0685608
      15             7.12508           0.0645243
      16             7.11665           0.0611932
      17             7.10364           0.0591428
      18             7.10204           0.0559662
      19              7.1053           0.0531941
      20             7.10426           0.0506084
      21             7.08851           0.0507599
      22              7.1014           0.0501862
      23             7.10263           0.0480655
      24             7.10219           0.0461049
      25             7.11826           0.0471202
      26             7.10459           0.0473567
      27              7.0957            0.046492
      28             7.09057           0.0451529
      29              7.0831           0.0442564
      30             7.06545            0.046301
      31             7.06391           0.0448571
      32             7.08066           0.0465924
      33              7.0712           0.0461808
      34             7.06642           0.0450958
      35             7.06749           0.0438383
      36             7.07171           0.0428451
      37               7.064           0.0424088
      38             7.06155           0.0413798
      39             7.06327           0.0403686
      40             7.06352           0.0393726
      41             7.06506           0.0384545
      42             7.08576           0.0428778
      43             7.07918           0.0424057
      44             7.07707           0.0415065
      45              7.0834           0.0410849
      46             7.08052           0.0403041
      47             7.08213           0.0394883
      48             7.08197           0.0386744
      49             7.08625           0.0381345
      50             7.08852           0.0374483
      51             7.08928           0.0367288
      52             7.09192           0.0361262
      53             7.09582           0.0356646
      54             7.09564           0.0350106
      55             7.09414           0.0344123
      56             7.08627            0.034709
      57             7.08628           0.0341053
      58             7.09476           0.0345783
      59              7.0943           0.0340002
      60             7.09479           0.0334419
      61             7.09509           0.0328994
      62             7.09321           0.0324275
      63             7.09866           0.0323781
      64             7.10605           0.0327222
      65             7.10929           0.0323846
      66             7.10774           0.0319353
      67             7.10545           0.0315449
      68             7.10202           0.0312729
      69             7.10616           0.0310988
      70             7.10512           0.0306751
      71             7.10616           0.0302638
      72             7.10733           0.0298695
      73             7.10922           0.0295238
      74             7.11191           0.0292507
      75             7.11087           0.0288816
      76             7.11274            0.028565
      77             7.11234           0.0281993
      78              7.1078           0.0282076
      79             7.09931           0.0291173
      80             7.10399           0.0291338
      81             7.10471           0.0287855
      82             7.10621           0.0284757
      83             7.10533           0.0281484
      84             7.10596           0.0278225
      85             7.10104           0.0279343
      86              7.0985           0.0277282
      87             7.10108           0.0275331
      88             7.09469           0.0279622
      89             7.09326           0.0276867
      90             7.09358           0.0273826
      91             7.09115           0.0271914
      92             7.09167           0.0269023
      93             7.08937            0.026714
      94             7.09201           0.0265635
      95             7.08966           0.0263908
      96             7.08936            0.026119
      97             7.09833           0.0273635
      98             7.09936           0.0271054
      99             7.10061           0.0268619
