# RW_STEP = 35
# BLOCK:          PROG_MEAN:              ERROR:
       0             5.70169                   0
       1             5.95533            0.253639
       2             6.01125            0.156751
       3             5.95191            0.125725
       4             5.96145            0.097852
       5             6.03624            0.109443
       6             6.04932           0.0934156
       7             6.02907           0.0833964
       8             6.05399           0.0776558
       9             6.08887           0.0777262
      10             6.02936           0.0921159
      11             6.00421           0.0877703
      12             6.03686           0.0870899
      13             6.00962            0.085106
      14             6.03304           0.0826196
      15             6.04027           0.0776204
      16             6.04812           0.0733336
      17             6.03218           0.0709545
      18             6.03153           0.0671194
      19             6.05247           0.0670299
      20             6.05095           0.0637761
      21             6.03655           0.0624899
      22             6.04199           0.0599583
      23             6.04667           0.0575963
      24             6.04752           0.0552509
      25              6.0652           0.0559508
      26             6.05627           0.0545743
      27             6.04209           0.0544674
      28              6.0271           0.0546519
      29             6.01938           0.0533595
      30              6.0082           0.0528078
      31             6.00857           0.0511322
      32             6.02162            0.051248
      33             6.00952           0.0511691
      34             6.00911           0.0496873
      35             6.00534           0.0484345
      36             6.00886           0.0472391
      37             6.00136           0.0465882
      38             5.99909           0.0454343
      39             6.00089           0.0443204
      40             5.99929           0.0432555
      41              5.9984           0.0422225
      42             6.01023           0.0428917
      43             6.00766           0.0419844
      44             6.00224           0.0413971
      45             6.00242           0.0404876
      46             5.99903           0.0397613
      47             5.99232           0.0394978
      48             5.99066           0.0387191
      49             5.99116           0.0379401
      50             5.98625           0.0375111
      51             5.99235           0.0372839
      52             5.98756           0.0368858
      53             5.98875           0.0362159
      54             5.99019           0.0355805
      55             5.99213           0.0349932
      56             5.98618           0.0348843
      57             5.98903           0.0343955
      58             5.99206           0.0339429
      59             5.99203           0.0333724
      60              5.9929           0.0328323
      61              5.9996            0.032986
      62              5.9961           0.0326465
      63             6.00059           0.0324444
      64             6.00045           0.0319416
      65             6.00425           0.0316819
      66             6.00149           0.0313271
      67             6.00001           0.0308986
      68             5.99509           0.0308426
      69             6.00002           0.0307965
      70             5.99795           0.0304301
      71             5.99808           0.0300048
      72             5.99894           0.0296036
      73             6.00041           0.0292375
      74             6.00486           0.0291858
      75             6.00152           0.0289914
      76             6.00627           0.0290027
      77             6.00775           0.0286668
      78             6.00463           0.0284725
      79             5.99765           0.0289683
      80             6.00102           0.0288056
      81             6.00107           0.0284522
      82               6.002           0.0281227
      83             6.00211           0.0277861
      84             6.00235           0.0274583
      85             5.99772           0.0275283
      86             5.99459           0.0273899
      87             5.99902           0.0274363
      88             5.99675            0.027221
      89             5.99702           0.0269182
      90             5.99537            0.026672
      91             5.99368           0.0264345
      92             5.98992           0.0264179
      93             5.98682           0.0263179
      94             5.98905           0.0261342
      95              5.9858           0.0260633
      96             5.98331            0.025913
      97              5.9908           0.0267177
      98             5.98944           0.0264815
      99              5.9893           0.0262157
