# RW_STEP = 9
# BLOCK:          PROG_MEAN:              ERROR:
       0             3.23387                   0
       1             3.14977           0.0841077
       2              3.1924           0.0646214
       3             3.21515           0.0510428
       4             3.22519           0.0407931
       5             3.18929            0.048973
       6              3.1685           0.0463194
       7             3.17022           0.0401507
       8             3.18095           0.0369994
       9             3.18752           0.0337391
      10             3.17888           0.0317175
      11             3.18819           0.0304149
      12              3.1831           0.0284363
      13             3.17632            0.027186
      14             3.17832           0.0253875
      15             3.18724           0.0253686
      16             3.18214           0.0243705
      17             3.18066            0.023024
      18             3.19111           0.0241551
      19             3.18851            0.023063
      20             3.17592           0.0252887
      21             3.17529           0.0241202
      22             3.17764           0.0231673
      23             3.17668           0.0222017
      24              3.1793            0.021456
      25             3.17973           0.0206186
      26             3.17339           0.0208281
      27             3.16918           0.0205066
      28             3.16435           0.0203686
      29             3.15962           0.0202379
      30             3.15963           0.0195742
      31             3.15755           0.0190674
      32             3.16287           0.0192333
      33             3.16289           0.0186591
      34             3.15963           0.0184092
      35             3.16088           0.0179339
      36             3.15956           0.0174921
      37              3.1583           0.0170724
      38             3.15884           0.0166377
      39             3.16001           0.0162587
      40             3.16062            0.015869
      41             3.15782           0.0157379
      42             3.15949           0.0154576
      43             3.15892           0.0151128
      44             3.15616           0.0150299
      45             3.15318           0.0149985
      46             3.15219           0.0147091
      47             3.14866           0.0148243
      48             3.14799           0.0145344
      49             3.15101           0.0145571
      50             3.14918           0.0143856
      51             3.14878           0.0141119
      52             3.14996           0.0138939
      53             3.15176            0.013752
      54             3.14952           0.0136848
      55             3.14976           0.0134404
      56             3.14955           0.0132041
      57             3.15395           0.0137005
      58             3.15519           0.0135226
      59             3.15436           0.0133211
      60             3.15338            0.013137
      61             3.15303           0.0129283
      62             3.15508           0.0128868
      63             3.15495           0.0126845
      64             3.15439           0.0125007
      65             3.15156           0.0126296
      66             3.15488           0.0128739
      67             3.15491           0.0126832
      68             3.15531           0.0125045
      69             3.15816           0.0126496
      70              3.1594           0.0125316
      71             3.15781           0.0124589
      72             3.15904           0.0123484
      73             3.16003            0.012221
      74             3.16147           0.0121428
      75              3.1621           0.0119982
      76             3.16192           0.0118426
      77              3.1633           0.0117706
      78             3.16041           0.0119755
      79             3.16179           0.0119052
      80             3.16288           0.0118075
      81             3.16408           0.0117247
      82             3.16687           0.0119146
      83             3.16594           0.0118088
      84             3.16514           0.0116964
      85             3.16481           0.0115644
      86             3.16464            0.011432
      87             3.16311           0.0114041
      88             3.16286            0.011278
      89             3.16018            0.011469
      90             3.16169           0.0114413
      91             3.16156           0.0113169
      92             3.16233           0.0112209
      93             3.16276           0.0111093
      94             3.16319               0.011
      95              3.1661            0.011267
      96             3.16362           0.0114238
      97             3.16704           0.0118153
      98             3.16672           0.0116999
      99             3.16573            0.011624
