# RW_STEP = 65
# BLOCK:          PROG_MEAN:              ERROR:
       0             7.89215                   0
       1             7.85379           0.0383511
       2             8.00437            0.152189
       3             8.00757            0.107662
       4             7.99654           0.0841207
       5             8.08694            0.113529
       6               8.106           0.0978253
       7             8.04551            0.104102
       8             8.11915            0.117695
       9             8.11198            0.105513
      10             8.09016           0.0979037
      11             8.08989           0.0893739
      12             8.13166           0.0922163
      13             8.11678           0.0866635
      14             8.12398               0.081
      15             8.12376           0.0757688
      16             8.11119           0.0722754
      17             8.09749           0.0695043
      18             8.09261           0.0659259
      19             8.10795           0.0643978
      20             8.11079           0.0613204
      21             8.10322           0.0589547
      22              8.1057           0.0563877
      23             8.11229           0.0543883
      24             8.12435           0.0535414
      25             8.12881           0.0516343
      26             8.12222           0.0501196
      27             8.11609           0.0486848
      28             8.11373            0.047035
      29             8.11819           0.0456582
      30             8.09069           0.0520242
      31             8.08041           0.0514101
      32             8.08587           0.0501258
      33             8.07957           0.0490352
      34             8.08125           0.0476433
      35             8.08681            0.046633
      36              8.0878            0.045366
      37             8.08202           0.0445334
      38             8.07196           0.0445263
      39             8.07042           0.0434264
      40             8.06921           0.0423711
      41             8.06885           0.0413515
      42              8.0957           0.0484904
      43             8.08711           0.0481483
      44              8.0904           0.0471811
      45             8.09551           0.0464255
      46             8.09222           0.0455456
      47             8.08963           0.0446617
      48             8.09081           0.0437566
      49             8.09563           0.0431422
      50             8.09386           0.0423248
      51             8.10277           0.0424496
      52             8.10253           0.0416417
      53             8.10867           0.0413221
      54             8.10669           0.0406119
      55             8.10272           0.0400773
      56             8.10085           0.0394126
      57             8.09797           0.0388335
      58             8.10714           0.0392543
      59             8.10522           0.0386421
      60             8.10488           0.0380048
      61             8.10267            0.037452
      62             8.10382           0.0368705
      63             8.11269           0.0373594
      64             8.11544           0.0368823
      65             8.12041           0.0366579
      66             8.11486           0.0365298
      67             8.11197           0.0361049
      68             8.10972           0.0356488
      69             8.11299           0.0352877
      70              8.1116            0.034815
      71             8.11742           0.0348181
      72             8.11162           0.0348234
      73             8.11582           0.0346054
      74             8.11862           0.0342555
      75             8.11715           0.0338339
      76             8.12786           0.0350661
      77             8.12909           0.0346354
      78             8.12316           0.0347037
      79             8.12141           0.0343117
      80             8.12385           0.0339727
      81             8.12682           0.0336876
      82             8.12853           0.0333229
      83              8.1261           0.0330128
      84             8.12825           0.0326923
      85             8.12401           0.0325862
      86             8.12124           0.0323281
      87             8.12245           0.0319812
      88             8.11867           0.0318447
      89             8.11755           0.0315086
      90             8.11862           0.0311788
      91             8.11997           0.0308676
      92             8.12144           0.0305689
      93             8.11998           0.0302769
      94             8.12324           0.0301327
      95              8.1193           0.0300755
      96             8.11655           0.0298905
      97             8.12185           0.0300552
      98             8.12189           0.0297501
      99             8.12151           0.0294536
