# RW_STEP = 57
# BLOCK:          PROG_MEAN:              ERROR:
       0             7.23483                   0
       1              7.2729           0.0380702
       2              7.4511             0.17955
       3             7.43842            0.127593
       4             7.45708            0.100578
       5             7.53652            0.114261
       6             7.54448           0.0968948
       7              7.4934           0.0982366
       8             7.53805           0.0974661
       9             7.55934            0.089739
      10             7.53822           0.0838757
      11             7.53903            0.076572
      12             7.56259           0.0742736
      13             7.55566           0.0691123
      14             7.58328           0.0700148
      15             7.58136           0.0655208
      16             7.56892           0.0627903
      17             7.56399           0.0594046
      18             7.55681            0.056648
      19             7.56336           0.0541395
      20             7.55966             0.05163
      21             7.54649           0.0509593
      22             7.55335           0.0491749
      23             7.55685           0.0472108
      24             7.56137           0.0455081
      25             7.57836           0.0469092
      26             7.56737           0.0464586
      27             7.55978           0.0454074
      28             7.55331           0.0442876
      29             7.55096           0.0428509
      30             7.52603           0.0483625
      31             7.53023            0.047015
      32             7.54612           0.0482589
      33             7.53857           0.0474237
      34             7.53425           0.0462512
      35             7.53716           0.0450426
      36             7.54201           0.0440759
      37              7.5414           0.0429046
      38             7.53811           0.0419193
      39             7.53743           0.0408635
      40             7.54087           0.0400023
      41             7.53793           0.0391484
      42             7.55943           0.0438563
      43             7.55285           0.0433496
      44             7.55771           0.0426529
      45             7.56405           0.0421941
      46             7.55874           0.0416269
      47             7.55946           0.0407569
      48             7.56069           0.0399353
      49             7.56573           0.0394515
      50             7.56511           0.0386752
      51             7.56437           0.0379313
      52             7.56538           0.0372224
      53             7.57031           0.0368578
      54             7.57179           0.0362116
      55             7.56867           0.0356955
      56             7.56758           0.0350806
      57              7.5624           0.0348577
      58             7.57249           0.0357186
      59             7.56874           0.0353183
      60             7.56865           0.0347346
      61             7.56654           0.0342345
      62             7.56556            0.033701
      63             7.57258           0.0339038
      64             7.57607           0.0335601
      65             7.57964           0.0332399
      66             7.57491           0.0330796
      67              7.5733           0.0326292
      68              7.5705           0.0322746
      69             7.57592           0.0322682
      70             7.57422           0.0318558
      71             7.57717           0.0315485
      72             7.57483           0.0312007
      73              7.5776           0.0309003
      74             7.58154           0.0307388
      75             7.58221           0.0303392
      76              7.5886           0.0306154
      77             7.58844           0.0302208
      78              7.5847           0.0300694
      79             7.58018           0.0300325
      80             7.58532            0.030101
      81             7.58643           0.0297522
      82             7.58914           0.0295163
      83             7.58889           0.0291639
      84             7.58865           0.0288197
      85             7.58366           0.0289168
      86             7.58142           0.0286707
      87             7.58175            0.028345
      88             7.57935            0.028127
      89             7.57754           0.0278715
      90             7.57663           0.0275788
      91             7.57627           0.0272797
      92             7.57668           0.0269879
      93             7.57392           0.0268419
      94             7.57682           0.0267162
      95             7.57132           0.0270028
      96              7.5701           0.0267508
      97             7.57692           0.0273408
      98             7.58065           0.0273189
      99             7.58084            0.027045
