# RW_STEP = 92
# BLOCK:          PROG_MEAN:              ERROR:
       0             9.37036                   0
       1             9.23048            0.139876
       2             9.33754            0.134105
       3             9.33596           0.0948397
       4             9.44502            0.131496
       5             9.51425            0.127749
       6             9.60354            0.140104
       7             9.58952            0.122141
       8             9.63056            0.115272
       9             9.61267            0.104644
      10             9.61163           0.0946597
      11             9.61319           0.0864262
      12             9.66668           0.0958218
      13             9.63763           0.0933479
      14             9.65645            0.088916
      15             9.68421           0.0876842
      16              9.6508           0.0888841
      17             9.65057            0.083801
      18             9.65249            0.079291
      19             9.66551           0.0763419
      20             9.65434           0.0734707
      21             9.62323           0.0766479
      22              9.6156           0.0736359
      23             9.61267            0.070562
      24             9.62464           0.0687315
      25             9.62608           0.0660508
      26             9.59326             0.07153
      27             9.59332           0.0689281
      28             9.60087           0.0669354
      29             9.61347           0.0658827
      30             9.58435           0.0700628
      31             9.57176           0.0689956
      32             9.57867           0.0672278
      33             9.57562           0.0652916
      34             9.57882           0.0634795
      35             9.57962           0.0616961
      36             9.58143           0.0600328
      37             9.57011           0.0595184
      38             9.57472           0.0581551
      39             9.57405           0.0566865
      40             9.58177           0.0558223
      41             9.58416           0.0545294
      42             9.59803           0.0550244
      43             9.59149           0.0541558
      44             9.58919           0.0529885
      45             9.59331           0.0519867
      46             9.59055            0.050943
      47             9.58591           0.0500864
      48              9.5888           0.0491388
      49             9.58789           0.0481546
      50             9.58589           0.0472432
      51             9.59836           0.0479735
      52             9.59829           0.0470597
      53             9.60806           0.0472031
      54              9.6047           0.0464589
      55             9.60685           0.0456724
      56             9.60383           0.0449657
      57             9.60863           0.0444442
      58             9.62089           0.0453716
      59             9.61623           0.0448519
      60             9.61714           0.0441199
      61             9.61753           0.0434042
      62             9.61528           0.0427687
      63             9.61868           0.0422321
      64             9.62416           0.0419372
      65              9.6317           0.0419796
      66             9.62244           0.0423729
      67             9.61744            0.042043
      68             9.61797           0.0414325
      69             9.61998           0.0408859
      70             9.61123           0.0412434
      71             9.61816           0.0412513
      72             9.61438           0.0408574
      73              9.6227           0.0411518
      74             9.62789           0.0409302
      75             9.62784           0.0403881
      76             9.63666           0.0408246
      77             9.63744           0.0403055
      78             9.62996           0.0404888
      79             9.62311            0.040563
      80              9.6248           0.0400946
      81             9.63288            0.040419
      82              9.6316           0.0399494
      83             9.62311           0.0403738
      84             9.62485           0.0399338
      85             9.62732           0.0395437
      86             9.62416           0.0392141
      87             9.62815           0.0389708
      88             9.62973           0.0385629
      89              9.6285           0.0381519
      90             9.62844           0.0377304
      91             9.62611           0.0373906
      92             9.62642           0.0369876
      93             9.62329           0.0367254
      94             9.62699            0.036525
      95             9.62331           0.0363301
      96             9.62528           0.0360079
      97             9.62827           0.0357636
      98             9.63129           0.0355294
      99             9.62996           0.0351976
