# RW_STEP = 1
# BLOCK:          PROG_MEAN:              ERROR:
       0              1.3543                   0
       1             1.40025           0.0459513
       2             1.41033           0.0283829
       3             1.44454           0.0396578
       4             1.44954           0.0311228
       5             1.44317           0.0261968
       6             1.43275           0.0244704
       7             1.42561           0.0223638
       8             1.42479           0.0197397
       9             1.42203           0.0178714
      10             1.41897           0.0164518
      11             1.42577           0.0164863
      12             1.42263           0.0154867
      13             1.42579           0.0146811
      14             1.42709           0.0137292
      15             1.42763           0.0128538
      16             1.42461           0.0124448
      17              1.4256           0.0117746
      18             1.42653           0.0111762
      19             1.42657           0.0106027
      20             1.42526           0.0101704
      21             1.42531          0.00969725
      22             1.42042           0.0104748
      23             1.42083            0.010037
      24             1.41733           0.0102428
      25             1.41754          0.00984326
      26             1.41614          0.00957418
      27              1.4139          0.00949365
      28             1.41455           0.0091832
      29             1.41441          0.00887285
      30             1.41485          0.00859285
      31             1.41437          0.00833348
      32             1.41421          0.00807869
      33              1.4143          0.00783798
      34             1.41503          0.00764625
      35             1.41671          0.00761846
      36             1.41622          0.00742648
      37             1.41595          0.00723337
      38             1.41444          0.00720582
      39             1.41352          0.00708249
      40             1.41356          0.00690767
      41             1.41267          0.00679925
      42             1.41309           0.0066522
      43             1.41255          0.00652116
      44             1.41214          0.00638769
      45             1.41092          0.00636658
      46              1.4098          0.00632963
      47             1.40896          0.00625229
      48             1.40851          0.00613978
      49             1.40759          0.00608596
      50             1.40674          0.00602621
      51             1.40714          0.00592283
      52             1.40785          0.00585363
      53              1.4077          0.00574628
      54             1.40816          0.00565965
      55             1.40868          0.00558177
      56             1.40897          0.00549057
      57             1.40929          0.00540493
      58             1.40991          0.00534857
      59             1.40949          0.00527594
      60             1.40887          0.00522464
      61             1.40909          0.00514418
      62             1.40952          0.00508007
      63             1.40865          0.00507574
      64             1.40888          0.00500253
      65             1.40847          0.00494293
      66             1.40839          0.00486924
      67             1.40797          0.00481579
      68             1.40863          0.00479151
      69              1.4069          0.00502978
      70             1.40755          0.00500097
      71             1.40818          0.00497128
      72             1.40832          0.00490457
      73             1.40898          0.00488264
      74             1.40913          0.00481936
      75             1.40956          0.00477496
      76             1.40948           0.0047132
      77             1.40914          0.00466472
      78             1.40846           0.0046553
      79             1.40879          0.00460838
      80             1.40924          0.00457347
      81             1.40962          0.00453353
      82             1.40941          0.00448363
      83             1.40899           0.0044497
      84             1.40949           0.0044262
      85             1.40958          0.00437528
      86             1.41012          0.00435872
      87             1.40946           0.0043592
      88             1.41015          0.00436397
      89             1.41064          0.00434261
      90             1.41026          0.00431062
      91             1.41076           0.0042926
      92             1.40976          0.00436317
      93             1.40994          0.00432024
      94             1.41014          0.00427901
      95             1.41023          0.00423536
      96             1.40976          0.00421802
      97             1.40982           0.0041752
      98              1.4097          0.00413465
      99              1.4094          0.00410406
