# RW_STEP = 6
# BLOCK:          PROG_MEAN:              ERROR:
       0             2.72638                   0
       1             2.60734            0.119037
       2             2.69615            0.112294
       3             2.68675           0.0799576
       4             2.67804           0.0625444
       5             2.65769           0.0549729
       6             2.65069           0.0469853
       7              2.6408           0.0418742
       8             2.64757           0.0375435
       9              2.6455           0.0336435
      10             2.63399           0.0325347
      11             2.64269           0.0309477
      12             2.64449           0.0285244
      13             2.64208            0.026518
      14             2.64807           0.0254039
      15             2.65815            0.025812
      16             2.65598           0.0243431
      17             2.66137           0.0235756
      18             2.67115           0.0243522
      19             2.66584           0.0237065
      20             2.65936           0.0234609
      21             2.66049           0.0223976
      22              2.6624           0.0214865
      23             2.65964           0.0207562
      24             2.65671           0.0201226
      25             2.65974           0.0195683
      26             2.65385           0.0197268
      27             2.65541           0.0190728
      28               2.651           0.0189245
      29              2.6462           0.0189034
      30             2.64348           0.0184841
      31             2.64565           0.0180276
      32             2.64893           0.0177786
      33             2.64959           0.0172605
      34             2.64393           0.0176914
      35             2.64583           0.0172981
      36             2.64495           0.0168471
      37              2.6434           0.0164713
      38             2.64084           0.0162453
      39             2.64024           0.0158456
      40             2.63927           0.0154844
      41             2.63579           0.0155074
      42             2.63694           0.0151861
      43              2.6364           0.0148466
      44             2.63724           0.0145367
      45             2.63742           0.0142183
      46             2.63583           0.0140033
      47             2.63314           0.0139698
      48              2.6315            0.013779
      49             2.63183           0.0135046
      50              2.6318           0.0132371
      51             2.63133           0.0129885
      52             2.63346           0.0129183
      53             2.63129           0.0128625
      54             2.63111           0.0126277
      55             2.63235           0.0124619
      56             2.63174           0.0122563
      57             2.63412           0.0122758
      58             2.63436           0.0120684
      59             2.63476           0.0118722
      60               2.634           0.0117005
      61             2.63428           0.0115136
      62             2.63482           0.0113418
      63             2.63494           0.0111639
      64             2.63544           0.0110021
      65             2.63306           0.0110926
      66             2.63513           0.0111199
      67             2.63493           0.0109569
      68             2.63422             0.01082
      69             2.63577           0.0107767
      70             2.63656           0.0106529
      71             2.63583           0.0105292
      72             2.63645           0.0104021
      73             2.63668           0.0102631
      74             2.63816           0.0102331
      75             2.63786           0.0101021
      76             2.63844          0.00998722
      77             2.63716          0.00994162
      78             2.63531          0.00998843
      79              2.6358          0.00987493
      80             2.63771          0.00993858
      81             2.63657          0.00988245
      82             2.63693          0.00976906
      83             2.63648          0.00966228
      84             2.63724          0.00957821
      85             2.63717          0.00946648
      86             2.63831          0.00942716
      87             2.63771          0.00933883
      88             2.63673          0.00928539
      89             2.63521          0.00930668
      90             2.63706           0.0093877
      91             2.63676          0.00928992
      92             2.63719          0.00919967
      93             2.63687          0.00910692
      94             2.63752          0.00903361
      95             2.63924          0.00910312
      96             2.63874          0.00902279
      97             2.64136          0.00930836
      98             2.64188          0.00922863
      99             2.64141          0.00914807
