# RW_STEP = 22
# BLOCK:          PROG_MEAN:              ERROR:
       0             4.67316                   0
       1             4.72734           0.0541796
       2             4.79309           0.0728158
       3             4.80842            0.053722
       4             4.82733           0.0457098
       5             4.84145           0.0399033
       6             4.81784           0.0411707
       7             4.80874           0.0367972
       8             4.83952           0.0447308
       9             4.85276           0.0421411
      10             4.81217           0.0556855
      11             4.78417           0.0580344
      12             4.80586           0.0576241
      13             4.78227           0.0583353
      14             4.79191           0.0551569
      15              4.8022           0.0526102
      16              4.8059            0.049557
      17             4.80104           0.0469742
      18             4.81717           0.0472682
      19             4.81752            0.044844
      20             4.80978           0.0433513
      21             4.80686           0.0414371
      22             4.80805           0.0396124
      23             4.81611           0.0387734
      24             4.81763            0.037221
      25             4.82565           0.0366504
      26             4.81801           0.0360845
      27             4.81775            0.034773
      28             4.81145           0.0341373
      29             4.81007           0.0330087
      30             4.80643           0.0321333
      31             4.80009           0.0317525
      32             4.81321           0.0334573
      33             4.80495           0.0334928
      34             4.80105           0.0327554
      35              4.7986           0.0319267
      36             4.79935           0.0310609
      37              4.7921           0.0310902
      38             4.78916           0.0304242
      39             4.79243           0.0298328
      40             4.78322           0.0305171
      41             4.77969           0.0299904
      42             4.78767           0.0303519
      43             4.78513           0.0297621
      44             4.77798           0.0299604
      45             4.77277           0.0297615
      46             4.77139            0.029154
      47             4.76967           0.0285921
      48             4.76949           0.0280031
      49              4.7732           0.0276862
      50             4.76826            0.027583
      51             4.76761           0.0270552
      52             4.76715           0.0265437
      53              4.7673            0.026048
      54              4.7668            0.025575
      55             4.76824           0.0251554
      56             4.76581           0.0248291
      57              4.7733           0.0255202
      58             4.78067           0.0261455
      59             4.77746           0.0259052
      60             4.77738           0.0254771
      61              4.7794           0.0251438
      62             4.77827           0.0247671
      63             4.78211            0.024677
      64             4.78442           0.0244045
      65             4.78332           0.0240573
      66             4.78439           0.0237199
      67             4.78158           0.0235364
      68             4.78007           0.0232424
      69             4.78124           0.0229381
      70             4.78036             0.02263
      71             4.77993           0.0223175
      72             4.78034           0.0220134
      73             4.78301           0.0218784
      74             4.78762           0.0220697
      75             4.78609           0.0218308
      76             4.79203           0.0223502
      77              4.7952           0.0222878
      78             4.79414           0.0220291
      79              4.7914           0.0219244
      80             4.79098           0.0216562
      81             4.79138           0.0213942
      82              4.7938            0.021273
      83             4.79298           0.0210344
      84             4.79509           0.0208921
      85              4.7915           0.0209572
      86             4.78909           0.0208539
      87             4.79288           0.0209606
      88             4.79289           0.0207238
      89             4.79125           0.0205573
      90             4.79169           0.0203348
      91             4.79198           0.0201146
      92             4.78901           0.0201169
      93             4.78708           0.0199953
      94             4.78758           0.0197899
      95             4.78952           0.0196789
      96             4.78666           0.0196834
      97             4.79212           0.0202315
      98             4.79043           0.0200972
      99              4.7911           0.0199065
