# RW_STEP = 71
# BLOCK:          PROG_MEAN:              ERROR:
       0             8.15043                   0
       1             8.17848            0.028053
       2             8.29592            0.118548
       3             8.30883           0.0848147
       4             8.32154            0.066916
       5             8.40153           0.0968664
       6             8.44727           0.0937802
       7              8.3971           0.0954645
       8             8.46417            0.107644
       9             8.47488           0.0968732
      10             8.46528           0.0881497
      11             8.45531           0.0810841
      12             8.50158           0.0877709
      13             8.47577            0.085261
      14             8.48969           0.0805862
      15             8.50368           0.0766682
      16             8.48334           0.0748357
      17             8.47881           0.0707009
      18             8.48066            0.066902
      19             8.49517           0.0651066
      20             8.48762           0.0623875
      21             8.47866           0.0601554
      22              8.4836           0.0576922
      23             8.49453           0.0563079
      24              8.5117           0.0566731
      25             8.50769           0.0545972
      26             8.49247           0.0546977
      27             8.48775           0.0529188
      28             8.48168           0.0514212
      29             8.48247           0.0496839
      30              8.4533            0.056212
      31             8.44799           0.0546857
      32             8.44983           0.0530347
      33             8.44324           0.0518723
      34             8.44273            0.050371
      35             8.44486           0.0489984
      36             8.44683           0.0476966
      37             8.44262           0.0466156
      38             8.43882           0.0455631
      39             8.43018           0.0452419
      40              8.4286           0.0441531
      41             8.42954           0.0430993
      42             8.45115           0.0473098
      43             8.44129           0.0472615
      44             8.44269           0.0462204
      45             8.44317            0.045207
      46             8.44183           0.0442551
      47             8.43725           0.0435642
      48              8.4393           0.0427152
      49             8.44521           0.0422669
      50             8.44543           0.0414305
      51             8.45256            0.041246
      52             8.45027           0.0405252
      53             8.45692           0.0403206
      54             8.45694           0.0395807
      55             8.44995           0.0394906
      56             8.44483           0.0391292
      57             8.44479           0.0384487
      58             8.45812           0.0400722
      59             8.45767           0.0394012
      60             8.45951           0.0387936
      61             8.46051           0.0381758
      62             8.45801           0.0376477
      63             8.46329           0.0374292
      64             8.46561           0.0369217
      65             8.47103           0.0367595
      66             8.46541            0.036641
      67             8.46174           0.0362835
      68             8.45795           0.0359541
      69             8.46241           0.0357162
      70             8.46239           0.0352095
      71             8.47096           0.0357597
      72             8.46915            0.035313
      73             8.47835           0.0360264
      74             8.48096           0.0356388
      75             8.48188           0.0351787
      76             8.49349           0.0366082
      77             8.49316           0.0361373
      78             8.48867           0.0359584
      79             8.48393           0.0358219
      80             8.48502           0.0353939
      81             8.48908            0.035195
      82             8.49224           0.0349117
      83              8.4864            0.034985
      84             8.49047           0.0348095
      85              8.4872            0.034557
      86             8.48426           0.0342842
      87             8.48601           0.0339376
      88             8.48271           0.0337161
      89              8.4793           0.0335128
      90             8.47782           0.0331756
      91             8.47714             0.03282
      92             8.47621           0.0324785
      93             8.47523           0.0321461
      94             8.47756           0.0318905
      95             8.47157           0.0321198
      96             8.46878            0.031909
      97              8.4733           0.0319033
      98              8.4725           0.0315894
      99             8.47266           0.0312724
