# RW_STEP = 43
# BLOCK:          PROG_MEAN:              ERROR:
       0             6.57081                   0
       1             6.64304           0.0722226
       2             6.64087           0.0417543
       3             6.56759           0.0790024
       4             6.61909           0.0799819
       5             6.70707            0.109572
       6             6.70228           0.0927289
       7             6.65029           0.0956685
       8             6.67369           0.0875568
       9             6.71097           0.0867356
      10             6.65613           0.0957228
      11             6.64585           0.0879849
      12             6.66681           0.0836039
      13             6.64304           0.0809692
      14              6.6891           0.0883334
      15             6.68653           0.0826682
      16             6.68252           0.0777565
      17             6.66537           0.0752903
      18             6.66979           0.0713545
      19             6.68702           0.0698515
      20             6.68246           0.0665986
      21             6.66447           0.0659964
      22             6.67034           0.0633339
      23             6.66806           0.0606805
      24             6.67558           0.0586867
      25             6.69645           0.0601224
      26             6.68244           0.0595231
      27             6.67651           0.0576644
      28             6.65853            0.058473
      29             6.64619           0.0578222
      30              6.6328           0.0575066
      31             6.62413           0.0563511
      32             6.63826           0.0564141
      33             6.62357           0.0566653
      34             6.61715           0.0553959
      35             6.62075           0.0539553
      36             6.61816           0.0525407
      37             6.61375           0.0513295
      38             6.61704           0.0501044
      39             6.61523           0.0488691
      40             6.61738           0.0477107
      41             6.62027           0.0466501
      42             6.63128           0.0468657
      43             6.62791           0.0459121
      44             6.61733           0.0461116
      45             6.62193           0.0453323
      46             6.61778           0.0445515
      47              6.6132           0.0438528
      48              6.6124           0.0429559
      49             6.61439           0.0421347
      50             6.61329           0.0413149
      51               6.613           0.0405136
      52             6.61189           0.0397575
      53             6.61214           0.0390151
      54             6.61156           0.0383036
      55             6.61295            0.037639
      56             6.60972           0.0371136
      57             6.61458           0.0367906
      58             6.61928           0.0364651
      59             6.61824           0.0358671
      60             6.61907            0.035284
      61             6.62051           0.0347401
      62             6.62129           0.0341931
      63             6.62285           0.0336906
      64             6.62475           0.0332227
      65             6.62686           0.0327834
      66             6.62379           0.0324364
      67             6.62463           0.0319669
      68             6.62196           0.0316128
      69              6.6266           0.0315009
      70             6.62467           0.0311135
      71             6.62415           0.0306827
      72              6.6251           0.0302742
      73             6.62724            0.029939
      74              6.6308           0.0297502
      75             6.62931           0.0293935
      76             6.63136           0.0290816
      77              6.6315           0.0287067
      78             6.62853           0.0284967
      79             6.62127           0.0290581
      80             6.62714           0.0292907
      81              6.6273           0.0289317
      82             6.62628           0.0285992
      83              6.6233           0.0284129
      84             6.62449           0.0281017
      85             6.61997            0.028137
      86             6.61937           0.0278182
      87             6.62399           0.0278849
      88             6.61775           0.0282661
      89             6.61668           0.0279708
      90             6.61601             0.02767
      91             6.61369           0.0274655
      92             6.61121           0.0272809
      93             6.60787           0.0271954
      94             6.61175           0.0271858
      95              6.6102           0.0269461
      96             6.60875           0.0267061
      97             6.61646           0.0275344
      98             6.61615           0.0272566
      99             6.61782            0.027034
