# RW_STEP = 87
# BLOCK:          PROG_MEAN:              ERROR:
       0             8.93287                   0
       1              8.8886           0.0442642
       2             8.99873            0.113056
       3             8.95216           0.0925179
       4             9.11143            0.174649
       5             9.18791            0.161814
       6             9.28318             0.16667
       7             9.26086            0.146055
       8             9.31003            0.137875
       9             9.27949            0.127045
      10             9.27041            0.115275
      11             9.28278            0.105955
      12               9.319            0.103979
      13             9.29569           0.0990485
      14             9.31212           0.0936617
      15             9.33827           0.0914318
      16             9.32403           0.0870573
      17             9.32267           0.0820898
      18             9.32394           0.0776595
      19             9.34131           0.0756936
      20             9.34317           0.0720231
      21             9.31813           0.0730941
      22             9.31649           0.0698631
      23             9.31924           0.0669455
      24             9.33911           0.0672159
      25              9.3423           0.0646575
      26             9.31477           0.0680345
      27             9.32096            0.065851
      28              9.3266             0.06379
      29              9.3366           0.0624322
      30             9.31545           0.0639819
      31              9.2967           0.0647227
      32             9.30328           0.0630745
      33             9.30014           0.0612719
      34             9.30439           0.0596474
      35             9.30667           0.0580116
      36             9.30186           0.0566266
      37              9.2904           0.0562961
      38             9.29494           0.0550214
      39             9.28885           0.0539731
      40              9.2943           0.0529218
      41             9.29075           0.0517683
      42             9.30807           0.0534349
      43             9.30065           0.0527306
      44              9.3011           0.0515475
      45             9.30357            0.050475
      46             9.30263           0.0493984
      47             9.29488           0.0489747
      48             9.30056           0.0482993
      49             9.30508           0.0475388
      50             9.30331           0.0466309
      51             9.31429           0.0470257
      52             9.31697           0.0462074
      53             9.32542           0.0461243
      54             9.31952           0.0456601
      55             9.31892           0.0448414
      56             9.31503           0.0442188
      57             9.32166           0.0439524
      58             9.33582           0.0454631
      59             9.33205           0.0448578
      60               9.332           0.0441163
      61             9.33539           0.0435311
      62             9.32978              0.0432
      63             9.33373           0.0427028
      64             9.34093           0.0426521
      65             9.34817           0.0426196
      66               9.341           0.0425862
      67             9.33882           0.0420119
      68             9.33715           0.0414322
      69             9.34156           0.0410739
      70              9.3356           0.0409282
      71              9.3416           0.0407998
      72             9.33819           0.0403815
      73             9.34713           0.0408248
      74             9.35295           0.0406945
      75             9.35106           0.0401997
      76             9.35964           0.0405914
      77             9.35807           0.0400984
      78             9.34984           0.0404346
      79             9.34406           0.0403425
      80             9.34643           0.0399121
      81             9.35406            0.040153
      82              9.3581           0.0398719
      83             9.34925           0.0403776
      84             9.35422           0.0402088
      85             9.35513           0.0397489
      86             9.35346           0.0393248
      87              9.3589            0.039254
      88             9.35837           0.0388139
      89             9.35701           0.0384045
      90             9.35824               0.038
      91             9.35587            0.037659
      92             9.35401           0.0372984
      93             9.35118           0.0370077
      94             9.35459           0.0367747
      95             9.35054           0.0366149
      96             9.35094           0.0362377
      97             9.35294           0.0359217
      98              9.3555           0.0356491
      99             9.35486           0.0352965
