# RW_STEP = 69
# BLOCK:          PROG_MEAN:              ERROR:
       0             8.02301                   0
       1             8.01096           0.0120474
       2             8.17959            0.168771
       3             8.17906             0.11934
       4              8.1931           0.0935005
       5             8.26659            0.105968
       6             8.32907            0.109202
       7              8.2809            0.106132
       8             8.34929            0.115921
       9             8.34643            0.103722
      10             8.32784           0.0956438
      11             8.31719           0.0879576
      12             8.36007           0.0915707
      13              8.3343           0.0886095
      14             8.34296           0.0829444
      15             8.35133           0.0780381
      16              8.3289           0.0766598
      17             8.33167           0.0723288
      18             8.32974           0.0684436
      19              8.3455           0.0668187
      20             8.34317           0.0636003
      21             8.33501           0.0611864
      22               8.341           0.0587714
      23             8.35095           0.0571427
      24             8.37153           0.0585453
      25             8.37179           0.0562491
      26             8.36014           0.0553648
      27             8.35384           0.0537216
      28             8.34955           0.0520131
      29             8.35439           0.0504821
      30             8.32778           0.0556079
      31             8.32056           0.0543244
      32             8.32426           0.0527821
      33              8.3169           0.0517325
      34             8.31642           0.0502349
      35             8.32225           0.0491672
      36             8.32316           0.0478285
      37             8.31832           0.0468039
      38             8.31216           0.0460019
      39             8.30875           0.0449671
      40              8.3065           0.0439138
      41              8.3067           0.0428559
      42             8.33121           0.0484966
      43             8.32285           0.0481127
      44             8.32329           0.0470334
      45             8.32529           0.0460429
      46             8.32186           0.0451833
      47             8.31855           0.0443559
      48             8.32229           0.0436027
      49             8.32847           0.0431655
      50             8.32954           0.0423242
      51             8.33774           0.0423042
      52             8.33599           0.0415349
      53             8.34169           0.0411548
      54             8.34051            0.040417
      55             8.33445           0.0401479
      56             8.33177           0.0395285
      57             8.33027             0.03887
      58             8.34191             0.03994
      59             8.34098           0.0392798
      60             8.34144           0.0386332
      61             8.34015           0.0380267
      62             8.34019           0.0374183
      63             8.34627           0.0373281
      64             8.34913           0.0368607
      65             8.35397           0.0366194
      66             8.34814           0.0365375
      67             8.34498           0.0361346
      68             8.34134           0.0357921
      69             8.34697            0.035722
      70             8.34769           0.0352228
      71             8.35534           0.0355632
      72             8.35159           0.0352728
      73             8.35873           0.0355168
      74             8.36214           0.0352064
      75             8.36271           0.0347447
      76             8.37359           0.0359766
      77             8.37369           0.0355125
      78             8.36896           0.0353778
      79             8.36523           0.0351314
      80             8.36917           0.0349178
      81             8.37424           0.0348591
      82             8.37614           0.0344891
      83             8.37104           0.0344561
      84             8.37429           0.0342038
      85             8.36996           0.0340804
      86             8.36747            0.033778
      87             8.36945           0.0334502
      88             8.36664           0.0331907
      89             8.36332            0.032988
      90             8.36185           0.0326564
      91             8.36064           0.0323223
      92             8.36055            0.031973
      93             8.35934            0.031654
      94             8.36308           0.0315424
      95             8.35796           0.0316305
      96             8.35414           0.0315345
      97             8.35833           0.0314918
      98             8.35861           0.0311732
      99             8.35852             0.03086
