# RW_STEP = 16
# BLOCK:          PROG_MEAN:              ERROR:
       0             4.29019                   0
       1             4.17728            0.112917
       2             4.19226           0.0668916
       3             4.19934           0.0478274
       4             4.18573           0.0394685
       5             4.19621           0.0338855
       6             4.16283           0.0439787
       7             4.15268           0.0394148
       8             4.15949           0.0354212
       9             4.16853           0.0329465
      10             4.14268           0.0394544
      11             4.13697           0.0364666
      12             4.13898            0.033605
      13             4.13007           0.0323641
      14             4.14327            0.032894
      15             4.15902           0.0345647
      16             4.15929            0.032469
      17             4.15098           0.0317198
      18             4.17104           0.0360959
      19             4.16846           0.0343407
      20             4.15892             0.03403
      21             4.14662           0.0346986
      22             4.14816           0.0331914
      23             4.14847           0.0317799
      24             4.15173           0.0306552
      25             4.15259           0.0294652
      26             4.14525           0.0292867
      27             4.14042            0.028632
      28             4.13258            0.028718
      29             4.12591           0.0285341
      30             4.12493           0.0276159
      31             4.12318           0.0267961
      32             4.12729           0.0262945
      33              4.1222           0.0260119
      34             4.11686           0.0258171
      35             4.11719            0.025092
      36             4.11624           0.0244231
      37             4.11034           0.0244914
      38             4.11332           0.0240399
      39             4.11432           0.0234525
      40             4.11119           0.0230861
      41             4.10357           0.0237832
      42             4.10643           0.0233987
      43             4.10834           0.0229402
      44             4.10417           0.0228089
      45             4.09859           0.0229948
      46             4.09898           0.0225037
      47             4.09452           0.0224774
      48             4.09579           0.0220502
      49             4.09809           0.0217273
      50             4.09713           0.0213189
      51             4.09611           0.0209298
      52             4.09821           0.0206389
      53             4.09736           0.0202712
      54             4.09523           0.0200127
      55             4.09595           0.0196652
      56             4.09554           0.0193214
      57              4.1022           0.0201193
      58             4.10557            0.020061
      59             4.10216           0.0200169
      60             4.09923           0.0199032
      61             4.09574           0.0198877
      62              4.0993           0.0198901
      63             4.10172           0.0197265
      64             4.10362           0.0195128
      65             4.10343           0.0192158
      66             4.10671           0.0192091
      67             4.10538           0.0189713
      68             4.10492           0.0187001
      69             4.10743           0.0186021
      70             4.10866           0.0183794
      71             4.10723           0.0181788
      72             4.10976           0.0181051
      73             4.11078           0.0178881
      74             4.11441            0.018018
      75             4.11433           0.0177795
      76             4.11509           0.0175634
      77             4.11931           0.0178436
      78             4.11621           0.0178867
      79             4.11703           0.0176803
      80             4.11875           0.0175459
      81             4.11879           0.0173306
      82             4.12015           0.0171744
      83             4.11974           0.0169737
      84             4.12278           0.0170464
      85              4.1191           0.0172452
      86              4.1181            0.017075
      87             4.11798           0.0168803
      88             4.11814           0.0166903
      89             4.11606           0.0166345
      90             4.11719           0.0164896
      91             4.11701           0.0163104
      92             4.11556            0.016199
      93             4.11324           0.0161929
      94             4.11528           0.0161506
      95             4.11726           0.0161034
      96             4.11442            0.016187
      97              4.1184           0.0165093
      98             4.11873            0.016345
      99             4.12033           0.0162594
