# RW_STEP = 54
# BLOCK:          PROG_MEAN:              ERROR:
       0             7.07429                   0
       1             7.11154           0.0372508
       2             7.20213           0.0931021
       3             7.22617            0.070086
       4             7.25514           0.0615358
       5             7.34472            0.102706
       6             7.34352           0.0868109
       7             7.28847           0.0931807
       8               7.328           0.0911893
       9             7.34107           0.0826031
      10             7.31496           0.0791485
      11             7.32622           0.0731247
      12             7.35197           0.0720257
      13             7.35143           0.0666851
      14             7.38918           0.0726573
      15             7.38103           0.0684513
      16             7.37472           0.0646083
      17             7.36503            0.061679
      18             7.35755           0.0588201
      19             7.35749           0.0558017
      20             7.35939            0.053112
      21             7.34822           0.0518577
      22             7.36044           0.0510365
      23             7.36863           0.0495457
      24             7.36847           0.0475228
      25             7.38562           0.0487744
      26             7.36948           0.0496319
      27             7.36371           0.0481737
      28             7.35896           0.0467251
      29             7.35566           0.0452611
      30             7.33412           0.0487896
      31             7.33709           0.0473339
      32             7.35101           0.0479417
      33             7.33869           0.0481136
      34             7.33437           0.0469182
      35             7.33793           0.0457352
      36             7.34347           0.0448257
      37             7.34011           0.0437598
      38             7.33601           0.0428194
      39             7.33245           0.0418869
      40             7.33548           0.0409651
      41             7.33276           0.0400704
      42             7.35613           0.0455772
      43             7.35126           0.0447951
      44              7.3505           0.0437949
      45             7.35432           0.0430018
      46             7.35224           0.0421281
      47             7.35426           0.0412905
      48             7.35711           0.0405395
      49             7.36114           0.0399236
      50             7.36582           0.0394126
      51             7.36444           0.0386719
      52             7.36595            0.037965
      53             7.37097           0.0375926
      54             7.37176           0.0369111
      55             7.36894           0.0363551
      56             7.36493           0.0359364
      57             7.36359           0.0353369
      58             7.37395           0.0362473
      59             7.37059           0.0357964
      60             7.37058           0.0352047
      61             7.37045           0.0346325
      62             7.36812           0.0341578
      63             7.37469           0.0342556
      64             7.38067           0.0342505
      65             7.38258           0.0337821
      66             7.37798           0.0335904
      67             7.37663           0.0331204
      68             7.37317           0.0328202
      69             7.37796           0.0327013
      70             7.37616           0.0322879
      71             7.37775           0.0318761
      72             7.37773           0.0314364
      73             7.37981           0.0310786
      74              7.3812           0.0306929
      75             7.38141           0.0302871
      76             7.38416           0.0300173
      77              7.3845           0.0296319
      78             7.38034            0.029549
      79             7.37435           0.0297857
      80             7.37869            0.029734
      81             7.37953           0.0293812
      82             7.38167           0.0291038
      83             7.38179           0.0287555
      84              7.3808           0.0284325
      85             7.37651           0.0284246
      86             7.37349           0.0282584
      87             7.37373           0.0279365
      88             7.37008           0.0278615
      89             7.36756            0.027665
      90             7.36716           0.0273622
      91             7.36608            0.027085
      92              7.3674           0.0268251
      93             7.36397           0.0267589
      94             7.36836           0.0268359
      95             7.36397           0.0269141
      96             7.36255            0.026673
      97             7.37056           0.0275861
      98             7.37324           0.0274373
      99             7.37398           0.0271716
