# RW_STEP = 45
# BLOCK:          PROG_MEAN:              ERROR:
       0             6.76303                   0
       1             6.75962          0.00340704
       2             6.79905           0.0394749
       3             6.72689           0.0773713
       4             6.77104           0.0744386
       5             6.87414            0.119683
       6             6.86317            0.101744
       7             6.81265            0.101569
       8             6.84923            0.096758
       9             6.87478           0.0902346
      10             6.82588           0.0951456
      11             6.81586            0.087432
      12             6.82921           0.0815266
      13             6.80257           0.0800415
      14             6.83713           0.0821355
      15             6.83185           0.0770118
      16             6.82483           0.0726796
      17              6.8094           0.0702393
      18             6.80561           0.0665476
      19             6.81732           0.0642087
      20               6.802           0.0629657
      21             6.77926           0.0641984
      22             6.78677           0.0618016
      23             6.78574           0.0591795
      24             6.78632            0.056766
      25              6.8066           0.0581877
      26             6.79475           0.0572313
      27              6.7892           0.0554277
      28             6.77412           0.0555672
      29             6.76654           0.0542158
      30             6.75242           0.0543056
      31             6.74771           0.0527918
      32             6.76216           0.0531674
      33             6.75383            0.052247
      34             6.75194           0.0507675
      35             6.75661           0.0495577
      36             6.75551           0.0482125
      37             6.74889           0.0473902
      38             6.75045           0.0461855
      39                6.75           0.0450183
      40             6.74959           0.0439085
      41             6.75122            0.042881
      42             6.76386           0.0437383
      43             6.75832           0.0430898
      44             6.75024           0.0428899
      45             6.75615           0.0423618
      46              6.7532           0.0415556
      47             6.75079            0.040752
      48             6.75114           0.0399132
      49             6.75398           0.0392095
      50             6.75461           0.0384383
      51             6.75614           0.0377229
      52             6.75684           0.0370108
      53             6.76014           0.0364683
      54             6.75984           0.0358003
      55              6.7602           0.0351571
      56              6.7537           0.0351404
      57             6.75718           0.0347036
      58             6.76135           0.0343642
      59             6.75901           0.0338675
      60             6.75905           0.0333077
      61             6.75878           0.0327672
      62             6.76044           0.0322856
      63             6.76537           0.0321568
      64              6.7684           0.0318026
      65             6.77146           0.0314666
      66             6.76854            0.031131
      67              6.7669           0.0307134
      68             6.76198           0.0306629
      69             6.76666           0.0305827
      70             6.76403           0.0302634
      71              6.7646           0.0298455
      72             6.76444           0.0294343
      73             6.76567           0.0290599
      74             6.76704           0.0287027
      75              6.7674           0.0283247
      76             6.77028           0.0281026
      77             6.77104           0.0277504
      78             6.76785           0.0275815
      79             6.75942           0.0285106
      80             6.76411           0.0285436
      81             6.76462           0.0281981
      82             6.76498           0.0278586
      83             6.76285           0.0276073
      84             6.76521           0.0273828
      85             6.76141           0.0273279
      86              6.7607           0.0270214
      87             6.76583           0.0272002
      88             6.75972           0.0275782
      89             6.75897           0.0272804
      90              6.7588           0.0269795
      91             6.75611             0.02682
      92             6.75375           0.0266348
      93             6.75164           0.0264341
      94             6.75562           0.0264551
      95             6.75461           0.0261978
      96             6.75396           0.0259343
      97             6.76216            0.026946
      98             6.76095           0.0267001
      99             6.76276           0.0264937
