# RW_STEP = 46
# BLOCK:          PROG_MEAN:              ERROR:
       0             6.76962                   0
       1             6.77082          0.00119385
       2             6.80898           0.0381732
       3             6.76323           0.0531231
       4             6.80122            0.056006
       5              6.9048            0.113223
       6             6.89106           0.0966731
       7             6.83626            0.100058
       8             6.87998           0.0984755
       9             6.91065           0.0932671
      10             6.86873           0.0942036
      11             6.85644           0.0868692
      12             6.86893           0.0808776
      13             6.84276           0.0793177
      14             6.87925           0.0823628
      15             6.86739           0.0779515
      16             6.85998           0.0735966
      17             6.84305           0.0714211
      18             6.83734           0.0677986
      19             6.84954           0.0654665
      20             6.83711           0.0635004
      21             6.81445           0.0646451
      22             6.82693           0.0630177
      23             6.82628           0.0603384
      24             6.82836           0.0579118
      25             6.84961            0.059562
      26             6.84013           0.0580924
      27             6.83305           0.0564262
      28             6.82072           0.0558229
      29             6.81342           0.0544224
      30             6.80276           0.0537066
      31             6.79981           0.0520845
      32             6.81656           0.0531893
      33             6.80843           0.0522385
      34             6.80659           0.0507574
      35             6.81121           0.0495433
      36             6.81224           0.0481967
      37               6.809           0.0470229
      38             6.81087           0.0458396
      39             6.81084            0.044679
      40             6.81127           0.0435778
      41             6.81306           0.0425651
      42             6.82618           0.0435848
      43             6.81921           0.0431483
      44              6.8111            0.042952
      45             6.81736           0.0424717
      46              6.8156           0.0415953
      47             6.81319           0.0407912
      48             6.81501           0.0399916
      49             6.81714           0.0392412
      50             6.82003           0.0385726
      51              6.8197            0.037825
      52             6.82196           0.0371729
      53             6.82677           0.0367942
      54             6.82653           0.0361198
      55             6.82661            0.035469
      56             6.82055            0.035364
      57             6.82329           0.0348571
      58             6.82783           0.0345599
      59             6.82656           0.0340025
      60             6.82684           0.0334416
      61             6.82759           0.0329064
      62             6.82853           0.0323936
      63             6.83313           0.0322133
      64             6.83714           0.0319661
      65             6.84116           0.0317334
      66             6.83825           0.0313912
      67             6.83666           0.0309668
      68             6.83244           0.0308055
      69             6.83674           0.0306653
      70             6.83361           0.0303925
      71             6.83379            0.029968
      72             6.83431           0.0295591
      73             6.83585           0.0291975
      74             6.83653           0.0288135
      75             6.83649           0.0284319
      76             6.83861           0.0281401
      77             6.83887           0.0277782
      78             6.83619           0.0275548
      79             6.82776           0.0284823
      80              6.8329           0.0285936
      81             6.83384           0.0282584
      82             6.83458           0.0279256
      83             6.83278           0.0276494
      84              6.8359           0.0274996
      85             6.83123           0.0275754
      86              6.8305           0.0272666
      87             6.83494           0.0273187
      88             6.82933           0.0275869
      89             6.82797           0.0273125
      90             6.82741           0.0270164
      91             6.82549           0.0267898
      92             6.82348            0.026577
      93             6.82091           0.0264176
      94             6.82478           0.0264231
      95             6.82451           0.0261478
      96             6.82396           0.0258828
      97             6.83198           0.0268449
      98             6.83015           0.0266353
      99              6.8324           0.0264634
