# RW_STEP = 66
# BLOCK:          PROG_MEAN:              ERROR:
       0             7.91994                   0
       1             7.87376           0.0461787
       2              8.0142            0.142953
       3             8.03532            0.103265
       4             8.04459           0.0805239
       5             8.13583            0.112461
       6             8.16408            0.099157
       7             8.10771             0.10272
       8             8.17811            0.114729
       9             8.16309             0.10371
      10             8.14154           0.0962534
      11             8.14405            0.087903
      12             8.18692           0.0915175
      13              8.1643            0.087696
      14             8.16565           0.0816517
      15             8.17103           0.0765676
      16             8.15984           0.0727878
      17             8.14752           0.0697226
      18             8.14154           0.0662212
      19              8.1593           0.0652852
      20              8.1621           0.0621619
      21             8.15301           0.0599632
      22             8.15833           0.0575434
      23             8.16361           0.0553458
      24             8.17598           0.0545097
      25              8.1801           0.0525326
      26             8.17538           0.0507694
      27             8.17023           0.0491924
      28             8.16635           0.0476246
      29             8.17292           0.0464766
      30             8.14508           0.0528731
      31             8.13469           0.0522379
      32             8.14015           0.0509231
      33             8.13711           0.0494958
      34             8.13781            0.048066
      35              8.1447           0.0472169
      36             8.14414           0.0459265
      37             8.13758           0.0451799
      38             8.12846           0.0449419
      39             8.12336           0.0440997
      40              8.1225           0.0430193
      41             8.12235           0.0419828
      42             8.15047           0.0497112
      43             8.14182           0.0493322
      44               8.143           0.0482378
      45             8.14711           0.0473568
      46             8.14516           0.0463795
      47             8.14302           0.0454531
      48             8.14574           0.0445985
      49             8.15111           0.0440266
      50             8.14887           0.0432128
      51             8.15706            0.043158
      52              8.1544           0.0424195
      53             8.16193           0.0423027
      54             8.16084           0.0415408
      55             8.15557           0.0411309
      56             8.15429           0.0404233
      57             8.15206           0.0397825
      58             8.16206           0.0403598
      59             8.16099           0.0396958
      60             8.16071           0.0390407
      61              8.1608           0.0384059
      62             8.16127           0.0377943
      63             8.16909           0.0380127
      64             8.17244            0.037573
      65             8.17643           0.0372135
      66             8.17116           0.0370314
      67             8.16947           0.0365216
      68             8.16658           0.0361047
      69             8.17117           0.0358803
      70             8.17002           0.0353899
      71             8.17767           0.0357236
      72             8.17269           0.0355817
      73             8.17596             0.03525
      74             8.17892           0.0349027
      75             8.17675           0.0345085
      76             8.18751           0.0357141
      77             8.18826           0.0352614
      78             8.18322           0.0351762
      79             8.18038           0.0348494
      80             8.18245           0.0344789
      81             8.18554           0.0341954
      82             8.18715           0.0338191
      83             8.18444            0.033524
      84             8.18593           0.0331608
      85             8.18169           0.0330456
      86               8.179           0.0327738
      87             8.17998           0.0324141
      88             8.17692           0.0321943
      89             8.17423           0.0319479
      90             8.17488           0.0316015
      91             8.17522            0.031258
      92             8.17788           0.0310348
      93             8.17617           0.0307506
      94             8.17911           0.0305669
      95             8.17421           0.0306417
      96             8.17236           0.0303804
      97             8.17779           0.0305552
      98             8.17764           0.0302453
      99             8.17769           0.0299414
