# RW_STEP = 11
# BLOCK:          PROG_MEAN:              ERROR:
       0              3.5966                   0
       1             3.49257            0.104022
       2              3.5529           0.0851236
       3             3.57545           0.0642773
       4             3.58076           0.0500711
       5             3.56137           0.0452475
       6             3.52133           0.0553712
       7             3.52264           0.0479708
       8             3.53575            0.044292
       9             3.53675           0.0396286
      10             3.51159           0.0437964
      11             3.50164           0.0411991
      12             3.50071           0.0379091
      13             3.48766            0.037443
      14             3.48926           0.0348942
      15             3.49836            0.033884
      16             3.49091           0.0326875
      17             3.49192           0.0308344
      18             3.49932           0.0300913
      19             3.50561           0.0292319
      20             3.49487            0.029807
      21             3.49816           0.0286093
      22             3.50471           0.0281106
      23             3.50909           0.0272682
      24             3.51714           0.0273656
      25             3.51454           0.0264206
      26              3.5053           0.0270504
      27             3.49856           0.0269229
      28             3.49238           0.0267018
      29              3.4832           0.0273826
      30             3.48434           0.0265091
      31             3.47965           0.0260913
      32             3.48451           0.0257512
      33              3.4801           0.0253695
      34             3.47649           0.0248974
      35             3.47716           0.0242053
      36             3.47639           0.0235547
      37             3.47415           0.0230353
      38             3.47964           0.0230991
      39             3.48017           0.0225203
      40             3.48042           0.0219656
      41             3.47772           0.0216054
      42             3.47811           0.0211006
      43              3.4785           0.0206191
      44             3.47743            0.020184
      45             3.47154           0.0205987
      46              3.4706           0.0201779
      47             3.46608            0.020263
      48             3.46471           0.0198923
      49             3.46705           0.0196305
      50             3.46532           0.0193198
      51             3.46382            0.019004
      52             3.46518           0.0186916
      53             3.46412           0.0183728
      54             3.46045           0.0184043
      55             3.46006            0.018077
      56             3.45852           0.0178235
      57              3.4643           0.0184409
      58             3.46813           0.0185257
      59             3.46595           0.0183438
      60             3.46591           0.0180407
      61             3.46381           0.0178711
      62             3.46579           0.0176966
      63             3.46513           0.0174305
      64             3.46592           0.0171783
      65              3.4637           0.0170605
      66             3.46746           0.0172187
      67             3.46589           0.0170362
      68             3.46619           0.0167903
      69             3.46864           0.0167286
      70              3.4695            0.016514
      71              3.4673           0.0164312
      72             3.46971           0.0163821
      73             3.47098           0.0162089
      74             3.47331           0.0161601
      75             3.47257           0.0159632
      76              3.4703           0.0159173
      77             3.47218           0.0158241
      78             3.46882             0.01598
      79             3.47052           0.0158706
      80             3.47188           0.0157321
      81             3.47263           0.0155575
      82             3.47645            0.015836
      83             3.47567           0.0156655
      84             3.47487           0.0155011
      85             3.47381           0.0153564
      86             3.47548           0.0152712
      87             3.47291           0.0153139
      88             3.47225           0.0151553
      89             3.46996           0.0151594
      90             3.47053           0.0150026
      91             3.47104           0.0148472
      92              3.4707           0.0146906
      93             3.47106           0.0145379
      94             3.47297           0.0145105
      95             3.47571           0.0146182
      96             3.47225           0.0148753
      97               3.475           0.0149767
      98             3.47483           0.0148256
      99             3.47354           0.0147328
