# RW_STEP = 90
# BLOCK:          PROG_MEAN:              ERROR:
       0             9.15032                   0
       1             9.11433           0.0359938
       2             9.21147           0.0993397
       3             9.19724             0.07167
       4              9.3322            0.145933
       5             9.38541            0.130492
       6             9.48626            0.149446
       7             9.45589            0.132939
       8             9.49924            0.124999
       9             9.48338            0.112923
      10             9.47957            0.102214
      11             9.48587           0.0935207
      12             9.52805           0.0958087
      13             9.50449           0.0917769
      14             9.52277           0.0873744
      15             9.55284           0.0870851
      16             9.52652           0.0859322
      17             9.51765           0.0815013
      18             9.51946           0.0771139
      19             9.53663           0.0751426
      20             9.53541           0.0714853
      21             9.51029           0.0726394
      22              9.5042            0.069676
      23             9.50494           0.0667138
      24             9.52059           0.0658751
      25             9.52552           0.0634825
      26             9.49701           0.0674088
      27             9.49924           0.0649949
      28             9.50299           0.0628257
      29             9.51382           0.0616539
      30             9.48561           0.0659659
      31             9.46857           0.0661054
      32             9.47279           0.0642098
      33             9.47159           0.0623043
      34             9.47441           0.0605636
      35             9.47458           0.0588575
      36              9.4736           0.0572531
      37             9.46435            0.056488
      38             9.46805           0.0551451
      39             9.46595           0.0537899
      40             9.47005           0.0526212
      41             9.46888           0.0513663
      42             9.48434           0.0524862
      43             9.48002           0.0514605
      44             9.47764           0.0503603
      45             9.48237           0.0494799
      46             9.48164           0.0484213
      47             9.47713           0.0476157
      48             9.48119           0.0468096
      49             9.48354            0.045924
      50             9.48125           0.0450726
      51             9.49534           0.0463901
      52             9.49693            0.045534
      53             9.50517           0.0454369
      54             9.49963           0.0449458
      55             9.50071            0.044149
      56             9.49718           0.0435107
      57              9.5019           0.0430134
      58             9.51422           0.0440362
      59             9.50925           0.0435803
      60              9.5106           0.0428811
      61             9.51112            0.042187
      62             9.50691           0.0417241
      63             9.51129           0.0412993
      64             9.51464           0.0407972
      65             9.52147           0.0407499
      66             9.51176           0.0412952
      67             9.50901           0.0407761
      68             9.50781           0.0401986
      69              9.5107           0.0397254
      70             9.50373           0.0397781
      71             9.51052           0.0398055
      72             9.50564           0.0395583
      73             9.51507            0.040142
      74             9.52065           0.0399951
      75             9.52031           0.0394668
      76             9.52902           0.0399135
      77             9.53005           0.0394117
      78             9.52184           0.0397662
      79             9.51385           0.0400701
      80             9.51503             0.03959
      81             9.52262           0.0398342
      82              9.5239            0.039372
      83             9.51465           0.0399848
      84             9.51727           0.0395981
      85             9.51885           0.0391671
      86             9.51658           0.0387807
      87             9.52053           0.0385398
      88             9.52127           0.0381115
      89             9.52047           0.0376941
      90              9.5203            0.037278
      91             9.51818           0.0369319
      92             9.51659           0.0365672
      93             9.51381           0.0362824
      94             9.51884           0.0362493
      95             9.51587           0.0359925
      96             9.51702           0.0356382
      97             9.52057           0.0354502
      98             9.52361           0.0352223
      99             9.52257           0.0348839
