# RW_STEP = 32
# BLOCK:          PROG_MEAN:              ERROR:
       0             5.51138                   0
       1             5.69592            0.184542
       2             5.72684             0.11094
       3             5.67593           0.0935167
       4             5.67513           0.0724421
       5             5.72222            0.075604
       6             5.71902           0.0639773
       7             5.69791           0.0592897
       8              5.7486            0.072826
       9             5.79389           0.0793343
      10             5.75443           0.0818937
      11             5.73042            0.078519
      12             5.76019           0.0781224
      13             5.73745           0.0758185
      14             5.75202             0.07207
      15             5.75303            0.067423
      16             5.76575           0.0645983
      17             5.74539            0.064218
      18             5.74996           0.0609154
      19             5.76854           0.0607049
      20             5.76533           0.0578314
      21             5.75443           0.0562065
      22             5.75874           0.0538796
      23             5.75987           0.0515983
      24             5.75758           0.0495442
      25             5.77604           0.0510547
      26             5.76496           0.0503621
      27              5.7551           0.0495213
      28             5.73678           0.0511761
      29             5.72972           0.0499416
      30             5.72009           0.0492541
      31             5.71907           0.0477011
      32             5.73483           0.0488457
      33             5.72845           0.0478146
      34             5.72334           0.0467089
      35             5.71841           0.0456594
      36             5.72741           0.0453103
      37             5.71847           0.0449992
      38             5.71217           0.0442807
      39             5.71865           0.0436432
      40             5.71182             0.04311
      41               5.707           0.0423458
      42             5.71659           0.0424474
      43              5.7182           0.0415025
      44             5.71147           0.0411244
      45              5.7128           0.0402427
      46             5.71168           0.0393932
      47             5.70676           0.0388766
      48             5.70608            0.038081
      49             5.70737           0.0373339
      50             5.70181           0.0370136
      51             5.70672           0.0366252
      52             5.70418            0.036017
      53              5.7075           0.0354993
      54             5.71133           0.0350577
      55             5.71293           0.0344629
      56             5.70817           0.0341854
      57             5.71432            0.034148
      58             5.71807           0.0337739
      59             5.71646           0.0332453
      60             5.71711           0.0327022
      61              5.7246           0.0330302
      62              5.7211           0.0326893
      63             5.72647           0.0326199
      64             5.72928            0.032237
      65             5.73052            0.031769
      66               5.728           0.0313927
      67             5.72522           0.0310522
      68             5.72255           0.0307156
      69             5.72675           0.0305633
      70             5.72424            0.030234
      71             5.72276           0.0298479
      72             5.72253           0.0294371
      73             5.72577           0.0292175
      74              5.7302           0.0291632
      75             5.72677           0.0289805
      76             5.73242           0.0291549
      77             5.73447           0.0288517
      78             5.73085            0.028714
      79              5.7244           0.0290766
      80              5.7263            0.028778
      81              5.7248           0.0284644
      82             5.72678           0.0281894
      83              5.7255           0.0278811
      84             5.72671           0.0275776
      85             5.72305           0.0274997
      86             5.71965           0.0273932
      87             5.72351            0.027354
      88             5.72221           0.0270762
      89             5.72194           0.0267751
      90             5.72155           0.0264821
      91             5.72087           0.0262015
      92             5.71674            0.026245
      93             5.71422           0.0260861
      94             5.71631           0.0258946
      95             5.71421           0.0257091
      96             5.71154           0.0255824
      97             5.71897           0.0263874
      98             5.71544           0.0263573
      99             5.71359           0.0261576
