# RW_STEP = 12
# BLOCK:          PROG_MEAN:              ERROR:
       0             3.73431                   0
       1             3.57332            0.160987
       2             3.65196            0.121751
       3             3.65449            0.086128
       4             3.68408           0.0729824
       5             3.67157           0.0608901
       6             3.65314            0.054661
       7             3.65411           0.0473477
       8              3.6737            0.046126
       9             3.67126           0.0413288
      10             3.64464           0.0458924
      11             3.63109           0.0440306
      12             3.63082           0.0405032
      13             3.61869           0.0394119
      14             3.62503           0.0372343
      15             3.63582           0.0364607
      16             3.63663           0.0342584
      17             3.63601            0.032305
      18             3.64598            0.032142
      19              3.6528            0.031246
      20             3.64444           0.0308755
      21             3.64565           0.0294635
      22             3.64929           0.0283885
      23             3.65808           0.0285638
      24             3.66294           0.0278262
      25             3.66125           0.0267879
      26             3.65456           0.0266316
      27             3.64563           0.0271731
      28             3.63668           0.0277028
      29             3.62526           0.0290986
      30             3.62761           0.0282424
      31             3.62258           0.0278048
      32              3.6271           0.0273258
      33             3.62197           0.0270026
      34             3.61593           0.0269054
      35             3.61381           0.0262331
      36             3.61613           0.0256196
      37             3.61299           0.0251333
      38             3.61906           0.0252215
      39             3.61891           0.0245834
      40             3.61663           0.0240845
      41              3.6158           0.0235186
      42             3.61529           0.0229708
      43             3.61743           0.0225445
      44             3.61434           0.0222547
      45             3.60981           0.0222314
      46             3.60934           0.0217583
      47             3.60508           0.0217215
      48             3.60425           0.0212898
      49              3.6062           0.0209507
      50             3.60525           0.0205581
      51             3.60489            0.020162
      52             3.60493           0.0197779
      53             3.60459           0.0194112
      54             3.60027           0.0195385
      55             3.59992           0.0191896
      56              3.5985           0.0189034
      57             3.60607           0.0200586
      58             3.61041           0.0201875
      59             3.60858           0.0199324
      60             3.60659           0.0197036
      61             3.60457            0.019488
      62             3.60737           0.0193788
      63             3.60744           0.0190737
      64             3.60746            0.018778
      65             3.60678           0.0185038
      66             3.61048           0.0185971
      67             3.60896           0.0183848
      68             3.60881            0.018117
      69             3.61164            0.018078
      70             3.61271           0.0178541
      71               3.611           0.0176879
      72             3.61441           0.0177749
      73             3.61601           0.0176054
      74              3.6194           0.0176973
      75             3.61906           0.0174662
      76              3.6177           0.0172915
      77             3.62087           0.0173605
      78             3.61769            0.017432
      79             3.61812            0.017218
      80             3.61978           0.0170847
      81             3.61993           0.0168758
      82             3.62273           0.0169038
      83             3.62245           0.0167036
      84             3.62204           0.0165111
      85             3.62013           0.0164293
      86              3.6206           0.0162464
      87             3.61844           0.0162053
      88             3.61811           0.0160256
      89             3.61536           0.0160842
      90             3.61658           0.0159532
      91             3.61708           0.0157868
      92             3.61672           0.0156203
      93             3.61474           0.0155789
      94             3.61712           0.0155956
      95             3.61999           0.0156966
      96             3.61698           0.0158216
      97             3.62108           0.0161869
      98             3.62077           0.0160255
      99             3.62001           0.0158827
