# RW_STEP = 37
# BLOCK:          PROG_MEAN:              ERROR:
       0             5.92355                   0
       1             6.10076            0.177214
       2             6.11397            0.103163
       3             6.05712           0.0924817
       4             6.05452            0.071683
       5              6.1585            0.119317
       6             6.15889            0.100842
       7             6.13119             0.09162
       8             6.16363           0.0870693
       9             6.20388            0.087663
      10             6.15129           0.0951495
      11             6.13561           0.0882619
      12             6.16946           0.0879603
      13             6.14575           0.0848159
      14             6.17597           0.0845451
      15             6.17906           0.0791449
      16             6.18635           0.0747009
      17             6.16862           0.0726274
      18             6.16767           0.0687051
      19             6.19501           0.0706783
      20             6.19612           0.0672377
      21             6.17881           0.0664053
      22             6.18154           0.0635116
      23             6.18414            0.060863
      24             6.18232           0.0584059
      25             6.20088           0.0591025
      26             6.19252           0.0574824
      27             6.18317           0.0561749
      28              6.1695           0.0559009
      29             6.15731           0.0553635
      30             6.14829           0.0543031
      31              6.1483           0.0525788
      32             6.16202           0.0527758
      33             6.14845            0.052968
      34             6.14404           0.0516207
      35             6.14347           0.0501696
      36             6.14526           0.0488277
      37             6.14048           0.0477649
      38             6.13966           0.0465313
      39             6.14293           0.0454708
      40             6.14305           0.0443481
      41             6.14387            0.043287
      42             6.15574           0.0439057
      43              6.1544           0.0429174
      44             6.14389           0.0432482
      45             6.14418           0.0422986
      46             6.14125            0.041492
      47             6.13694           0.0408473
      48             6.13578           0.0400217
      49             6.13544           0.0392146
      50             6.13293           0.0385197
      51              6.1372           0.0380126
      52             6.13421           0.0374082
      53             6.13589           0.0367474
      54             6.13707           0.0360922
      55             6.13979           0.0355465
      56             6.13497           0.0352489
      57             6.13976            0.034965
      58             6.14286           0.0345076
      59             6.14421           0.0339541
      60              6.1475            0.033555
      61             6.15399           0.0336404
      62             6.15197           0.0331637
      63             6.15511           0.0327923
      64             6.15528           0.0322843
      65             6.16048            0.032214
      66             6.15918           0.0317562
      67             6.15722            0.031347
      68             6.15203           0.0313212
      69              6.1572           0.0312995
      70             6.15404           0.0310168
      71             6.15459           0.0305879
      72             6.15542           0.0301773
      73             6.15837           0.0299126
      74             6.16224           0.0297644
      75             6.15977            0.029474
      76              6.1648           0.0295201
      77             6.16725           0.0292419
      78             6.16294           0.0291882
      79             6.15571           0.0297159
      80             6.16047           0.0297315
      81             6.15941           0.0293859
      82             6.15985           0.0290331
      83             6.15979           0.0286854
      84             6.16114           0.0283782
      85             6.15777           0.0282486
      86             6.15551           0.0280132
      87             6.15922           0.0279412
      88             6.15469           0.0279943
      89              6.1551           0.0276845
      90             6.15391           0.0274045
      91             6.15145           0.0272168
      92             6.14844           0.0270905
      93             6.14617           0.0268963
      94             6.14836           0.0267016
      95              6.1452           0.0266101
      96             6.14226           0.0264979
      97             6.14784           0.0268127
      98             6.14779           0.0265405
      99             6.14853           0.0262842
