#       TEMPERATURE:                 MU:              SIGMA:             AVE_LE:              ERROR:         ACCEPTANCE:      LAST_X_WALKER:
                 1.5            -1.45642            0.602413             1.81025           0.0363741                0.92           -0.706856
               1.425           -0.522674            0.369717            0.376779           0.0081045                0.88            0.416077
             1.35375           -0.324989            0.428047             0.45541          0.00920764                0.92          -0.0409728
             1.28606            0.133699              1.1915          -0.0542279          0.00388528            0.986667            -1.04171
             1.22176          -0.0602115             1.37356            0.471992            0.011704            0.906667           -0.508356
             1.16067            0.441878             1.22783            0.246863          0.00817136            0.813333             1.45459
             1.10264             0.67478            0.600436           -0.391113          0.00776189                0.96            0.297465
             1.04751            0.092914            0.709152           -0.387971           0.0077009                0.88            0.757877
            0.995131           -0.192121             1.20759          0.00372079          0.00483676            0.946667             1.49202
            0.945374           -0.476248            0.973895           -0.213936          0.00482449            0.946667             1.55878
            0.898105           -0.105913             1.28545           -0.223456          0.00491519            0.626667           -0.757109
              0.8532            0.247425            0.745297           -0.081568          0.00206953            0.986667           -0.365431
             0.81054           0.0576389            0.701645          -0.0881361          0.00205336            0.733333           -0.273427
            0.770013           -0.255583             1.22348           0.0360673          0.00455726            0.946667           -0.550759
            0.731512            0.266776              1.2294           0.0869589           0.0048367            0.853333           -0.979073
            0.694937            0.655702            0.668629           -0.376125          0.00747485            0.826667            -1.29064
             0.66019            0.547563            0.945226           -0.260568          0.00539261            0.826667            -1.52827
            0.627181            0.766332             1.25255           -0.224133          0.00492598            0.493333           0.0240593
            0.595821             1.12668            0.823329            0.566229           0.0123514                   1            0.908442
             0.56603            0.393155             1.29692            0.387189           0.0098789            0.746667           -0.920904
            0.537729              0.6863            0.927955           -0.197616          0.00491759            0.986667           -0.387356
            0.510842             1.04066            0.527244           -0.139919          0.00292934            0.933333            0.966374
              0.4853            0.987775            0.555519           -0.272375          0.00546275            0.866667              1.1254
            0.461035            0.686462            0.429652           -0.267714          0.00535491                0.68            0.943979
            0.437984             1.11397            0.479456           0.0795967          0.00202249            0.893333             1.37192
            0.416084            0.500828            0.575554           -0.151119          0.00319699            0.853333           -0.278889
             0.39528            0.587996             0.86069           -0.284808          0.00581141            0.666667            0.256237
            0.375516            0.513322            0.859351           -0.271698          0.00564538                0.92             -1.1343
             0.35674            0.838131             0.83027           -0.198641           0.0046821            0.853333              1.3807
            0.338903            0.680136            0.311868           -0.191628          0.00444607            0.786667            0.584867
            0.321958            0.713027            0.849524           -0.261596          0.00565624            0.906667             1.85507
             0.30586             0.78223            0.691251           -0.412602          0.00819525            0.866667             1.00204
            0.290567            0.786658            0.600092           -0.444521          0.00881214                0.76           -0.825939
            0.276039            0.651507            0.474286            -0.44497          0.00882134            0.466667           -0.683094
            0.262237           -0.585545            0.821452           -0.301716          0.00610005                0.88            0.191298
            0.249125            0.140073            0.965811             -0.2363          0.00487986            0.613333           0.0159077
            0.236669           -0.184042             1.05398           -0.222648          0.00472533            0.626667           -0.989057
            0.224835           -0.347106            0.741738           -0.240045          0.00496869            0.786667           -0.916933
            0.213594            -0.36586            0.732398           -0.141121          0.00302991                0.76            0.236173
            0.202914            -1.01659            0.943868           -0.159219          0.00342546            0.706667            0.721511
            0.192768           -0.268981            0.642455           0.0676265          0.00210141            0.986667            0.490377
             0.18313           -0.337109            0.901501           -0.258693          0.00531337            0.906667            0.313081
            0.173973           -0.902421            0.503186           -0.226728          0.00459234                0.84            0.461294
            0.165275           -0.102772             1.13682           -0.179228          0.00450662            0.786667          -0.0866797
            0.157011             -0.3344            0.605808           -0.162367          0.00440763                0.84          -0.0533546
             0.14916           -0.251956             0.68851           0.0105491          0.00155235            0.986667            0.284885
            0.141702            0.365106            0.779722           -0.193227          0.00397926            0.946667           0.0449121
            0.134617            0.428352            0.955363            -0.23178           0.0049478            0.866667             0.60074
            0.127886            0.311741            0.864219           -0.249115          0.00511284                0.56            0.586284
            0.121492            0.610103            0.925352           -0.225931          0.00496716                0.88           -0.816263
            0.115417            0.738559             1.01698           -0.255291          0.00534553                0.76            -0.52955
            0.109647            0.920089            0.664643           -0.343538          0.00694723            0.893333           -0.499592
            0.104164            0.819952            0.585567           -0.431421          0.00855925            0.733333           -0.501671
            0.098956            0.893971            0.553296           -0.370254          0.00738618                0.44           -0.695984
           0.0940082            0.627401            0.493768           -0.367782          0.00732252            0.453333             1.14107
           0.0893078            0.805543            0.380627           -0.237335          0.00481724            0.813333             0.74151
           0.0848424            0.469663            0.750565           -0.230989          0.00470249                0.88            0.698271
           0.0806003            0.758275            0.757321           -0.337488          0.00682489            0.773333            0.077159
           0.0765703            0.649889            0.516602            -0.35796           0.0071927            0.586667           -0.090559
           0.0727418            0.434857            0.919943           -0.259496          0.00533488            0.586667             1.03805
           0.0691047            0.435322            0.872014           -0.278296          0.00565644            0.413333            0.683186
           0.0656495             1.04475            0.663048           -0.268908          0.00550634            0.813333            0.808535
            0.062367            0.182614            0.877266           -0.209811          0.00436862            0.866667            0.741926
           0.0592486           -0.301966            0.851945           -0.229862           0.0047096            0.866667          -0.0460697
           0.0562862          -0.0576365            0.973974           -0.238677          0.00500571                0.76            0.249524
           0.0534719           0.0549864            0.855314            -0.24539          0.00502234            0.773333           -0.503517
           0.0507983            0.252889            0.798682           -0.162371          0.00362057            0.826667            0.343984
           0.0482584            0.418768            0.740164           -0.195825          0.00407562            0.933333             0.44532
           0.0458455            0.650034            0.525652           -0.302564          0.00607638            0.733333         -0.00565682
           0.0435532            0.730667            0.762612           -0.359237          0.00720431                0.76            0.120376
           0.0413755              0.6717            0.586171           -0.384633          0.00763616            0.626667            0.768925
           0.0393068            0.866165            0.812526           -0.381514          0.00758123            0.653333            0.825022
           0.0373414            0.670393            0.674359           -0.383694          0.00762201                 0.8            0.344841
           0.0354743            0.718926            0.614018           -0.420326          0.00833971            0.746667            0.835341
           0.0337006            0.872233            0.481891            -0.41812          0.00829933            0.453333           -0.823824
           0.0320156            0.360278            0.826191           -0.214787          0.00440349            0.933333           -0.530569
           0.0304148           -0.136758            0.810887           -0.224375          0.00460788            0.786667            -1.49272
           0.0288941           -0.705863            0.760468           -0.367556          0.00733847            0.746667             1.45428
           0.0274494            -0.94253            0.733587            -0.33029           0.0066512            0.773333           -0.342432
           0.0260769           -0.483919            0.825814           -0.278254          0.00562915                 0.8           -0.394342
           0.0247731           -0.544121            0.923745           -0.275167          0.00556641            0.573333           -0.508762
           0.0235344           -0.551756            0.755191           -0.293074          0.00589695                 0.6           -0.638532
