#     BLOCK:           ACTUAL_T:              T_AVE:              ERROR:
         207                 1.1                 1.1         7.10042e-09
         208                 1.1                 1.1         7.08333e-09
         209                 1.1                 1.1         7.14114e-09
         210                 1.1                 1.1         7.12412e-09
         211                 1.1                 1.1         7.32595e-09
         212                 1.1                 1.1         7.30865e-09
         213                 1.1                 1.1         7.21964e-09
         214                 1.1                 1.1         7.20275e-09
         215                 1.1                 1.1         7.11376e-09
         216                 1.1                 1.1         7.09727e-09
         217                 1.1                 1.1         7.00827e-09
         218                 1.1                 1.1         6.99218e-09
         219                 1.1                 1.1          6.9762e-09
         220                 1.1                 1.1         6.88744e-09
         221                 1.1                 1.1         6.87184e-09
         222                 1.1                 1.1         6.78301e-09
         223                 1.1                 1.1         6.76779e-09
         224                 1.1                 1.1         6.67886e-09
         225                 1.1                 1.1           6.664e-09
         226                 1.1                 1.1         6.57495e-09
         227                 1.1                 1.1         6.56045e-09
         228                 1.1                 1.1         6.54605e-09
         229                 1.1                 1.1         6.45709e-09
         230                 1.1                 1.1         6.44303e-09
         231                 1.1                 1.1         6.35388e-09
         232                 1.1                 1.1         6.34017e-09
         233                 1.1                 1.1         6.25078e-09
         234                 1.1                 1.1         6.00488e-09
         235                 1.1                 1.1         5.99209e-09
         236                 1.1                 1.1          5.7385e-09
         237                 1.1                 1.1         5.72638e-09
         238                 1.1                 1.1         5.54867e-09
         239                 1.1                 1.1         5.45251e-09
         240                 1.1                 1.1         5.26836e-09
         241                 1.1                 1.1         5.16905e-09
         242                 1.1                 1.1         4.97731e-09
         243                 1.1                 1.1         4.96705e-09
         244                 1.1                 1.1         4.57498e-09
         245                 1.1                 1.1         4.56563e-09
         246                 1.1                 1.1         4.24881e-09
         247                 1.1                 1.1          4.2402e-09
         248                 1.1                 1.1         4.23165e-09
         249                 1.1                 1.1         3.89354e-09
         250                 1.1                 1.1         3.88575e-09
         251                 1.1                 1.1         3.64275e-09
         252                 1.1                 1.1         3.51224e-09
         253                 1.1                 1.1         3.24527e-09
         254                 1.1                 1.1         3.23887e-09
         255                 1.1                 1.1         2.63934e-09
         256                 1.1                 1.1         2.63418e-09
         257                 1.1                 1.1         2.62905e-09
         258                 1.1                 1.1         2.07441e-09
         259                 1.1                 1.1          2.0704e-09
         260                 1.1                 1.1         1.60064e-09
         261                 1.1                 1.1         1.30441e-09
         262                 1.1                 1.1         1.30192e-09
         263                 1.1                 1.1                   0
         264                 1.1                 1.1         9.17103e-10
         265                 1.1                 1.1         1.58547e-09
         266                 1.1                 1.1         1.58249e-09
         267                 1.1                 1.1         1.82387e-09
         268                 1.1                 1.1         2.40825e-09
         269                 1.1                 1.1         2.40377e-09
         270                 1.1                 1.1         2.72057e-09
         271                 1.1                 1.1         2.86243e-09
         272                 1.1                 1.1         2.85717e-09
         273                 1.1                 1.1         3.12413e-09
         274                 1.1                 1.1         3.24576e-09
         275                 1.1                 1.1         3.48016e-09
         276                 1.1                 1.1         3.47385e-09
         277                 1.1                 1.1          3.5813e-09
         278                 1.1                 1.1          3.7917e-09
         279                 1.1                 1.1          3.7849e-09
         280                 1.1                 1.1         3.77813e-09
         281                 1.1                 1.1         4.16945e-09
         282                 1.1                 1.1         4.16205e-09
         283                 1.1                 1.1         4.15469e-09
         284                 1.1                 1.1         4.33178e-09
         285                 1.1                 1.1         4.41334e-09
         286                 1.1                 1.1         4.40562e-09
         287                 1.1                 1.1         4.57047e-09
         288                 1.1                 1.1         4.64625e-09
         289                 1.1                 1.1         4.63821e-09
         290                 1.1                 1.1         4.79272e-09
         291                 1.1                 1.1         4.78447e-09
         292                 1.1                 1.1         4.85523e-09
         293                 1.1                 1.1         5.00084e-09
         294                 1.1                 1.1         4.99233e-09
         295                 1.1                 1.1         4.98386e-09
         296                 1.1                 1.1         5.26836e-09
         297                 1.1                 1.1         5.25948e-09
         298                 1.1                 1.1         5.25065e-09
         299                 1.1                 1.1         5.38167e-09
         300                 1.1                 1.1         5.44113e-09
         301                 1.1                 1.1         5.43209e-09
         302                 1.1                 1.1         5.55701e-09
         303                 1.1                 1.1         5.54783e-09
         304                 1.1                 1.1         5.60425e-09
         305                 1.1                 1.1         5.72369e-09
         306                 1.1                 1.1         5.71433e-09
         307                 1.1                 1.1         5.70502e-09
         308                 1.1                 1.1         5.75869e-09
         309                 1.1                 1.1         5.87302e-09
         310                 1.1                 1.1         5.86354e-09
         311                 1.1                 1.1         5.85411e-09
         312                 1.1                 1.1          6.0246e-09
         313                 1.1                 1.1         6.07365e-09
         314                 1.1                 1.1         6.06397e-09
         315                 1.1                 1.1         6.05434e-09
         316                 1.1                 1.1          6.1599e-09
         317                 1.1                 1.1         6.20686e-09
         318                 1.1                 1.1         6.19709e-09
         319                 1.1                 1.1         6.29886e-09
         320                 1.1                 1.1         6.28901e-09
         321                 1.1                 1.1         6.27921e-09
         322                 1.1                 1.1         6.32421e-09
         323                 1.1                 1.1         6.42236e-09
         324                 1.1                 1.1         6.41244e-09
         325                 1.1                 1.1         6.40257e-09
         326                 1.1                 1.1         6.39274e-09
         327                 1.1                 1.1         6.54058e-09
         328                 1.1                 1.1         6.53061e-09
         329                 1.1                 1.1         6.52067e-09
         330                 1.1                 1.1         6.51079e-09
         331                 1.1                 1.1         6.65393e-09
         332                 1.1                 1.1         6.69404e-09
         333                 1.1                 1.1         6.68398e-09
         334                 1.1                 1.1         6.67397e-09
         335                 1.1                 1.1         6.76273e-09
         336                 1.1                 1.1         6.75266e-09
         337                 1.1                 1.1         6.79132e-09
         338                 1.1                 1.1         6.78127e-09
         339                 1.1                 1.1         6.86731e-09
         340                 1.1                 1.1          6.8572e-09
         341                 1.1                 1.1         6.84714e-09
         342                 1.1                 1.1         6.88444e-09
         343                 1.1                 1.1         6.96793e-09
         344                 1.1                 1.1         6.95779e-09
         345                 1.1                 1.1          6.9477e-09
         346                 1.1                 1.1         6.93765e-09
         347                 1.1                 1.1         7.06485e-09
         348                 1.1                 1.1         7.05469e-09
         349                 1.1                 1.1         7.04457e-09
         350                 1.1                 1.1          7.0345e-09
